BEDS Code,School Name,Local School Code,School Type,Lowest Grade,Highest Grade,Does this school serve its full planned grade span? (Y/N),"If no, is this school opening this school year? (Y/N)",Is the school scheduled to close? (Y/N),"If so, what year?",K-12 Enrollment,"Pre-K
Enrollment",Preschool Special Ed Enrollment,"K-12
FRPL
Count","K-12
ELL 
Count","K-12
SWD
Count",Classroom Teachers w/ 0-3 Years Experience,Classroom Teachers w/ More than 3 Years Experience,"Para-
professional Classroom Staff",Principals & Other Admin Staff,Pupil Support Services Staff,All Remaining Staff,Total Staff,Total Classroom Teachers,Total Non Teaching Staff
331300011594,Gotham Professional Arts Academy,13K594,Senior High School,9,12,Yes,,No,,268,0,0,210,6,85,3.0,19.0,1.0,1.0,2.0,4.0,30.0,22.0,8.0
331300011595,Bedford Academy High School,13K595,Senior High School,9,12,Yes,,No,,352,0,0,235,0,52,5.0,21.0,2.0,2.0,3.0,4.0,37.0,26.0,11.0
331300011605,George Westinghouse Career and Technical Education High School,13K605,Senior High School,9,12,Yes,,No,,591,0,0,486,25,142,7.0,47.0,15.1,5.0,9.0,4.0,87.1,54.0,33.1
331300011616,Brooklyn High School for Leadership and Community Service,13K616,Senior High School,9,12,Yes,,No,,102,0,0,92,6,37,0.0,12.0,1.0,3.0,3.0,4.0,23.0,12.0,11.0
331300011670,Benjamin Banneker Academy,13K670,Senior High School,9,12,Yes,,No,,750,0,0,551,13,124,11.0,39.0,11.9,5.0,6.0,4.0,76.9,50.0,26.9
331300011674,"City Polytechnic High School of Engineering, Architecture, and Technology",13K674,Senior High School,9,12,Yes,,No,,451,0,0,332,18,92,9.2,25.0,5.0,3.0,6.0,6.0,54.2,34.2,20.0
331400010016,P.S. 016 Leonard Dunkly,14K016,Elementary School,K,5,Yes,,No,,154,25,2,130,9,45,4.0,13.0,14.6,2.0,4.9,3.0,41.5,17.0,24.5
331400010017,P.S. 017 Henry D. Woodworth,14K017,Elementary School,K,5,Yes,,No,,172,28,3,131,28,56,1.0,21.0,12.0,1.0,3.0,2.0,40.0,22.0,18.0
331400010018,P.S. 018 Edward Bush,14K018,Elementary School,K,5,Yes,,No,,153,25,2,125,21,48,3.0,16.0,9.3,2.0,3.9,2.0,36.2,19.0,17.2
331400010023,P.S. 023 Carter G. Woodson,14K023,Elementary School,K,5,Yes,,No,,178,50,5,160,19,58,6.0,24.0,14.0,2.0,3.9,1.0,50.9,30.0,20.9
331400010031,P.S. 031 Samuel F. Dupont,14K031,Elementary School,K,5,Yes,,No,,420,71,6,297,24,77,3.2,37.0,11.0,2.2,3.9,3.5,60.8,40.2,20.6
331400010034,P.S. 034 Oliver H. Perry,14K034,Elementary School,K,5,Yes,,No,,322,42,4,81,22,48,6.5,25.0,12.6,1.0,3.8,2.0,50.9,31.5,19.4
331400010050,J.H.S. 050 John D. Wells,14K050,Middle/Junior High School,6,8,Yes,,No,,305,0,0,263,39,99,11.0,23.0,10.9,3.0,3.9,2.0,53.8,34.0,19.8
331400010059,P.S. 059 William Floyd,14K059,Elementary School,K,5,Yes,,No,,244,28,3,229,24,63,2.0,27.0,7.0,2.0,4.9,3.0,45.9,29.0,16.9
331400010084,P.S. 084 Jose De Diego,14K084,K-8 School,K,8,Yes,,No,,465,53,5,255,56,111,14.0,60.0,15.6,4.0,7.6,4.0,105.2,74.0,31.2
331400010110,P.S. 110 The Monitor,14K110,Elementary School,K,5,Yes,,No,,386,71,6,113,21,36,8.0,28.0,10.9,2.0,2.9,2.0,53.8,36.0,17.8
331400010120,P.S. 120 Carlos Tapia,14K120,Elementary School,K,5,Yes,,No,,243,50,5,200,55,48,3.0,27.0,7.7,3.0,3.8,3.0,47.5,30.0,17.5
331400010126,John Ericsson Middle School 126,14K126,Middle/Junior High School,6,8,Yes,,No,,179,0,0,155,20,65,6.0,15.0,11.6,3.0,1.9,5.0,42.5,21.0,21.5
331400010132,P.S. 132 The Conselyea School,14K132,Elementary School,K,5,Yes,,No,,471,56,5,188,35,73,4.0,41.0,15.0,3.0,3.6,3.0,69.6,45.0,24.6
331400010147,P.S. 147 Isaac Remsen,14K147,Elementary School,K,5,Yes,,No,,123,42,4,93,9,33,3.0,16.0,7.0,2.0,2.9,4.0,34.9,19.0,15.9
331400010157,P.S./I.S. 157 The Benjamin Franklin Health & Science Academy,14K157,K-8 School,K,8,Yes,,No,,239,50,5,186,45,71,4.0,30.0,10.8,2.0,3.9,4.0,54.7,34.0,20.7
331400010196,P.S. 196 Ten Eyck,14K196,Elementary School,K,5,Yes,,No,,265,50,5,215,33,60,1.0,24.0,13.6,2.0,2.9,2.0,45.5,25.0,20.5
331400010250,P.S. 250 George H. Lindsay,14K250,Elementary School,K,5,Yes,,No,,225,50,5,177,24,40,8.0,22.0,11.6,1.0,4.8,1.5,48.9,30.0,18.9
331400010257,P.S. 257 John F. Hylan,14K257,Elementary School,K,5,Yes,,No,,397,51,5,336,62,130,9.0,44.0,45.0,2.0,5.6,3.0,108.6,53.0,55.6
331400010297,P.S. 297 Abraham Stockton,14K297,Elementary School,K,5,Yes,,No,,187,14,1,158,32,46,10.0,22.0,9.4,2.0,4.9,3.0,51.3,32.0,19.3
331400010318,I.S. 318 Eugenio Maria De Hostos,14K318,Middle/Junior High School,6,8,Yes,,No,,"1,043",0,0,614,70,210,10.0,73.0,19.0,3.0,7.7,3.0,115.7,83.0,32.7
331400010319,P.S. 319,14K319,Elementary School,K,1,Yes,,No,,51,53,5,33,16,7,3.0,8.0,5.0,1.0,1.0,2.0,20.0,11.0,9.0
331400010380,P.S. 380 John Wayne Elementary,14K380,Elementary School,K,5,Yes,,No,,325,53,5,258,53,93,3.0,44.7,23.2,3.0,9.2,3.0,86.1,47.7,38.4
331400010414,Brooklyn Arbor Elementary School,14K414,Elementary School,K,5,Yes,,No,,503,28,3,257,59,109,3.0,39.0,11.0,3.0,3.8,2.9,62.7,42.0,20.7
331400010577,Conselyea Preparatory School,14K577,Middle/Junior High School,6,8,Yes,,No,,404,0,0,237,23,91,3.0,31.0,4.0,2.0,3.9,5.0,48.9,34.0,14.9
331400010582,M.S. 582,14K582,Middle/Junior High School,6,8,Yes,,No,,296,0,0,253,26,97,6.0,26.0,6.0,3.2,2.0,3.0,46.2,32.0,14.2
331400011071,Juan Morel Campos Secondary School,14K071,Junior-Senior High School,6,12,Yes,,No,,467,0,0,409,131,158,12.0,49.0,13.0,3.0,8.6,4.0,89.6,61.0,28.6
331400011449,"Brooklyn Latin School, The",14K449,Senior High School,9,12,Yes,,No,,814,0,0,464,2,19,11.0,37.0,4.0,4.0,6.0,3.0,65.0,48.0,17.0
331400011454,The Williamsburg High School of Art and Technology,14K454,Senior High School,9,12,Yes,,No,,415,0,0,336,50,101,11.5,20.0,6.0,2.0,4.0,4.0,47.5,31.5,16.0
331400011474,Progress High School for Professional Careers,14K474,Senior High School,9,12,Yes,,No,,317,0,0,277,50,93,5.0,29.0,11.0,4.2,6.0,4.0,59.2,34.0,25.2
331400011477,East Williamsburg Scholars Academy,14K477,Senior High School,9,12,Yes,,No,,535,0,0,475,196,97,10.0,27.0,2.0,3.0,3.0,6.0,51.0,37.0,14.0
331400011478,"The High School for Enterprise, Business and Technology",14K478,Senior High School,9,12,Yes,,No,,410,0,0,338,66,78,9.0,28.0,7.0,5.0,1.0,3.0,53.0,37.0,16.0
331400011488,Brooklyn Preparatory High School,14K488,Senior High School,9,12,Yes,,No,,566,0,0,471,24,95,7.0,33.0,5.0,4.0,4.0,3.0,56.0,40.0,16.0
331400011558,Williamsburg High School for Architecture and Design,14K558,Senior High School,9,12,Yes,,No,,575,0,0,461,24,135,3.0,32.0,4.0,4.0,5.0,7.0,55.0,35.0,20.0
331400011561,Williamsburg Preparatory School,14K561,Senior High School,9,12,Yes,,No,,682,0,0,511,34,138,11.0,43.0,7.8,4.1,2.9,6.0,74.8,54.0,20.8
331400011586,Lyons Community School,14K586,Junior-Senior High School,6,12,Yes,,No,,367,0,0,315,32,122,11.0,37.0,4.0,2.0,5.0,2.0,61.0,48.0,13.0
331400011610,A-Tech High School,14K610,Senior High School,9,12,Yes,,No,,403,0,0,344,38,156,3.0,36.0,7.0,3.0,4.0,6.0,59.0,39.0,20.0
331400011614,Young Women's Leadership School of Brooklyn,14K614,Junior-Senior High School,6,12,Yes,,No,,319,0,0,270,23,77,4.0,26.0,1.0,3.0,2.5,4.0,40.5,30.0,10.5
331400011685,El Puente Academy for Peace and Justice,14K685,Senior High School,9,12,Yes,,No,,221,0,0,192,41,61,1.0,17.0,4.0,2.0,3.7,2.0,29.7,18.0,11.7
331500010001,P.S. 001 The Bergen,15K001,Elementary School,K,5,Yes,,No,,681,56,5,568,314,136,6.0,67.0,21.4,4.0,5.8,5.0,109.2,73.0,36.2
331500010010,"Magnet School of Math, Science and Design Technology",15K010,Elementary School,K,5,Yes,,No,,794,334,31,171,37,161,7.2,93.0,66.5,5.5,7.3,7.7,187.2,100.2,87.0
331500010015,P.S. 015 Patrick F. Daly,15K015,Elementary School,K,5,Yes,,No,,308,82,7,232,19,131,8.0,53.0,38.4,1.0,10.5,4.0,114.9,61.0,53.9
331500010024,P.S. 024,15K024,Elementary School,K,5,Yes,,No,,436,42,4,405,198,119,9.5,50.0,23.6,3.0,6.7,6.0,98.8,59.5,39.3
331500010029,P.S. 029 John M. Harrigan,15K029,Elementary School,K,5,Yes,,No,,625,28,3,74,14,98,4.0,47.0,17.7,3.0,4.8,3.0,79.5,51.0,28.5
331500010032,P.S. 032 Samuel Mills Sprole,15K032,Elementary School,K,5,Yes,,No,,387,67,6,154,18,126,8.7,63.0,22.0,1.0,10.3,3.0,108.0,71.7,36.3
331500010038,P.S. 038 The Pacific,15K038,Elementary School,K,5,Yes,,No,,377,84,8,182,11,67,4.0,37.0,10.7,2.0,1.9,2.0,57.6,41.0,16.6
331500010039,P.S. 039 Henry Bristow,15K039,Elementary School,K,5,Yes,,No,,316,0,0,45,11,33,5.0,23.0,7.6,2.0,2.9,4.0,44.5,28.0,16.5
331500010051,M.S. 51 William Alexander,15K051,Middle/Junior High School,6,8,Yes,,No,,"1,061",0,0,579,77,237,10.0,66.0,11.0,5.2,5.0,4.0,101.2,76.0,25.2
331500010058,P.S. 058 The Carroll,15K058,Elementary School,K,5,Yes,,No,,591,42,4,65,23,89,6.0,54.0,22.5,3.0,4.8,3.2,93.5,60.0,33.5
331500010088,J.H.S. 088 Peter Rouget,15K088,Middle/Junior High School,6,8,Yes,,No,,950,0,0,611,119,255,11.6,89.0,17.6,5.0,6.8,7.0,137.0,100.6,36.4
331500010094,P.S. 094 The Henry Longfellow,15K094,Elementary School,K,5,Yes,,No,,924,0,0,909,486,115,17.0,76.0,17.8,5.0,5.8,6.0,127.6,93.0,34.6
331500010107,P.S. 107 John W. Kimball,15K107,Elementary School,K,5,Yes,,No,,447,14,1,35,4,68,2.0,34.0,10.8,2.0,3.9,2.0,54.7,36.0,18.7
331500010118,The Maurice Sendak Community School,15K118,Elementary School,K,5,Yes,,No,,167,0,0,20,3,27,2.7,13.0,3.0,2.0,2.0,4.0,26.7,15.7,11.0
331500010124,P.S. 124 Silas B. Dutcher,15K124,Elementary School,K,5,Yes,,No,,215,50,5,146,23,61,6.0,25.0,13.5,2.0,3.8,2.0,52.3,31.0,21.3
331500010130,P.S. 130 The Parkside,15K130,Elementary School,K,5,Yes,,No,,743,56,5,234,38,141,5.5,57.0,26.4,3.0,6.7,4.0,102.6,62.5,40.1
331500010131,P.S. 131 Brooklyn,15K131,Elementary School,K,5,Yes,,No,,542,28,3,495,179,113,14.7,40.0,17.5,2.0,4.8,4.0,83.0,54.7,28.3
331500010136,I.S. 136 Charles O. Dewey,15K136,Middle/Junior High School,6,8,Yes,,No,,577,0,0,517,206,160,15.0,40.0,7.9,3.0,3.0,4.9,73.8,55.0,18.8
331500010146,"The Brooklyn New School, P.S. 146",15K146,Elementary School,K,5,Yes,,No,,573,42,4,203,24,183,6.7,47.0,43.0,2.0,6.7,6.0,111.4,53.7,57.7
331500010154,The Windsor Terrace School,15K154,Elementary School,K,5,Yes,,No,,418,0,0,57,12,94,3.0,27.0,20.0,2.0,4.7,1.9,58.6,30.0,28.6
331500010169,P.S. 169 Sunset Park,15K169,Elementary School,K,5,Yes,,No,,884,0,0,791,421,194,11.1,91.0,35.0,3.7,6.8,8.0,155.6,102.1,53.5
331500010172,P.S. 172 Beacon School of Excellence,15K172,Elementary School,K,5,Yes,,No,,450,28,3,348,112,134,13.5,32.9,17.2,2.0,4.8,2.0,72.4,46.4,26.0
331500010230,P.S. 230 Doris L. Cohen,15K230,Elementary School,K,5,Yes,,No,,869,84,8,626,240,167,12.0,74.0,28.7,4.0,7.7,6.0,132.4,86.0,46.4
331500010261,P.S. 261 Philip Livingston,15K261,Elementary School,K,5,Yes,,No,,539,28,3,181,23,113,5.0,47.0,9.0,3.0,4.9,3.0,71.9,52.0,19.9
331500010295,P.S. 295,15K295,Elementary School,K,5,Yes,,No,,192,28,3,78,22,62,1.2,29.0,25.0,1.0,4.8,3.0,64.0,30.2,33.8
331500010321,P.S. 321 William Penn,15K321,Elementary School,K,5,Yes,,No,,"1,199",0,0,73,19,172,7.9,78.0,22.5,3.0,9.3,5.0,125.7,85.9,39.8
331500010442,M.S. 442 Carroll Gardens School for Innovation,15K442,Middle/Junior High School,6,8,Yes,,No,,357,0,0,139,6,105,7.0,36.0,7.6,2.0,2.0,2.0,56.6,43.0,13.6
331500010443,New Voices School of Academic & Creative Arts,15K443,Middle/Junior High School,6,8,Yes,,No,,512,0,0,274,31,110,2.7,36.0,6.0,3.0,2.9,2.0,52.6,38.7,13.9
331500010447,The Math & Science Exploratory School,15K447,Middle/Junior High School,6,8,Yes,,No,,534,0,0,225,17,145,8.0,49.0,8.4,3.0,5.7,6.0,80.1,57.0,23.1
331500010448,Brooklyn Collaborative Studies,15K448,Junior-Senior High School,6,12,Yes,,No,,658,0,0,398,43,167,6.0,48.0,18.8,2.0,4.6,2.0,81.4,54.0,27.4
331500010516,Sunset Park Avenues Elementary School,15K516,Elementary School,K,5,Yes,,No,,302,28,3,231,108,68,4.0,35.0,10.7,2.0,2.0,1.0,54.7,39.0,15.7
331500010676,Red Hook Neighborhood School,15K676,Elementary School,1,6,Yes,,No,,125,0,0,120,8,62,2.0,14.0,10.0,2.0,2.9,3.0,33.9,16.0,17.9
331500010821,Sunset Park Prep,15K821,Middle/Junior High School,6,8,Yes,,No,,399,0,0,352,120,111,4.5,42.0,5.0,3.0,2.0,4.0,60.5,46.5,14.0
331500010839,M.S. 839,15K839,Middle/Junior High School,6,8,Yes,,No,,328,0,0,144,26,93,3.0,27.0,11.0,2.0,3.0,3.0,49.0,30.0,19.0
331500010896,The School of Creativity and Innovation,15K896,Elementary School,K,4,No,No,No,,160,14,1,140,93,39,9.0,8.0,4.0,2.0,1.9,2.0,26.9,17.0,9.9
331500010958,New District 15 ES Inclusion School,15K958,Elementary School,K,K,No,Yes,No,,88,11,1,49,13,19,4.0,5.0,4.0,0.0,0.0,1.0,14.0,9.0,5.0
331500011423,Brooklyn Frontiers High School,15K423,Senior High School,9,12,Yes,,No,,127,0,0,108,6,53,2.0,16.0,1.0,3.0,2.0,1.0,25.0,18.0,7.0
331500011429,Digital Arts and Cinema Technology High School,15K429,Senior High School,9,12,Yes,,No,,320,0,0,247,7,71,8.0,20.0,6.0,2.0,5.6,2.0,43.6,28.0,15.6
331500011462,John Jay School for Law,15K462,Senior High School,9,12,Yes,,No,,473,0,0,360,25,111,12.0,19.0,4.0,4.0,4.0,6.0,49.0,31.0,18.0
331500011463,Cyberarts Studio Academy,15K463,Senior High School,9,12,Yes,,No,,258,0,0,183,78,58,8.0,16.0,3.2,2.0,4.9,3.0,37.1,24.0,13.1
331500011464,Park Slope Collegiate,15K464,Junior-Senior High School,6,12,Yes,,No,,528,0,0,338,36,137,8.0,49.0,10.8,3.0,5.0,4.1,79.9,57.0,22.9
331500011497,The Boerum Hill School for International Studies,15K497,Junior-Senior High School,6,12,Yes,,No,,760,0,0,349,45,166,19.0,47.0,7.0,3.0,5.0,6.0,87.0,66.0,21.0
331500011519,Cobble Hill School of American Studies,15K519,Senior High School,9,12,Yes,,No,,288,0,0,207,32,58,6.0,22.0,8.6,3.7,5.0,2.0,47.3,28.0,19.3
331500011529,West Brooklyn Community High School,15K529,Senior High School,9,12,Yes,,No,,135,0,0,109,20,49,1.0,14.0,0.0,1.0,2.0,2.0,20.0,15.0,5.0
331500011592,Khalil Gibran International Academy,15K592,Senior High School,9,12,Yes,,No,,151,0,0,127,63,26,1.0,16.0,1.0,2.0,3.9,3.0,26.9,17.0,9.9
331500011656,Brooklyn High School of the Arts,15K656,Senior High School,9,12,Yes,,No,,951,0,0,642,9,161,4.0,63.0,4.0,5.0,7.5,7.7,91.2,67.0,24.2
331500011667,Sunset Park High School,15K667,Senior High School,9,12,Yes,,No,,"1,392",0,0,"1,134",328,275,19.0,96.0,7.9,6.0,8.0,11.0,147.9,115.0,32.9
331500011684,Millennium Brooklyn HS,15K684,Senior High School,9,12,Yes,,No,,654,0,0,298,1,109,4.0,63.0,3.0,4.0,4.9,3.0,81.9,67.0,14.9
331500011698,South Brooklyn Community High School,15K698,Senior High School,9,12,Yes,,No,,121,0,0,117,19,56,1.0,11.0,3.0,3.0,3.0,4.0,25.0,12.0,13.0
331600010005,P.S. 005 Dr. Ronald McNair,16K005,Elementary School,K,5,Yes,,No,,177,50,5,148,15,59,9.0,15.0,11.8,2.0,4.8,2.0,44.6,24.0,20.6
331600010021,P.S. 021 Crispus Attucks,16K021,Elementary School,K,5,Yes,,No,,374,75,7,288,13,85,10.7,33.0,19.0,2.0,4.9,3.0,72.6,43.7,28.9
331600010025,P.S. 025 Eubie Blake School,16K025,Elementary School,K,5,Yes,,No,,63,14,1,51,19,7,0.0,8.0,4.6,1.0,0.9,1.0,15.5,8.0,7.5
331600010026,P.S. 026 Jesse Owens,16K026,Elementary School,K,5,Yes,,No,,162,25,2,104,11,44,4.0,26.0,8.0,2.0,2.9,3.0,45.9,30.0,15.9
331600010035,M.S. 035 Stephen Decatur,16K035,Middle/Junior High School,6,8,Yes,,No,,162,0,0,138,4,54,2.0,16.0,6.0,2.0,4.9,3.0,33.9,18.0,15.9
331600010040,P.S. 040 George W. Carver,16K040,Elementary School,K,5,Yes,,No,,369,64,6,330,45,66,8.0,35.0,18.2,2.0,4.8,5.0,73.0,43.0,30.0
331600010057,Whitelaw Reid Academy of Arts and Business,16K057,Middle/Junior High School,6,8,Yes,,No,,119,0,0,113,16,39,2.0,7.0,6.0,1.0,2.0,0.0,18.0,9.0,9.0
331600010081,P.S. 081 Thaddeus Stevens,16K081,Elementary School,K,5,Yes,,No,,164,39,4,157,16,48,5.0,18.0,12.0,1.0,3.9,2.0,41.9,23.0,18.9
331600010243,P.S. 243K- The Weeksville School,16K243,Elementary School,K,5,Yes,,No,,186,25,2,170,14,47,6.0,15.0,10.0,2.0,2.9,2.0,37.9,21.0,16.9
331600010262,P.S. 262 El Hajj Malik El Shabazz Elementary School,16K262,Elementary School,K,5,Yes,,No,,118,39,4,107,5,19,4.5,11.0,3.9,1.0,4.8,2.7,27.9,15.5,12.4
331600010267,"M.S. 267 Math, Science & Technology",16K267,Middle/Junior High School,6,8,Yes,,No,,172,0,0,149,6,57,2.0,14.0,7.0,2.0,2.0,1.0,28.0,16.0,12.0
331600010308,P.S. 308 Clara Cardwell,16K308,K-8 School,K,8,Yes,,No,,213,36,3,197,7,59,6.0,21.0,13.8,2.0,3.9,3.0,49.7,27.0,22.7
331600010309,P.S. 309 The George E. Wibecan Preparatory Academy,16K309,Elementary School,K,5,Yes,,No,,145,39,4,111,10,37,3.0,15.0,10.6,2.0,3.0,2.0,35.6,18.0,17.6
331600010335,P.S. 335 Granville T. Woods,16K335,Elementary School,K,5,Yes,,No,,154,25,2,139,8,37,3.0,17.0,8.6,1.0,4.8,2.7,37.1,20.0,17.1
331600010627,Brighter Choice Community School,16K627,Elementary School,K,5,Yes,,No,,198,50,5,127,15,37,3.0,20.0,5.7,2.0,3.9,3.0,37.6,23.0,14.6
331600010628,Brooklyn Brownstone School,16K628,Elementary School,K,5,Yes,,No,,258,28,3,173,1,42,6.0,20.0,3.7,2.0,2.9,2.0,36.6,26.0,10.6
331600010681,Madiba Prep Middle School,16K681,Middle/Junior High School,6,8,Yes,,No,,200,0,0,175,18,65,10.9,18.0,9.1,2.0,2.0,2.0,44.0,28.9,15.1
331600010898,The Brooklyn Green School,16K898,Middle/Junior High School,6,8,Yes,,No,,169,0,0,118,9,45,7.0,12.0,3.0,2.0,2.0,1.0,27.0,19.0,8.0
331600011455,Boys and Girls High School,16K455,Senior High School,9,12,Yes,,No,,458,0,0,398,23,146,7.0,34.0,14.9,4.0,6.0,6.0,71.9,41.0,30.9
331600011498,Brooklyn High School for Law and Technology,16K498,Senior High School,9,12,Yes,,No,,536,0,0,449,42,111,5.0,36.0,7.6,3.0,3.9,4.9,60.4,41.0,19.4
331600011669,Research and Service High School,16K669,Senior High School,9,12,Yes,,No,,136,0,0,122,6,39,2.0,15.0,2.9,3.0,1.0,5.0,28.9,17.0,11.9
331600011688,The Brooklyn Academy of Global Finance,16K688,Senior High School,9,12,Yes,,No,,194,0,0,186,25,54,5.0,12.0,0.0,2.0,2.0,5.0,26.0,17.0,9.0
331600011765,Nelson Mandela High School,16K765,Senior High School,9,12,Yes,,No,,146,0,0,127,7,57,2.0,15.0,2.0,1.0,2.0,2.0,24.0,17.0,7.0
331700010002,Parkside Preparatory Academy,17K002,Middle/Junior High School,6,8,Yes,,No,,290,0,0,254,57,78,8.0,22.0,11.2,3.0,6.8,5.0,56.0,30.0,26.0
331700010006,Norma Adams Clemons Academy,17K006,Elementary School,K,5,Yes,,No,,561,50,5,448,108,108,17.0,43.0,18.3,4.0,6.7,3.0,92.0,60.0,32.0
331700010012,Dr. Jacqueline Peek-Davis School,17K012,Elementary School,K,5,Yes,,No,,162,25,2,152,5,30,0.0,15.0,9.0,2.0,2.0,3.0,31.0,15.0,16.0
331700010061,M.S. 061 Dr. Gladstone H. Atwell,17K061,Middle/Junior High School,6,8,Yes,,No,,409,0,0,333,29,112,3.9,34.0,14.9,4.0,5.0,2.0,63.8,37.9,25.9
331700010091,P.S. 091 The Albany Avenue School,17K091,Elementary School,K,5,Yes,,No,,130,39,4,120,13,33,3.0,15.0,12.5,2.0,4.8,2.6,39.9,18.0,21.9
331700010092,P.S. 092 Adrian Hegeman,17K092,Elementary School,K,5,Yes,,No,,260,28,3,233,58,60,2.0,27.0,15.7,2.0,3.9,2.0,52.6,29.0,23.6
331700010138,P.S. 138 Brooklyn,17K138,K-8 School,K,8,Yes,,No,,384,39,4,345,18,94,4.0,39.0,24.6,2.2,4.8,5.6,80.2,43.0,37.2
331700010161,P.S. 161 The Crown,17K161,Elementary School,K,5,Yes,,No,,225,28,3,208,20,55,2.0,24.0,8.2,2.0,6.8,2.0,45.0,26.0,19.0
331700010181,P.S. 181 Brooklyn,17K181,K-8 School,K,8,Yes,,No,,528,50,5,398,64,96,8.5,40.0,17.3,3.0,3.8,3.0,75.6,48.5,27.1
331700010189,P.S. 189 The Bilingual Center,17K189,K-8 School,K,8,Yes,,No,,865,0,0,809,153,135,7.0,59.0,15.1,5.0,4.8,6.0,96.9,66.0,30.9
331700010191,P.S. 191 Paul Robeson,17K191,Elementary School,K,5,Yes,,No,,115,25,2,109,3,40,0.0,20.0,8.9,1.0,1.2,2.0,33.1,20.0,13.1
331700010221,P.S. 221 Toussaint L'Ouverture,17K221,Elementary School,K,5,Yes,,No,,106,39,4,93,3,25,2.0,15.0,4.9,2.0,6.8,2.0,32.7,17.0,15.7
331700010241,P.S. 241 Emma L. Johnston,17K241,Elementary School,K,5,Yes,,No,,279,64,6,226,27,27,0.0,28.0,15.0,3.0,3.9,2.0,51.9,28.0,23.9
331700010246,M.S. 246 Walt Whitman,17K246,Middle/Junior High School,6,8,Yes,,No,,267,0,0,220,77,65,4.0,25.0,15.7,3.0,4.0,4.0,55.7,29.0,26.7
331700010249,P.S. 249 The Caton,17K249,Elementary School,K,5,Yes,,No,,645,28,3,488,146,127,14.0,43.0,21.0,3.0,6.7,3.9,91.6,57.0,34.6
331700010289,P.S. 289 George V. Brower,17K289,Elementary School,K,5,Yes,,No,,227,39,4,199,20,82,2.9,28.0,16.8,2.2,6.6,3.0,59.5,30.9,28.6
331700010316,P.S. 316 Elijah Stroud,17K316,Elementary School,K,5,Yes,,No,,516,42,4,286,19,80,13.0,34.5,21.0,2.5,5.8,4.0,80.8,47.5,33.3
331700010340,I.S. 340,17K340,Middle/Junior High School,6,8,Yes,,No,,119,0,0,99,6,33,1.0,16.0,4.0,2.0,2.0,2.0,27.0,17.0,10.0
331700010352,Ebbets Field Middle School,17K352,Middle/Junior High School,6,8,Yes,,No,,132,0,0,115,27,44,10.0,8.0,7.0,2.0,2.0,3.0,32.0,18.0,14.0
331700010353,Elijah Stroud Middle School,17K353,Middle/Junior High School,6,8,Yes,,No,,129,0,0,116,12,36,1.0,12.0,5.0,2.0,1.0,3.0,24.0,13.0,11.0
331700010354,The School of Integrated Learning,17K354,Middle/Junior High School,6,8,Yes,,No,,225,0,0,198,16,55,3.0,20.0,9.7,3.4,2.0,2.5,40.6,23.0,17.6
331700010375,P.S. 375 Jackie Robinson School,17K375,Elementary School,K,5,Yes,,No,,178,39,4,159,36,53,9.0,20.0,19.6,2.0,6.6,2.0,59.2,29.0,30.2
331700010394,M.S. K394,17K394,K-8 School,K,8,Yes,,No,,227,39,4,198,23,31,3.0,20.0,11.0,3.0,1.0,2.0,40.0,23.0,17.0
331700010397,P.S. 397 Foster-Laurie,17K397,Elementary School,K,5,Yes,,No,,170,14,1,127,16,32,5.2,9.0,5.0,2.0,1.9,3.0,26.1,14.2,11.9
331700010398,P.S. 398 Walter Weaver,17K398,Elementary School,K,5,Yes,,No,,192,28,3,184,24,55,10.0,15.0,10.0,2.0,3.8,5.0,45.8,25.0,20.8
331700010399,P.S. 399 Stanley Eugene Clark,17K399,Elementary School,K,5,Yes,,No,,80,0,0,74,15,10,1.0,11.0,5.6,1.0,0.0,2.0,20.6,12.0,8.6
331700010484,Ronald Edmonds Learning Center II,17K484,Middle/Junior High School,6,8,Yes,,No,,141,0,0,121,13,51,7.0,10.0,5.0,2.0,1.0,2.0,27.0,17.0,10.0
331700010532,New Bridges Elementary,17K532,Elementary School,K,5,Yes,,No,,367,78,7,300,39,73,13.0,27.0,9.7,3.0,4.8,3.0,60.5,40.0,20.5
331700010705,Brooklyn Arts and Science Elementary School,17K705,Elementary School,K,5,Yes,,No,,235,39,4,172,26,50,6.0,20.0,14.5,2.0,3.8,5.0,51.3,26.0,25.3
331700010722,New Heights Middle School,17K722,Middle/Junior High School,6,8,Yes,,No,,205,0,0,187,21,41,6.0,15.0,4.6,2.0,2.9,1.0,31.5,21.0,10.5
331700010770,P.S. 770 New American Academy,17K770,Elementary School,K,5,Yes,,No,,264,42,4,132,7,44,9.0,17.0,8.0,2.0,2.9,3.0,41.9,26.0,15.9
331700011122,Pathways in Technology Early College High School (P-TECH),17K122,Senior High School,9,12,Yes,,No,,559,0,0,380,11,94,3.0,30.0,2.0,6.0,5.9,8.0,54.9,33.0,21.9
331700011382,Academy for College Preparation and Career Exploration: A College Board School,17K382,Junior-Senior High School,6,12,Yes,,No,,424,0,0,365,54,81,5.0,20.0,6.0,4.0,3.0,4.0,42.0,25.0,17.0
331700011408,Academy of Hospitality and Tourism,17K408,Senior High School,9,12,Yes,,No,,375,0,0,344,62,95,11.0,13.0,8.0,4.0,1.0,2.0,39.0,24.0,15.0
