BEDS Code,School Name,Local School Code,School Type,Lowest Grade,Highest Grade,Does this school serve its full planned grade span? (Y/N),"If no, is this school opening this school year? (Y/N)",Is the school scheduled to close? (Y/N),"If so, what year?",K-12 Enrollment,"Pre-K
Enrollment",Preschool Special Ed Enrollment,"K-12
FRPL
Count","K-12
ELL 
Count","K-12
SWD
Count",Classroom Teachers w/ 0-3 Years Experience,Classroom Teachers w/ More than 3 Years Experience,"Para-
professional Classroom Staff",Principals & Other Admin Staff,Pupil Support Services Staff,All Remaining Staff,Total Staff,Total Classroom Teachers,Total Non Teaching Staff
320800010075,P.S. 75 School of Research and Discovery,08X075,Elementary School,K,5,Yes,,No,,353,78,7,304,76,84,4.9,40.0,28.6,4.0,4.8,3.0,85.3,44.9,40.4
320800010093,P.S. 093 Albert G. Oliver,08X093,Elementary School,K,5,Yes,,No,,234,100,9,171,14,35,6.5,24.0,14.6,2.0,4.7,6.0,57.8,30.5,27.3
320800010100,P.S. 100 Isaac Clason,08X100,Elementary School,K,5,Yes,,No,,352,39,4,307,36,93,2.0,42.0,16.0,3.0,5.8,5.0,73.8,44.0,29.8
320800010101,M.S. X101 Edward R. Byrne,08X101,Middle/Junior High School,6,8,Yes,,No,,554,0,0,397,9,134,5.0,42.0,11.8,3.0,3.0,2.0,66.8,47.0,19.8
320800010107,P.S. 107,08X107,Elementary School,K,5,Yes,,No,,388,39,4,381,42,108,9.0,35.0,21.4,2.0,4.9,5.0,77.3,44.0,33.3
320800010119,The Dr. Emmett W. Bassett School,08X119,Elementary School,K,5,Yes,,No,,486,14,1,455,145,61,2.0,42.0,25.6,2.0,4.8,3.0,79.4,44.0,35.4
320800010123,J.H.S. 123 James M. Kieran,08X123,Middle/Junior High School,6,8,Yes,,No,,597,0,0,539,165,164,18.0,44.0,15.4,3.0,4.0,4.0,88.4,62.0,26.4
320800010130,P.S. 130 Abram Stevens Hewitt,08X130,Elementary School,K,5,Yes,,No,,254,39,4,229,54,52,6.0,26.0,13.5,3.0,2.0,3.0,53.5,32.0,21.5
320800010131,J.H.S. 131 Albert Einstein,08X131,Middle/Junior High School,6,8,Yes,,No,,375,0,0,325,47,98,12.6,24.0,15.7,3.0,5.9,4.5,65.7,36.6,29.1
320800010138,P.S. 138 Samuel Randall,08X138,Elementary School,K,5,Yes,,No,,415,67,6,359,37,94,1.0,43.0,15.6,3.0,5.0,3.0,70.6,44.0,26.6
320800010140,P.S. X140 The Eagle School,08X140,Elementary School,K,5,Yes,,No,,274,39,4,261,27,59,1.0,35.0,13.2,2.0,5.7,4.0,60.9,36.0,24.9
320800010146,P.S. 146 Edward Collins,08X146,Elementary School,K,5,Yes,,No,,285,39,4,278,49,62,6.0,22.0,9.9,3.0,4.7,5.0,50.6,28.0,22.6
320800010152,P.S. 152 Evergreen,08X152,Elementary School,K,5,Yes,,No,,665,25,2,608,253,122,11.0,48.0,27.8,4.0,10.2,3.0,104.0,59.0,45.0
320800010182,P.S. 182,08X182,Elementary School,K,5,Yes,,No,,413,53,5,345,39,80,1.5,38.0,17.3,3.0,4.0,4.0,67.8,39.5,28.3
320800010301,M.S. 301 Paul L. Dunbar,08X301,Middle/Junior High School,6,8,Yes,,No,,182,0,0,167,21,62,3.0,17.0,4.8,2.0,4.0,2.0,32.8,20.0,12.8
320800010302,M.S. 302 Luisa Dessus Cruz,08X302,Middle/Junior High School,6,8,Yes,,No,,331,0,0,313,57,120,9.0,29.0,16.0,3.0,5.0,6.0,68.0,38.0,30.0
320800010304,P.S. 304 Early Childhood School,08X304,Elementary School,K,5,Yes,,No,,448,39,4,291,34,93,8.0,35.6,20.0,2.0,6.7,4.0,76.3,43.6,32.7
320800010312,Millennium Art Academy,08X312,Senior High School,9,12,Yes,,No,,358,0,0,292,16,82,6.0,32.0,9.9,3.0,2.0,5.0,57.9,38.0,19.9
320800010333,The Longwood Academy of Discovery,08X333,Elementary School,K,5,Yes,,No,,484,53,5,451,107,142,8.0,40.0,19.1,4.0,7.7,4.0,82.8,48.0,34.8
320800010337,The School for Inquiry and Social Justice,08X337,Middle/Junior High School,6,8,Yes,,No,,433,0,0,357,76,94,5.0,34.0,11.0,2.0,3.0,5.0,60.0,39.0,21.0
320800010371,Urban Institute of Mathematics,08X371,Middle/Junior High School,6,8,Yes,,No,,336,0,0,238,20,83,7.0,24.0,8.0,2.0,4.0,4.0,49.0,31.0,18.0
320800010375,The Bronx Mathematics Preparatory School,08X375,Middle/Junior High School,6,8,Yes,,No,,228,0,0,208,41,67,4.0,15.0,6.9,3.0,2.0,3.0,33.9,19.0,14.9
320800010392,Bronx Delta School,08X392,Elementary School,K,5,Yes,,No,,338,42,4,247,16,83,10.0,35.0,14.5,3.0,2.8,3.0,68.3,45.0,23.3
320800010424,Bronx Academy for Multi-Media,08X424,Middle/Junior High School,6,8,Yes,,No,,265,0,0,249,69,94,14.0,18.0,17.6,3.0,3.0,5.0,60.6,32.0,28.6
320800010448,Soundview Academy for Culture and Scholarship,08X448,Middle/Junior High School,6,8,Yes,,No,,367,0,0,305,31,110,9.0,23.0,14.0,3.0,2.0,3.0,54.0,32.0,22.0
320800010467,Mott Hall Community School,08X467,Middle/Junior High School,6,8,Yes,,No,,311,0,0,267,41,67,2.0,25.0,6.4,3.0,1.0,3.0,40.4,27.0,13.4
320800010562,Blueprint Middle School,08X562,Middle/Junior High School,6,8,Yes,,No,,508,0,0,448,118,117,7.0,47.0,12.1,4.0,6.0,4.0,80.1,54.0,26.1
320800010583,P.S. 583,08X583,Elementary School,K,5,Yes,,No,,369,39,4,304,45,69,7.0,26.0,14.0,2.0,3.9,2.0,54.9,33.0,21.9
320800011269,Bronx Studio School for Writers and Artists,08X269,Junior-Senior High School,6,12,Yes,,No,,605,0,0,533,84,143,13.0,45.0,13.8,4.0,8.0,4.0,87.8,58.0,29.8
320800011282,Women's Academy of Excellence,08X282,Senior High School,9,12,Yes,,No,,149,0,0,137,38,31,1.0,16.0,3.0,2.0,2.0,4.0,28.0,17.0,11.0
320800011293,Renaissance High School for Musical Theater and the Arts,08X293,Senior High School,9,12,Yes,,No,,397,0,0,310,21,99,4.0,30.0,6.0,3.0,4.0,3.0,50.0,34.0,16.0
320800011320,Pelham Lab High School,08X320,Senior High School,9,12,Yes,,No,,286,0,0,224,32,73,2.0,27.0,7.6,2.0,4.0,6.0,48.6,29.0,19.6
320800011348,Schuylerville Preparatory High School,08X348,Senior High School,9,12,Yes,,No,,333,0,0,255,68,70,2.0,25.0,8.6,3.0,2.0,2.0,42.6,27.0,15.6
320800011349,Bronx River High School,08X349,Senior High School,9,12,Yes,,No,,415,0,0,327,46,103,7.0,29.0,11.0,3.0,4.0,3.0,57.0,36.0,21.0
320800011367,"Archimedes Academy for Math, Science and Technology Applications",08X367,Junior-Senior High School,6,12,Yes,,No,,562,0,0,482,64,167,7.0,44.0,15.6,4.0,4.0,5.0,79.6,51.0,28.6
320800011376,Antonia Pantoja Preparatory Academy: A College Board School,08X376,Junior-Senior High School,6,12,Yes,,No,,405,0,0,348,66,117,2.7,32.0,15.6,2.0,3.0,4.0,59.3,34.7,24.6
320800011377,Bronx Community High School,08X377,Senior High School,9,12,Yes,,No,,93,0,0,80,7,25,0.0,10.0,0.0,2.0,2.0,2.0,16.0,10.0,6.0
320800011405,Herbert H. Lehman High School,08X405,Senior High School,9,12,Yes,,No,,965,0,0,769,112,236,20.9,63.0,26.0,6.0,13.9,13.0,142.8,83.9,58.9
320800011432,Bronx Bridges High School,08X432,Senior High School,9,12,Yes,,No,,333,0,0,293,265,40,13.0,16.0,6.0,3.0,4.0,4.0,46.0,29.0,17.0
320800011452,Gotham Collaborative High School,08X452,Senior High School,9,12,Yes,,No,,266,0,0,242,51,68,0.0,31.0,7.5,2.0,6.0,7.0,53.5,31.0,22.5
320800011530,Longwood Preparatory Academy,08X530,Senior High School,9,12,Yes,,No,,361,0,0,332,57,107,8.0,23.0,6.0,3.0,5.0,5.0,50.0,31.0,19.0
320800011537,Bronx Arena High School,08X537,Senior High School,9,12,Yes,,No,,136,0,0,124,4,21,0.0,14.0,2.0,2.0,1.0,4.0,23.0,14.0,9.0
320800011558,Westchester Square Academy,08X558,Senior High School,9,12,Yes,,No,,401,0,0,327,61,95,11.0,24.0,8.8,3.0,7.0,6.0,59.8,35.0,24.8
320800011561,Bronx Compass High School,08X561,Senior High School,9,12,Yes,,No,,400,0,0,363,53,107,8.0,26.0,8.8,4.0,5.0,4.0,55.8,34.0,21.8
320900010004,P.S./M.S. 004 Crotona Park West,09X004,K-8 School,K,8,Yes,,No,,264,50,5,246,35,75,9.0,28.0,11.7,3.0,6.8,2.0,60.5,37.0,23.5
320900010011,P.S. 011 Highbridge,09X011,Elementary School,K,5,Yes,,No,,365,61,6,345,83,80,2.0,39.0,21.6,2.0,5.7,5.0,75.3,41.0,34.3
320900010022,J.H.S. 022 Jordan L. Mott,09X022,Middle/Junior High School,6,8,Yes,,No,,299,0,0,294,105,67,7.0,28.0,10.7,2.0,3.0,4.0,54.7,35.0,19.7
320900010028,P.S. 028 Mount Hope,09X028,Elementary School,K,5,Yes,,No,,545,39,4,527,179,144,3.0,59.7,28.4,4.0,6.8,5.0,106.9,62.7,44.2
320900010035,P.S. 035 Franz Siegel,09X035,Elementary School,K,5,Yes,,No,,419,0,0,399,108,103,5.0,40.0,21.3,3.0,5.7,3.0,78.0,45.0,33.0
320900010042,P.S. 042 Claremont,09X042,Elementary School,K,5,Yes,,No,,268,28,3,266,57,98,7.0,30.0,17.0,3.0,4.2,2.0,63.2,37.0,26.2
320900010053,P.S. 053 Basheer Quisim,09X053,Elementary School,K,5,Yes,,No,,555,86,8,509,226,78,4.0,62.0,24.0,3.0,6.7,5.0,104.7,66.0,38.7
320900010055,P.S. 055 Benjamin Franklin,09X055,Elementary School,K,5,Yes,,No,,393,78,7,381,34,77,10.0,35.0,20.0,4.0,3.8,5.0,77.8,45.0,32.8
320900010058,P.S. 058,09X058,Elementary School,K,5,Yes,,No,,263,50,5,243,87,65,1.0,27.0,18.0,2.0,4.9,4.0,56.9,28.0,28.9
320900010063,P.S. 063 Author's Academy,09X063,Elementary School,K,5,Yes,,No,,331,75,7,318,73,85,9.0,31.0,22.4,3.5,4.9,3.0,73.8,40.0,33.8
320900010070,P.S. 070 Max Schoenfeld,09X070,Elementary School,K,5,Yes,,No,,688,61,6,665,184,153,3.0,76.0,22.3,4.0,9.7,9.0,124.0,79.0,45.0
320900010073,P.S. 073 Bronx,09X073,Elementary School,K,5,Yes,,No,,245,50,5,241,63,48,5.0,25.0,20.6,4.0,6.8,4.0,65.4,30.0,35.4
320900010088,P.S. X088 - S. Silverstein Little Sparrow School,09X088,Elementary School,K,4,No,No,No,,93,0,0,84,14,17,6.0,5.0,0.0,2.0,1.9,2.5,17.4,11.0,6.4
320900010109,P.S. 109 Sedgwick,09X109,Elementary School,K,5,Yes,,No,,350,75,7,324,70,82,9.0,34.0,21.2,3.0,6.7,3.0,76.9,43.0,33.9
320900010110,P.S. 110 Theodore Schoenfeld,09X110,Elementary School,K,5,Yes,,No,,307,39,4,297,44,67,5.0,20.0,13.7,3.0,3.9,4.0,49.6,25.0,24.6
320900010114,P.S. X114 - Luis Llorens Torres Schools,09X114,Elementary School,K,5,Yes,,No,,504,50,5,477,147,121,3.5,49.0,27.0,3.0,4.8,5.1,92.4,52.5,39.9
320900010117,I.S. 117 Joseph H. Wade,09X117,Middle/Junior High School,6,8,Yes,,No,,340,0,0,322,108,90,3.2,34.0,15.8,3.0,3.0,5.0,64.0,37.2,26.8
320900010126,P.S. 126 Dr Marjorie H Dunbar,09X126,Elementary School,K,5,Yes,,No,,449,50,5,431,153,72,18.0,29.0,20.2,3.0,3.9,6.0,80.1,47.0,33.1
320900010128,Mott Hall III,09X128,Middle/Junior High School,6,8,Yes,,No,,291,0,0,265,35,78,13.0,17.0,4.9,3.0,2.0,4.0,43.9,30.0,13.9
320900010132,P.S. 132 Garret A. Morgan,09X132,Elementary School,K,5,Yes,,No,,287,50,5,264,49,75,5.0,30.0,17.2,3.0,4.7,4.0,63.9,35.0,28.9
320900010163,P.S. 163 Arthur A. Schomburg,09X163,Elementary School,K,5,Yes,,No,,231,14,1,228,70,63,2.7,29.0,18.0,2.0,3.0,2.0,56.7,31.7,25.0
320900010170,P.S. 170,09X170,Elementary School,K,2,Yes,,No,,132,25,2,109,25,17,0.0,15.0,6.6,1.0,3.8,3.0,29.4,15.0,14.4
320900010199,P.S. 199X - The Shakespeare School,09X199,Elementary School,K,5,Yes,,No,,438,50,5,416,113,101,3.0,47.0,20.1,2.5,5.8,5.0,83.4,50.0,33.4
320900010204,P.S. 204 Morris Heights,09X204,Elementary School,K,5,Yes,,No,,470,28,3,414,76,116,4.0,42.0,26.1,3.0,6.7,3.5,85.3,46.0,39.3
320900010215,KAPPA,09X215,Middle/Junior High School,6,8,Yes,,No,,249,0,0,232,34,70,4.2,28.0,8.2,2.0,1.0,2.0,45.4,32.2,13.2
320900010218,P.S./I.S. 218 Rafael Hernandez Dual Language Magnet School,09X218,K-8 School,K,8,Yes,,No,,812,0,0,744,184,148,13.0,62.0,16.9,4.0,5.9,8.0,109.8,75.0,34.8
320900010219,I.S. 219 New Venture School,09X219,Middle/Junior High School,6,8,Yes,,No,,234,0,0,228,53,93,4.0,26.0,11.0,3.0,5.0,5.0,54.0,30.0,24.0
320900010229,I.S. 229 Roland Patterson,09X229,Middle/Junior High School,6,8,Yes,,No,,183,0,0,175,25,72,10.0,17.0,13.4,2.0,6.9,2.0,51.3,27.0,24.3
320900010232,I.S. 232,09X232,Middle/Junior High School,6,8,Yes,,No,,303,0,0,295,103,75,11.0,23.0,10.5,2.0,3.0,2.0,51.5,34.0,17.5
320900010236,P.S. 236 Langston Hughes,09X236,Elementary School,K,5,Yes,,No,,167,28,3,161,28,48,0.0,25.0,16.0,2.0,3.9,3.0,49.9,25.0,24.9
320900010274,The New American Academy at Roberto Clemente State Park,09X274,Elementary School,K,5,Yes,,No,,333,42,4,324,35,96,1.0,39.0,17.6,2.0,4.8,5.0,69.4,40.0,29.4
320900010294,The Walton Avenue School,09X294,Elementary School,K,5,Yes,,No,,371,0,0,339,75,95,8.0,31.0,7.7,2.0,6.8,4.0,59.5,39.0,20.5
320900010303,I.S. X303 Leadership & Community Service,09X303,Middle/Junior High School,6,8,Yes,,No,,304,0,0,292,38,83,8.0,22.0,10.6,2.0,3.0,2.0,47.6,30.0,17.6
320900010311,Lucero Elementary School,09X311,Elementary School,K,5,Yes,,No,,235,0,0,226,118,57,2.2,23.0,6.6,3.0,0.9,1.0,36.7,25.2,11.5
320900010313,I.S. 313 School of Leadership Development,09X313,Middle/Junior High School,6,8,Yes,,No,,192,0,0,174,68,55,2.0,18.0,10.7,2.0,3.0,4.0,39.7,20.0,19.7
320900010323,Bronx Writing Academy,09X323,Middle/Junior High School,6,8,Yes,,No,,311,0,0,306,84,75,5.0,31.0,7.9,3.0,4.0,4.0,54.9,36.0,18.9
320900010327,Comprehensive Model School Project M.S. 327,09X327,Junior-Senior High School,6,12,Yes,,No,,668,0,0,621,75,177,10.5,50.0,16.0,4.0,7.0,5.0,92.5,60.5,32.0
320900010328,New Millennium Bronx Academy of the Arts,09X328,Middle/Junior High School,6,8,Yes,,No,,162,0,0,147,27,48,3.0,19.0,8.5,2.0,3.0,2.0,37.5,22.0,15.5
320900010339,I.S. 339,09X339,Middle/Junior High School,6,8,Yes,,No,,135,0,0,131,39,38,0.0,28.0,9.6,1.0,2.9,4.0,45.5,28.0,17.5
320900010361,The Highbridge Green School,09X361,Middle/Junior High School,6,8,Yes,,No,,369,0,0,366,100,87,15.0,26.0,14.0,2.0,3.9,3.0,63.9,41.0,22.9
320900010443,The Family School,09X443,Elementary School,K,5,Yes,,No,,350,25,2,323,95,93,4.0,39.0,10.8,3.0,3.9,2.0,62.7,43.0,19.7
320900010449,Grant Avenue Elementary School,09X449,Elementary School,K,5,Yes,,No,,345,28,3,319,99,99,9.0,28.0,12.0,3.0,2.8,2.0,56.8,37.0,19.8
320900010454,Science and Technology Academy: A Mott Hall School,09X454,Middle/Junior High School,6,8,Yes,,No,,350,0,0,329,56,86,17.0,21.0,6.6,4.0,3.0,5.0,56.6,38.0,18.6
320900010457,Sheridan Academy for Young Leaders,09X457,Elementary School,K,5,Yes,,No,,385,50,5,374,97,94,5.0,36.0,16.1,3.0,6.7,4.0,70.8,41.0,29.8
320900010555,Mount Eden Children's Academy,09X555,Elementary School,K,5,Yes,,No,,362,42,4,340,94,60,5.0,26.0,14.0,2.2,1.8,5.1,54.1,31.0,23.1
320900010568,Young Women's Leadership School of the Bronx,09X568,Junior-Senior High School,6,12,Yes,,No,,503,0,0,428,41,90,9.0,36.0,5.9,2.0,3.0,3.0,58.9,45.0,13.9
320900010593,South Bronx International Middle School,09X593,Middle/Junior High School,6,8,Yes,,No,,164,0,0,162,126,27,10.0,7.0,3.7,1.0,2.0,2.0,25.7,17.0,8.7
320900010594,M.S. 594,09X594,Middle/Junior High School,6,8,Yes,,No,,154,0,0,141,46,46,5.0,17.0,5.9,2.0,1.0,3.0,33.9,22.0,11.9
320900011227,Bronx Collegiate Academy,09X227,Senior High School,9,12,Yes,,No,,419,0,0,368,68,89,1.2,28.0,7.0,5.0,4.0,5.0,50.2,29.2,21.0
320900011231,Eagle Academy for Young Men,09X231,Junior-Senior High School,6,12,Yes,,No,,446,0,0,364,22,154,6.0,30.0,13.0,4.0,6.0,7.0,66.0,36.0,30.0
320900011241,"Urban Assembly School for Applied Math and Science, The",09X241,Junior-Senior High School,6,12,Yes,,No,,580,0,0,548,83,164,24.0,42.0,6.0,3.0,4.0,6.0,85.0,66.0,19.0
320900011250,Eximius College Preparatory Academy: A College Board School,09X250,Senior High School,9,12,Yes,,No,,375,0,0,326,34,96,4.0,23.0,5.0,3.0,5.0,4.1,44.1,27.0,17.1
320900011252,Mott Hall Bronx High School,09X252,Senior High School,9,12,Yes,,No,,362,0,0,329,47,90,8.0,24.7,4.0,2.0,3.0,5.0,46.7,32.7,14.0
320900011260,Bronx Center for Science and Mathematics,09X260,Senior High School,9,12,Yes,,No,,364,0,0,327,30,87,7.0,23.0,1.0,5.0,4.0,3.0,43.0,30.0,13.0
320900011263,Validus Preparatory Academy,09X263,Senior High School,9,12,Yes,,No,,199,0,0,179,26,51,1.0,24.0,9.1,2.0,3.0,5.0,44.1,25.0,19.1
320900011297,Morris Academy for Collaborative Studies,09X297,Senior High School,9,12,Yes,,No,,416,0,0,396,53,115,7.0,30.0,5.0,3.0,3.0,6.0,54.0,37.0,17.0
320900011324,Bronx Early College Academy for Teaching & Learning,09X324,Junior-Senior High School,6,12,Yes,,No,,456,0,0,411,42,104,7.0,27.0,9.0,3.0,5.0,1.0,52.0,34.0,18.0
320900011329,Dreamyard Preparatory School,09X329,Senior High School,9,12,Yes,,No,,300,0,0,278,59,85,13.0,13.0,5.0,2.0,5.0,4.0,42.0,26.0,16.0
320900011350,New Directions Secondary School,09X350,Senior High School,9,12,Yes,,No,,134,0,0,123,68,27,2.0,14.0,3.0,2.0,3.0,2.0,26.0,16.0,10.0
320900011365,Academy for Language and Technology,09X365,Senior High School,9,12,Yes,,No,,346,0,0,341,314,15,4.0,17.0,0.0,2.0,3.0,3.0,29.0,21.0,8.0
320900011403,Bronx International High School,09X403,Senior High School,9,12,Yes,,No,,302,0,0,261,269,10,1.0,25.0,4.0,4.0,3.0,7.0,44.0,26.0,18.0
320900011404,School for Excellence,09X404,Senior High School,9,12,Yes,,No,,87,0,0,85,18,23,3.0,10.0,5.8,2.0,5.0,1.0,26.8,13.0,13.8
320900011412,Bronx High School of Business,09X412,Senior High School,9,12,Yes,,No,,366,0,0,334,119,95,6.0,25.0,7.7,3.0,6.0,5.1,52.8,31.0,21.8
320900011413,Bronx High School for Medical Science,09X413,Junior-Senior High School,6,12,Yes,,No,,443,0,0,389,64,132,8.0,33.0,18.0,3.0,5.0,4.0,71.0,41.0,30.0
320900011505,"Bronx School for Law, Government and Justice",09X505,Junior-Senior High School,6,12,Yes,,No,,675,0,0,621,94,161,14.4,42.0,9.9,3.0,5.0,6.0,80.3,56.4,23.9
320900011517,Frederick Douglass Academy III Secondary School,09X517,Senior High School,9,12,Yes,,No,,214,0,0,194,43,66,2.0,24.0,1.6,2.0,3.0,4.0,36.6,26.0,10.6
320900011525,Bronx Leadership Academy High School,09X525,Senior High School,9,12,Yes,,No,,293,0,0,273,43,96,3.0,25.0,8.0,3.0,6.0,6.0,51.0,28.0,23.0
320900011543,High School for Violin and Dance,09X543,Senior High School,9,12,Yes,,No,,129,0,0,119,27,42,4.0,12.0,1.1,3.7,1.0,3.0,24.8,16.0,8.8
320900011564,Claremont International HS,09X564,Senior High School,9,12,Yes,,No,,273,0,0,225,240,27,3.9,22.0,7.0,2.0,2.0,4.0,40.9,25.9,15.0
321000010003,P.S. 3 Raul Julia Micro Society,10X003,K-8 School,K,8,Yes,,No,,270,25,2,254,45,73,4.0,26.0,18.0,3.0,6.7,3.0,60.7,30.0,30.7
321000010007,Milton Fein School,10X007,Elementary School,K,5,Yes,,No,,389,0,0,305,65,55,1.0,34.0,10.8,2.0,2.9,3.0,53.7,35.0,18.7
321000010008,P.S. 008 Isaac Varian,10X008,Elementary School,K,5,Yes,,No,,623,14,1,563,147,130,4.7,58.0,17.6,4.0,7.9,5.7,97.9,62.7,35.2
321000010009,P.S. 9 Ryer Avenue Elementary School,10X009,Elementary School,K,5,Yes,,No,,542,56,5,511,180,132,12.0,48.0,23.7,4.0,6.8,7.0,101.5,60.0,41.5
321000010015,P.S. X015 Institute for Environmental Learning,10X015,K-8 School,K,8,Yes,,No,,409,0,0,326,92,105,11.0,33.0,13.9,2.0,4.9,3.0,67.8,44.0,23.8
321000010020,"PS/MS 20 P.O.George J. Werdann, III",10X020,K-8 School,K,8,Yes,,No,,748,14,1,709,195,184,12.7,59.0,26.4,3.0,11.7,6.0,118.8,71.7,47.1
321000010023,P.S. 023 The New Children's School,10X023,Elementary School,K,5,Yes,,No,,314,39,4,294,69,95,6.0,35.0,27.0,3.0,8.1,4.0,83.1,41.0,42.1
321000010024,P.S. 024 Spuyten Duyvil,10X024,Elementary School,K,5,Yes,,No,,668,0,0,210,34,105,1.5,52.0,17.5,3.0,6.7,5.0,85.7,53.5,32.2
321000010032,P.S. 032 Belmont,10X032,Elementary School,K,5,Yes,,No,,577,28,3,559,113,142,10.0,54.0,20.8,4.0,6.8,4.0,99.6,64.0,35.6
321000010033,P.S. 033 Timothy Dwight,10X033,Elementary School,K,5,Yes,,No,,664,56,5,595,197,134,4.0,56.0,26.4,4.0,7.8,5.0,103.2,60.0,43.2
321000010037,P.S. X037 - Multiple Intelligence School,10X037,K-8 School,K,8,Yes,,No,,436,0,0,380,67,120,6.0,36.0,23.6,3.0,7.6,3.0,79.2,42.0,37.2
321000010045,Thomas C. Giordano Middle School 45,10X045,Middle/Junior High School,6,8,Yes,,No,,428,0,0,402,81,95,3.0,44.0,8.6,4.0,4.0,5.0,68.6,47.0,21.6
321000010046,P.S. 046 Edgar Allan Poe,10X046,Elementary School,K,5,Yes,,No,,596,25,2,521,227,121,8.0,57.0,22.2,6.0,8.7,4.7,106.6,65.0,41.6
321000010051,The Bronx STEM and Arts Academy,10X051,Elementary School,K,5,Yes,,No,,99,39,4,87,7,15,5.0,10.0,4.6,1.0,2.0,2.0,24.6,15.0,9.6
321000010054,P.S./I.S. 54,10X054,Elementary School,K,5,Yes,,No,,282,42,4,268,55,45,5.0,25.0,16.6,3.0,5.8,4.0,59.4,30.0,29.4
321000010056,P.S. 056 Norwood Heights,10X056,Elementary School,K,5,Yes,,No,,645,0,0,531,114,158,5.0,41.0,28.7,3.9,5.9,4.0,88.5,46.0,42.5
321000010059,P.S. 059 The Community School of Technology,10X059,Elementary School,K,5,Yes,,No,,365,42,4,358,71,100,1.0,37.0,23.7,4.0,6.8,6.0,78.5,38.0,40.5
321000010077,Bedford Park Elementary School,10X077,Elementary School,K,5,Yes,,No,,491,28,3,424,175,85,13.0,34.0,10.7,2.0,4.9,3.0,67.6,47.0,20.6
321000010080,J.H.S. 080 The Mosholu Parkway,10X080,Middle/Junior High School,6,8,Yes,,No,,590,0,0,528,212,138,20.0,23.0,13.0,4.0,5.0,6.0,71.0,43.0,28.0
321000010081,P.S. 081 Robert J. Christen,10X081,Elementary School,K,5,Yes,,No,,636,0,0,235,38,110,4.0,45.0,21.9,3.0,4.9,3.0,81.8,49.0,32.8
321000010085,P.S. 085 Great Expectations,10X085,Elementary School,K,5,Yes,,No,,624,56,5,592,154,136,18.0,51.0,31.2,4.0,10.7,6.0,120.9,69.0,51.9
321000010086,P.S. 086 Kingsbridge Heights,10X086,Elementary School,K,6,Yes,,No,,"1,143",28,3,"1,036",374,267,15.0,104.0,33.4,5.0,9.3,7.5,174.2,119.0,55.2
321000010091,P.S. 091 Bronx,10X091,Elementary School,K,5,Yes,,No,,403,0,0,393,189,104,6.7,39.0,14.8,2.9,5.8,4.0,73.2,45.7,27.5
321000010094,P.S. 094 Kings College School,10X094,Elementary School,K,5,Yes,,No,,853,0,0,774,230,196,7.0,81.0,46.4,4.0,8.8,7.1,154.3,88.0,66.3
321000010095,P.S. 095 Sheila Mencher,10X095,K-8 School,K,8,Yes,,No,,934,0,0,799,158,205,6.5,75.0,27.0,4.0,6.8,4.5,123.8,81.5,42.3
321000010118,J.H.S. 118 William W. Niles,10X118,Middle/Junior High School,6,8,Yes,,No,,606,0,0,564,87,117,8.0,60.0,23.4,4.0,6.9,6.0,108.3,68.0,40.3
321000010159,P.S. 159 Luis Munoz Marin Biling,10X159,Elementary School,K,5,Yes,,No,,153,0,0,139,46,28,1.0,13.0,4.6,2.0,3.8,2.0,26.4,14.0,12.4
321000010205,P.S. 205 Fiorello Laguardia,10X205,Elementary School,K,5,Yes,,No,,638,0,0,590,191,150,5.0,59.0,16.8,3.0,6.7,5.0,95.5,64.0,31.5
321000010206,I.S. 206 Ann Mersereau,10X206,Middle/Junior High School,6,8,Yes,,No,,209,0,0,197,86,67,5.9,22.0,9.2,2.0,2.9,2.0,44.0,27.9,16.1
321000010207,P.S. 207,10X207,Elementary School,K,5,Yes,,No,,266,28,3,228,84,50,4.0,29.0,11.8,2.0,3.9,4.0,54.7,33.0,21.7
321000010209,P.S. 209,10X209,Elementary School,K,2,Yes,,No,,173,28,3,167,51,30,5.0,15.0,7.8,3.0,2.0,2.0,34.8,20.0,14.8
321000010225,Theatre Arts Production Company School,10X225,Junior-Senior High School,6,12,Yes,,No,,573,0,0,486,52,143,5.0,47.0,16.5,4.0,5.0,6.0,83.5,52.0,31.5
321000010226,P.S. 226,10X226,Elementary School,K,5,Yes,,No,,284,39,4,268,86,53,14.0,18.0,7.4,3.0,3.9,1.0,47.3,32.0,15.3
321000010228,Jonas Bronck Academy,10X228,Middle/Junior High School,6,8,Yes,,No,,269,0,0,233,19,58,3.0,18.0,5.6,3.0,3.0,4.0,36.6,21.0,15.6
321000010244,The New School for Leadership and Journalism,10X244,Middle/Junior High School,6,8,Yes,,No,,623,0,0,615,180,115,12.0,44.0,15.0,2.0,4.0,1.9,78.9,56.0,22.9
321000010246,P.S. 246 Poe Center,10X246,Elementary School,K,5,Yes,,No,,504,0,0,491,198,121,9.0,44.0,12.0,3.0,4.9,5.0,77.9,53.0,24.9
321000010254,I.S. 254,10X254,Middle/Junior High School,6,8,Yes,,No,,457,0,0,404,142,117,11.0,32.0,18.9,3.0,7.0,4.0,75.9,43.0,32.9
321000010279,"P.S. 279 Captain Manuel Rivera, Jr.",10X279,K-8 School,K,8,Yes,,No,,719,0,0,693,196,165,6.7,62.0,28.8,4.0,6.9,7.1,115.5,68.7,46.8
