School Year,BEDS Code,School Name,District Name,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive,County,Need/Resource Category,Grade Organization
2011-2012,342700010047,PS 47 CHRIS GALAS,New York City Geographic District #27,Public,257,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,QUEENS,New York City,Elementary
2011-2012,342700010051,PS 51,New York City Geographic District #27,Public,285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342700010056,PS 56 HARRY EICHLER,New York City Geographic District #27,Public,439,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,QUEENS,New York City,Elementary
2011-2012,342700010060,PS 60 WOODHAVEN,New York City Geographic District #27,Public,1243,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,QUEENS,New York City,Elementary
2011-2012,342700010062,PS 62 CHESTER PARK,New York City Geographic District #27,Public,947,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342700010063,PS 63 OLD SOUTH,New York City Geographic District #27,Public,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342700010064,PS 64 JOSEPH P ADDABBO,New York City Geographic District #27,Public,661,0,0,0,0,0,1,0,0,1,0,0,0,0,1,4,0,0,0,10,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342700010065,PS 65 RAYMOND YORK ELEMENTARY SCHOOL (THE),New York City Geographic District #27,Public,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,QUEENS,New York City,Elementary
2011-2012,342700010066,PS 66 JACQUELINE KENNEDY-ONASSIS,New York City Geographic District #27,Public,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,QUEENS,New York City,Elementary
2011-2012,342700010090,PS 90 HORACE MANN,New York City Geographic District #27,Public,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,QUEENS,New York City,Elementary
2011-2012,342700010096,PS 96,New York City Geographic District #27,Public,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342700010097,PS 97 FOREST PARK,New York City Geographic District #27,Public,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342700010114,PS/MS 114 BELLE HARBOR,New York City Geographic District #27,Public,779,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,QUEENS,New York City,Elementary
2011-2012,342700010042,PS/MS 42 R VERNAM,New York City Geographic District #27,Public,593,0,0,0,0,0,7,0,0,0,1,0,0,0,1,9,1,1,2,30,1,6,0,0,0,5,0,1,0,0,0,0,0,3,0,0,12,QUEENS,New York City,Elementary
2011-2012,342700011302,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH AND TECHNOLOGY",New York City Geographic District #27,Public,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,20,0,9,0,0,0,3,0,3,0,0,0,0,4,0,0,0,17,QUEENS,New York City,Senior High
2011-2012,342700011475,RICHMOND HILL HIGH SCHOOL,New York City Geographic District #27,Public,2547,0,0,0,0,0,5,0,0,0,0,2,0,0,0,6,2,5,0,58,3,26,0,0,0,13,0,6,0,0,0,0,6,12,15,6,117,QUEENS,New York City,Senior High
2011-2012,342700011308,ROBERT H GODDARD HIGH SCHOOL FOR COMM ARTS 7 & TECHNOLOGY,New York City Geographic District #27,Public,575,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,1,0,0,0,0,0,0,0,1,2,1,6,QUEENS,New York City,Senior High
2011-2012,342700011351,ROCKAWAY COLLEGIATE HIGH SCHOOL,New York City Geographic District #27,Public,98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,QUEENS,New York City,Senior High
2011-2012,342700011324,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,New York City Geographic District #27,Public,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,6,0,0,0,2,0,0,0,0,0,0,1,2,0,0,26,QUEENS,New York City,Senior High
2011-2012,342700010323,SCHOLARS' ACADEMY,New York City Geographic District #27,Public,1062,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,QUEENS,New York City,Junior Senior School
2011-2012,342700010319,VILLAGE ACADEMY,New York City Geographic District #27,Public,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,QUEENS,New York City,Middle School
2011-2012,342700010317,WATERSIDE CHILDREN'S STUDIO SCHOOL,New York City Geographic District #27,Public,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,QUEENS,New York City,Elementary
2011-2012,342700010318,WATERSIDE SCHOOL FOR LEADERSHIP,New York City Geographic District #27,Public,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,20,0,7,0,0,1,0,0,4,0,0,0,0,0,2,0,1,5,QUEENS,New York City,Middle School
2011-2012,342800010303,ACADEMY FOR EXCELLENCE THROUGH THE ARTS (THE),New York City Geographic District #28,Public,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342800010072,CATHERINE AND COUNT BASIE MIDDLE SCHOOL 72,New York City Geographic District #28,Public,852,0,0,0,0,0,4,2,2,1,0,0,0,0,0,10,3,3,1,26,1,15,0,0,0,1,0,2,0,0,0,0,0,6,5,3,9,QUEENS,New York City,Middle School
2011-2012,342800011440,FOREST HILLS HIGH SCHOOL,New York City Geographic District #28,Public,3836,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,2,2,1,41,1,15,0,0,0,5,0,1,0,0,0,0,0,3,8,7,38,QUEENS,New York City,Senior High
2011-2012,342800011328,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,New York City Geographic District #28,Public,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,QUEENS,New York City,Senior High
2011-2012,342800011505,HILLCREST HIGH SCHOOL,New York City Geographic District #28,Public,3084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,QUEENS,New York City,Senior High
2011-2012,342800011325,HILLSIDE ARTS AND LETTERS ACADEMY,New York City Geographic District #28,Public,200,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,QUEENS,New York City,Senior High
2011-2012,342800011690,HS FOR LAW ENFORCEMENT AND PUBLIC SAFETY,New York City Geographic District #28,Public,534,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,21,0,8,0,0,0,1,0,3,0,0,0,0,2,2,1,1,3,QUEENS,New York City,Senior High
2011-2012,342800011350,JAMAICA GATEWAY TO THE SCIENCES,New York City Geographic District #28,Public,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,QUEENS,New York City,Senior High
2011-2012,342800011470,JAMAICA HIGH SCHOOL,New York City Geographic District #28,Public,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,15,0,4,0,0,0,0,0,0,0,0,0,0,3,1,1,0,62,QUEENS,New York City,Senior High
2011-2012,342800010157,JHS 157 STEPHEN A HALSEY,New York City Geographic District #28,Public,1248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11,0,7,0,0,0,3,0,3,0,0,0,0,0,2,0,2,10,QUEENS,New York City,Junior High School
2011-2012,342800010190,JHS 190 RUSSELL SAGE,New York City Geographic District #28,Public,993,0,0,0,0,0,7,0,0,0,1,1,0,0,1,3,0,0,1,53,2,26,0,0,0,4,0,4,0,0,0,0,0,3,0,0,29,QUEENS,New York City,Middle School
2011-2012,342800010217,JHS 217 ROBERT A VAN WYCK,New York City Geographic District #28,Public,1669,0,0,0,0,0,7,0,1,0,0,3,0,0,1,5,0,4,1,32,2,36,0,0,0,0,0,3,0,3,0,0,0,6,5,3,30,QUEENS,New York City,Middle School
2011-2012,342800010008,JHS 8 RICHARD S GROSSLEY,New York City Geographic District #28,Public,749,0,0,0,0,0,4,0,1,0,0,0,0,0,1,10,0,1,2,22,0,10,0,0,0,3,0,3,0,2,0,0,0,5,0,0,15,QUEENS,New York City,Middle School
2011-2012,342800011167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,New York City Geographic District #28,Public,342,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,QUEENS,New York City,Middle School
2011-2012,342800010101,PS 101 SCHOOL IN THE GARDENS,New York City Geographic District #28,Public,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,QUEENS,New York City,Elementary
2011-2012,342800010117,PS 117 J KELD/BRIARWOOD SCHOOL,New York City Geographic District #28,Public,1204,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,QUEENS,New York City,Elementary
2011-2012,342800010121,PS 121,New York City Geographic District #28,Public,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342800010139,PS 139 REGO PARK,New York City Geographic District #28,Public,877,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,2,3,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,QUEENS,New York City,Elementary
2011-2012,342800010140,PS 140 EDWARD K ELLINGTON,New York City Geographic District #28,Public,639,0,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,1,0,30,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,QUEENS,New York City,Elementary
2011-2012,342800010144,PS 144 COL JEROMUS REMSEN,New York City Geographic District #28,Public,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342800010160,PS 160 WALTER FRANCIS BISHOP,New York City Geographic District #28,Public,741,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,12,3,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,7,QUEENS,New York City,Elementary
2011-2012,342800010161,PS 161 ARTHUR ASHE SCHOOL,New York City Geographic District #28,Public,764,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,QUEENS,New York City,Elementary
2011-2012,342800010174,PS 174 WILLIAM SIDNEY MOUNT,New York City Geographic District #28,Public,622,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,QUEENS,New York City,Elementary
2011-2012,342800010175,PS 175 THE LYNN GROSS DISCOVERY SCHOOL,New York City Geographic District #28,Public,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342800010182,PS 182 SAMANTHA SMITH,New York City Geographic District #28,Public,835,0,0,0,0,0,7,0,0,0,0,0,0,0,2,6,0,3,7,19,1,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,QUEENS,New York City,Elementary
2011-2012,342800010196,PS 196 GRAND CENTRAL PARKWAY,New York City Geographic District #28,Public,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342800010206,PS 206 THE HORACE HARDING SCHOOL,New York City Geographic District #28,Public,617,0,0,0,0,0,1,0,0,0,2,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342800010220,PS 220 EDWARD MANDEL,New York City Geographic District #28,Public,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342800010030,PS 30,New York City Geographic District #28,Public,290,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,2,2,8,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,QUEENS,New York City,Elementary
2011-2012,342800010354,PS 354,New York City Geographic District #28,Public,263,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342800010040,PS 40 SAMUEL HUNTINGTON,New York City Geographic District #28,Public,551,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,QUEENS,New York City,Elementary
2011-2012,342800010048,PS 48 WILLIAM WORDSWORTH,New York City Geographic District #28,Public,396,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2,QUEENS,New York City,Elementary
2011-2012,342800010050,PS 50 TALFOURD LAWN ELEMENTARY SCHOOL,New York City Geographic District #28,Public,783,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,8,21,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,QUEENS,New York City,Elementary
2011-2012,342800010054,PS 54 HILLSIDE,New York City Geographic District #28,Public,552,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342800010055,PS 55 MAURE,New York City Geographic District #28,Public,603,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342800010080,PS 80 THURGOOD MARSHALL MAGNET,New York City Geographic District #28,Public,606,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342800010082,PS 82 HAMMOND,New York City Geographic District #28,Public,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Elementary
2011-2012,342800010086,PS 86,New York City Geographic District #28,Public,910,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,21,2,7,0,0,0,2,0,1,0,0,0,0,0,0,0,0,12,QUEENS,New York City,Elementary
2011-2012,342800010099,PS 99 KEW GARDENS,New York City Geographic District #28,Public,813,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,QUEENS,New York City,Elementary
2011-2012,342800011310,QUEENS COLLEGIATE - A COLLEGE BOARD SCHOOL,New York City Geographic District #28,Public,522,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,1,20,0,0,0,3,0,0,0,0,0,0,4,1,2,0,19,QUEENS,New York City,Junior Senior School
2011-2012,342800011680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,New York City Geographic District #28,Public,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,QUEENS,New York City,Junior Senior School
2011-2012,342800011687,QUEENS HIGH SCHOOL FOR THE SCIENCES AT YORK COLLEGE,New York City Geographic District #28,Public,418,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,QUEENS,New York City,Senior High
2011-2012,342800011686,QUEENS METROPOLITAN HIGH SCHOOL,New York City Geographic District #28,Public,663,0,0,0,0,0,6,0,1,0,0,5,0,0,1,3,1,3,1,33,4,23,0,0,0,4,0,4,0,0,0,0,0,4,8,1,97,QUEENS,New York City,Senior High
2011-2012,342800011338,QUEENS SATELLITE HIGH SCHOOL FOR OPPORTUNITY,New York City Geographic District #28,Public,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,8,QUEENS,New York City,Senior High
2011-2012,342800011620,THOMAS A EDISON CAREER AND TECHNICAL HIGH SCHOOL,New York City Geographic District #28,Public,2250,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,27,0,9,0,0,0,5,0,3,0,0,0,0,2,0,1,2,64,QUEENS,New York City,Senior High
2011-2012,342800011284,YORK EARLY COLLEGE ACADEMY,New York City Geographic District #28,Public,489,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,1,3,28,1,17,0,0,0,2,0,2,0,0,0,0,0,3,0,1,10,QUEENS,New York City,Junior Senior School
2011-2012,342800011896,YOUNG WOMEN'S LEADERSHIP SCHOOL OF QUEENS,New York City Geographic District #28,Public,507,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,9,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,34,QUEENS,New York City,Junior Senior School
2011-2012,342900010135,BELLAIRE SCHOOL (THE),New York City Geographic District #29,Public,1057,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,QUEENS,New York City,Elementary
2011-2012,342900011496,BUSINESS/COMPUTER APPLICATIONS & ENTREPRENEURSHIP  HIGH SCHOOL,New York City Geographic District #29,Public,351,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,14,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,12,QUEENS,New York City,Senior High
2011-2012,342900011326,CAMBRIA HEIGHTS ACADEMY,New York City Geographic District #29,Public,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,1,0,3,0,0,0,0,0,4,0,0,19,QUEENS,New York City,Senior High
2011-2012,342900010355,COLLABORATIVE ARTS MIDDLE SCHOOL,New York City Geographic District #29,Public,163,0,0,0,0,0,1,0,1,0,0,2,0,0,2,1,0,1,0,13,2,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,6,QUEENS,New York City,Junior High School
2011-2012,342900010356,COMMUNITY VOICES MIDDLE SCHOOL,New York City Geographic District #29,Public,143,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,QUEENS,New York City,Junior High School
2011-2012,342900010037,CYNTHIA JENKINS SCHOOL,New York City Geographic District #29,Public,577,0,0,0,0,0,2,0,0,0,1,0,0,0,1,2,0,0,2,14,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,QUEENS,New York City,Elementary
2011-2012,342900011327,EAGLE ACADEMY FOR YOUNG MEN III,New York City Geographic District #29,Public,164,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUEENS,New York City,Junior High School
2011-2012,342900011265,EXCELSIOR PREPARATORTY HIGH SCHOOL,New York City Geographic District #29,Public,440,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,43,1,15,0,0,0,2,0,3,0,0,0,0,0,1,3,4,25,QUEENS,New York City,Senior High
2011-2012,342900011272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,New York City Geographic District #29,Public,473,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,15,1,5,0,0,0,4,0,1,0,1,0,0,1,0,0,0,34,QUEENS,New York City,Senior High
2011-2012,342900010270,GORDON PARKS SCHOOL (THE),New York City Geographic District #29,Public,667,0,0,0,0,0,6,0,1,0,0,0,0,0,1,0,0,2,3,14,1,4,0,0,0,1,0,0,0,0,0,0,0,2,1,2,5,QUEENS,New York City,Elementary
2011-2012,342900011498,HUMANITIES AND ARTS MAGNET HIGH SCHOOL,New York City Geographic District #29,Public,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,13,QUEENS,New York City,Senior High
2011-2012,342900010192,IS 192 THE LINDEN,New York City Geographic District #29,Public,639,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,17,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,QUEENS,New York City,Middle School
2011-2012,342900010231,IS 231 MAGNETECH 2000,New York City Geographic District #29,Public,635,0,0,0,0,0,2,0,0,0,0,1,0,0,0,6,0,2,3,20,0,4,0,0,0,2,0,2,0,0,0,0,1,3,0,1,7,QUEENS,New York City,Junior High School
2011-2012,342900010238,IS 238 SUSAN B ANTHONY ACADEMY,New York City Geographic District #29,Public,1574,0,0,0,0,0,5,0,3,0,1,1,0,0,1,3,0,2,1,18,2,12,0,0,0,1,0,1,0,0,0,0,0,3,1,0,3,QUEENS,New York City,Middle School
2011-2012,342900010059,IS 59 SPRINGFIELD GARDENS,New York City Geographic District #29,Public,664,0,0,0,0,0,5,0,2,0,1,1,0,0,0,5,0,2,2,39,1,4,0,0,0,4,0,1,0,2,0,0,0,4,1,0,45,QUEENS,New York City,Middle School
2011-2012,342900010109,JEAN NUZZI INTERMEDIATE SCHOOL,New York City Geographic District #29,Public,1084,0,0,0,0,0,6,0,2,0,1,0,0,0,0,1,0,2,5,39,0,10,0,0,0,1,0,4,1,0,0,0,0,2,0,0,7,QUEENS,New York City,Middle School
2011-2012,342900011494,"LAW, GOVERNMENT AND COMMUNITY SERVICE HIGH SCHOOL",New York City Geographic District #29,Public,443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,19,0,9,0,0,0,3,0,1,0,1,0,0,4,0,1,0,38,QUEENS,New York City,Senior High
2011-2012,342900011492,MATH/SCIENCE RESEARCH AND TECHNOLOGY MAGNET HS,New York City Geographic District #29,Public,411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,1,0,0,0,3,0,0,0,0,0,0,2,0,1,0,19,QUEENS,New York City,Senior High
2011-2012,342900011259,PATHWAYS COLLEGE PREPARATORY SCHOOL:  A COLLEGE BOARD SCHOOL,New York City Geographic District #29,Public,555,0,0,0,0,0,2,0,0,1,1,0,0,0,1,4,0,0,1,24,1,4,0,0,0,5,0,0,0,0,0,0,0,5,1,1,19,QUEENS,New York City,Junior Senior School
2011-2012,342900011283,PREPARATORY ACADEMY FOR WRITERS:  A COLLEGE BOARD SCHOOL,New York City Geographic District #29,Public,470,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,37,0,23,0,0,0,4,0,3,0,0,0,0,4,0,2,2,106,QUEENS,New York City,Junior Senior School
2011-2012,342900010118,PS 118 LORRAINE HANSBERRY,New York City Geographic District #29,Public,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,17,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,QUEENS,New York City,Elementary
2011-2012,342900010131,PS 131 ABIGAIL ADAMS,New York City Geographic District #29,Public,828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,QUEENS,New York City,Elementary
2011-2012,342900010132,PS 132 RALPH BUNCHE,New York City Geographic District #29,Public,394,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,QUEENS,New York City,Elementary
2011-2012,342900010134,PS 134 HOLLIS,New York City Geographic District #29,Public,512,0,0,0,0,0,2,0,0,0,1,0,0,0,0,5,0,2,1,8,2,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,3,QUEENS,New York City,Elementary
2011-2012,342900010136,PS 136 ROY WILKINS,New York City Geographic District #29,Public,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,QUEENS,New York City,Elementary
2011-2012,342900010015,PS 15 JACKIE ROBINSON,New York City Geographic District #29,Public,398,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,QUEENS,New York City,Elementary
2011-2012,342900010156,PS 156 LAURELTON,New York City Geographic District #29,Public,655,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,0,2,1,12,0,6,0,0,0,4,0,0,0,1,0,0,0,1,1,1,4,QUEENS,New York City,Elementary
2011-2012,342900010176,PS 176 CAMBRIA HEIGHTS,New York City Geographic District #29,Public,773,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,QUEENS,New York City,Elementary
