Part E - Locally Implemented Funding Formula,,,,,,,,,,,,,,
Are schools allocated a sizeable portion of their funding via a locally implemented formula?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
BEDS Code,School Name,Local School Code,Weighted Register Allocation,Weighted Register Allocation If Local Formula Fully Funded,Weighted Register Allocation Gap to 100%,% Funded,"Foundation 
(not included in the funding %)",Collective Bargaining for School Based Staff (not included in the funding %),Total FSF Allocation Including Foundation and Collective Bargaining Costs,Total FSF Allocation at 100% Including Foundation & Adjusted for Collective Bargaining Costs,Total FSF Allocation Gap to 100% Including Foundation & Adjusted for Collective Bargaining Costs,Total Funding (See Part C),Local Formula as % of Total Funding,Other Funding
310200011544,Independence High School,02M544,"$3,783,296","$3,783,296",$0,100.00%,"$338,081","$964,914","$5,086,291","$5,086,291",$0,"$6,799,658",74.80%,"$1,713,367"
310200011545,High School for Dual Language and Asian Studies,02M545,"$2,979,200","$2,867,751",$0,103.89%,"$338,081","$819,727","$4,137,008","$3,994,338",$0,"$5,621,484",73.59%,"$1,484,476"
310200011546,Academy for Software Engineering,02M546,"$4,464,991","$4,464,991",$0,100.00%,"$338,081","$1,345,609","$6,148,681","$6,148,681",$0,"$8,000,864",76.85%,"$1,852,183"
310200011550,Liberty High School Academy for Newcomers,02M550,"$4,479,267","$4,479,267",$0,100.00%,"$338,081","$1,137,195","$5,954,543","$5,954,543",$0,"$7,209,391",82.59%,"$1,254,848"
310200011551,Urban Assembly New York Harbor School,02M551,"$5,963,994","$5,963,994",$0,100.00%,"$338,081","$1,738,196","$8,040,271","$8,040,271",$0,"$9,583,758",83.89%,"$1,543,488"
310200011560,High School M560 - City As School,02M560,"$5,637,136","$5,637,137",$1,100.00%,"$338,081","$1,572,201","$7,547,418","$7,547,419",$1,"$9,533,332",79.17%,"$1,985,914"
310200011565,Urban Academy Laboratory High School,02M565,"$1,901,389","$1,720,664",$0,110.50%,"$338,081","$660,800","$2,900,270","$2,668,917",$0,"$3,741,357",77.52%,"$841,087"
310200011570,Satellite Academy High School,02M570,"$2,013,498","$2,013,498",$0,100.00%,"$338,081","$500,130","$2,851,709","$2,851,709",$0,"$3,496,725",81.55%,"$645,016"
310200011575,Manhattan Comprehensive Night and Day High School,02M575,"$7,709,796","$7,709,796",$0,100.00%,"$338,081","$1,664,539","$9,712,417","$9,712,417",$0,"$12,774,720",76.03%,"$3,062,303"
310200011580,Richard R. Green High School of Teaching,02M580,"$2,527,599","$2,527,599",$0,100.00%,"$338,081","$817,499","$3,683,179","$3,683,179",$0,"$5,585,932",65.94%,"$1,902,753"
310200011586,Harvey Milk High School,02M586,"$798,424","$764,837",$0,104.39%,"$338,081","$310,916","$1,447,421","$1,404,424",$0,"$2,562,328",56.49%,"$1,114,907"
310200011600,The High School of Fashion Industries,02M600,"$16,465,689","$16,465,689",$0,100.00%,"$338,081","$4,351,107","$21,154,877","$21,154,877",$0,"$27,101,185",78.06%,"$5,946,307"
310200011605,Humanities Preparatory Academy,02M605,"$2,629,594","$2,588,742",$0,101.58%,"$338,081","$820,067","$3,787,742","$3,735,446",$0,"$4,740,414",79.90%,"$952,672"
310200011615,Chelsea Career and Technical Education High School,02M615,"$4,058,331","$4,058,331",$0,100.00%,"$338,081","$1,131,798","$5,528,210","$5,528,210",$0,"$8,470,925",65.26%,"$2,942,715"
310200011630,Art and Design High School,02M630,"$13,547,777","$13,547,777",$0,100.00%,"$338,081","$3,602,766","$17,488,624","$17,488,624",$0,"$20,649,403",84.69%,"$3,160,779"
310200011655,The High School for Climate Justice,02M655,"$3,850,824","$3,850,824",$0,100.00%,"$338,081","$1,187,470","$5,376,375","$5,376,375",$0,"$6,986,438",76.95%,"$1,610,062"
310200010896,Lower Manhattan Community Middle School,02M896,"$3,239,755","$3,239,755",$0,100.00%,"$338,081","$1,061,367","$4,639,204","$4,639,204",$0,"$6,166,489",75.23%,"$1,527,285"
310200010933,City Knoll Middle School,02M933,"$1,335,912","$1,335,912",$0,100.00%,"$338,081","$432,988","$2,106,981","$2,106,981",$0,"$3,428,210",61.46%,"$1,321,229"
300000000002,Pre-K Center District 02,02MP02,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
310300010009,P.S. 009 Sarah Anderson,03M009,"$3,456,434","$3,456,434",$0,100.00%,"$338,081","$1,032,873","$4,827,388","$4,827,388",$0,"$7,909,685",61.03%,"$3,082,297"
310300010054,J.H.S. 054 Booker T. Washington,03M054,"$6,821,012","$6,821,012",$0,100.00%,"$338,081","$1,969,083","$9,128,176","$9,128,176",$0,"$11,916,112",76.60%,"$2,787,936"
310300010075,P.S. 075 Emily Dickinson,03M075,"$4,266,867","$4,266,867",$0,100.00%,"$338,081","$1,195,317","$5,800,264","$5,800,264",$0,"$15,450,889",37.54%,"$9,650,625"
310300010076,P.S. 076 A. Philip Randolph,03M076,"$1,819,878","$1,819,878",$0,100.00%,"$338,081","$583,647","$2,741,606","$2,741,606",$0,"$6,788,584",40.39%,"$4,046,977"
310300010084,P.S. 084 Lillian Weber,03M084,"$3,295,415","$3,295,415",$0,100.00%,"$338,081","$1,019,095","$4,652,592","$4,652,592",$0,"$10,576,738",43.99%,"$5,924,146"
310300010087,P.S. 087 William Sherman,03M087,"$4,381,803","$4,381,803",$0,100.00%,"$338,081","$1,417,401","$6,137,284","$6,137,284",$0,"$10,967,233",55.96%,"$4,829,948"
310300010145,"P.S. 145, The Bloomingdale School",03M145,"$2,886,087","$2,886,087",$0,100.00%,"$338,081","$876,308","$4,100,476","$4,100,476",$0,"$8,870,238",46.23%,"$4,769,762"
310300010149,P.S. 149 Sojourner Truth,03M149,"$2,132,299","$2,132,299",$0,100.00%,"$338,081","$739,608","$3,209,988","$3,209,988",$0,"$7,181,406",44.70%,"$3,971,417"
310300010163,P.S. 163 Alfred E. Smith,03M163,"$2,972,439","$2,972,439",$0,100.00%,"$338,081","$888,653","$4,199,174","$4,199,174",$0,"$10,923,864",38.44%,"$6,724,690"
310300010165,P.S. 165 Robert E. Simon,03M165,"$2,651,276","$2,651,276",$0,100.00%,"$338,081","$781,455","$3,770,811","$3,770,811",$0,"$7,602,018",49.60%,"$3,831,207"
310300010166,P.S. 166 The Richard Rodgers School of the Arts and Technology,03M166,"$4,100,031","$4,100,031",$0,100.00%,"$338,081","$1,129,864","$5,567,976","$5,567,976",$0,"$7,530,301",73.94%,"$1,962,325"
310300010180,P.S. 180 Hugo Newman,03M180,"$2,728,445","$2,728,445",$0,100.00%,"$338,081","$875,053","$3,941,580","$3,941,580",$0,"$8,866,570",44.45%,"$4,924,990"
310300010185,The Locke School of Arts and Engineering,03M185,"$1,762,597","$1,762,597",$0,100.00%,"$338,081","$612,236","$2,712,913","$2,712,913",$0,"$6,991,195",38.80%,"$4,278,282"
310300010191,The Riverside School for Makers and Artists,03M191,"$4,211,807","$4,211,807",$0,100.00%,"$338,081","$1,256,808","$5,806,696","$5,806,696",$0,"$10,804,663",53.74%,"$4,997,967"
310300010199,P.S. 199 Jessie Isador Straus,03M199,"$3,880,979","$3,880,979",$0,100.00%,"$338,081","$1,192,523","$5,411,584","$5,411,584",$0,"$10,321,025",52.43%,"$4,909,441"
310300010241,STEM Institute of Manhattan,03M241,"$886,517","$859,534",$0,103.14%,"$338,081","$371,342","$1,595,940","$1,561,398",$0,"$4,594,620",34.73%,"$2,998,681"
310300010242,P.S. 242 - The Young Diplomats Magnet Academy,03M242,"$915,319","$915,319",$0,100.00%,"$338,081","$337,478","$1,590,879","$1,590,879",$0,"$4,396,120",36.19%,"$2,805,241"
310300010243,M.S. 243 Center School,03M243,"$2,227,208","$2,227,208",$0,100.00%,"$338,081","$713,828","$3,279,117","$3,279,117",$0,"$3,777,934",86.80%,"$498,817"
310300010245,M.S. M245 The Computer School,03M245,"$3,331,967","$3,331,967",$0,100.00%,"$338,081","$1,031,092","$4,701,140","$4,701,140",$0,"$6,016,273",78.14%,"$1,315,133"
310300010247,M.S. M247 Dual Language Middle School,03M247,"$2,099,843","$2,099,843",$0,100.00%,"$338,081","$628,324","$3,066,248","$3,066,248",$0,"$4,171,201",73.51%,"$1,104,953"
310300010250,M.S. 250 West Side Collaborative Middle School,03M250,"$1,024,662","$1,024,662",$0,100.00%,"$338,081","$365,673","$1,728,416","$1,728,416",$0,"$2,879,139",60.03%,"$1,150,723"
310300010256,Lafayette Academy,03M256,"$1,350,194","$1,350,194",$0,100.00%,"$338,081","$488,427","$2,176,703","$2,176,703",$0,"$4,432,941",49.10%,"$2,256,238"
310300010258,Community Action School - MS 258,03M258,"$1,759,288","$1,759,288",$0,100.00%,"$338,081","$539,245","$2,636,614","$2,636,614",$0,"$4,709,897",55.98%,"$2,073,284"
310300011291,West End Secondary School,03M291,"$6,036,116","$6,036,116",$0,100.00%,"$338,081","$1,690,952","$8,065,148","$8,065,148",$0,"$9,172,081",87.93%,"$1,106,933"
310300011299,The Maxine Greene HS for Imaginative Inquiry,03M299,"$832,337","$832,337",$0,100.00%,"$338,081","$295,825","$1,466,243","$1,466,243",$0,"$3,340,480",43.89%,"$1,874,237"
310300011307,"Urban Assembly School for Media Studies, The",03M307,"$2,979,243","$2,979,243",$0,100.00%,"$338,081","$875,597","$4,192,921","$4,192,921",$0,"$6,790,895",61.74%,"$2,597,973"
310300010333,P.S. 333 Manhattan School for Children,03M333,"$3,700,171","$3,700,171",$0,100.00%,"$338,081","$1,088,324","$5,126,576","$5,126,576",$0,"$10,043,069",51.05%,"$4,916,494"
310300010334,The Anderson School,03M334,"$3,625,221","$3,625,221",$0,100.00%,"$338,081","$1,002,085","$4,965,387","$4,965,387",$0,"$5,917,778",83.91%,"$952,391"
310300011402,The Urban Assembly School for Green Careers,03M402,"$2,911,117","$2,911,117",$0,100.00%,"$338,081","$835,826","$4,085,024","$4,085,024",$0,"$6,048,275",67.54%,"$1,963,251"
310300011403,The Global Learning Collaborative,03M403,"$4,231,339","$4,231,339",$0,100.00%,"$338,081","$1,143,398","$5,712,818","$5,712,818",$0,"$8,367,050",68.28%,"$2,654,233"
310300011404,Innovation Diploma Plus,03M404,"$1,302,814","$1,302,814",$0,100.00%,"$338,081","$486,022","$2,126,916","$2,126,916",$0,"$2,910,451",73.08%,"$783,535"
310300011415,Wadleigh Secondary School for the Performing & Visual Arts,03M415,"$4,072,404","$4,072,404",$0,100.00%,"$338,081","$1,069,244","$5,479,729","$5,479,729",$0,"$9,050,038",60.55%,"$3,570,309"
310300011417,Frank McCourt High School,03M417,"$3,693,159","$3,693,159",$0,100.00%,"$338,081","$1,013,163","$5,044,404","$5,044,404",$0,"$5,989,073",84.23%,"$944,669"
310300010421,West Prep Academy,03M421,"$1,884,712","$1,884,713",$1,100.00%,"$338,081","$568,871","$2,791,664","$2,791,665",$1,"$5,343,714",52.24%,"$2,552,049"
310300010452,P.S. 452,03M452,"$2,112,337","$2,112,337",$0,100.00%,"$338,081","$617,664","$3,068,082","$3,068,082",$0,"$6,081,557",50.45%,"$3,013,475"
310300011479,Beacon High School,03M479,"$11,550,198","$11,550,198",$0,100.00%,"$338,081","$3,348,363","$15,236,642","$15,236,642",$0,"$17,084,477",89.18%,"$1,847,836"
310300011485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,03M485,"$18,668,334","$18,668,334",$0,100.00%,"$338,081","$5,229,731","$24,236,146","$24,236,146",$0,"$30,386,123",79.76%,"$6,149,978"
310300011492,"High School for Law, Advocacy and Community Justice",03M492,"$3,330,808","$3,330,808",$0,100.00%,"$338,081","$969,938","$4,638,828","$4,638,827",$0,"$6,678,950",69.45%,"$2,040,122"
310300011494,High School of Arts and Technology,03M494,"$4,180,814","$4,180,814",$0,100.00%,"$338,081","$1,171,209","$5,690,104","$5,690,104",$0,"$9,008,398",63.16%,"$3,318,294"
310300011505,Edward A. Reynolds West Side High School,03M505,"$2,795,272","$2,795,272",$0,100.00%,"$338,081","$783,065","$3,916,419","$3,916,419",$0,"$5,747,701",68.14%,"$1,831,282"
310300011541,Manhattan / Hunter Science High School,03M541,"$3,824,535","$3,630,576",$0,105.34%,"$338,081","$1,099,629","$5,262,245","$5,013,951",$0,"$5,882,645",89.45%,"$620,401"
310300011859,Special Music School,03M859,"$2,434,555","$2,434,555",$0,100.00%,"$338,081","$632,777","$3,405,413","$3,405,413",$0,"$5,028,999",67.72%,"$1,623,585"
310300011860,Frederick Douglass Academy II Secondary School,03M860,"$3,602,658","$3,602,658",$0,100.00%,"$338,081","$1,114,566","$5,055,305","$5,055,305",$0,"$7,728,267",65.41%,"$2,672,962"
310300010862,Mott Hall II,03M862,"$3,323,697","$3,323,697",$0,100.00%,"$338,081","$994,967","$4,656,745","$4,656,745",$0,"$5,922,963",78.62%,"$1,266,219"
310400010007,P.S. 007 Samuel Stern,04M007,"$2,942,906","$2,942,906",$0,100.00%,"$338,081","$911,417","$4,192,404","$4,192,404",$0,"$8,572,212",48.91%,"$4,379,808"
310400010012,TAG Young Scholars,04M012,"$3,163,953","$3,163,953",$0,100.00%,"$338,081","$886,347","$4,388,381","$4,388,381",$0,"$5,739,455",76.46%,"$1,351,074"
310400010037,River East Elementary,04M037,"$1,810,278","$1,810,278",$0,100.00%,"$338,081","$591,510","$2,739,870","$2,739,870",$0,"$5,379,305",50.93%,"$2,639,435"
310400010038,P.S. 38 Roberto Clemente,04M038,"$1,303,437","$1,303,437",$0,100.00%,"$338,081","$371,989","$2,013,507","$2,013,507",$0,"$5,651,380",35.63%,"$3,637,873"
310400010057,James Weldon Johnson,04M057,"$4,909,868","$4,909,868",$0,100.00%,"$338,081","$1,412,381","$6,660,329","$6,660,329",$0,"$12,865,056",51.77%,"$6,204,726"
310400010072,The Lexington Academy,04M072,"$4,717,946","$4,717,946",$0,100.00%,"$338,081","$1,336,331","$6,392,357","$6,392,357",$0,"$11,251,282",56.81%,"$4,858,925"
310400010083,P.S. 083 Luis Munoz Rivera,04M083,"$2,994,298","$2,994,298",$0,100.00%,"$338,081","$941,262","$4,273,640","$4,273,640",$0,"$7,613,040",56.14%,"$3,339,399"
310400010096,P.S. 096 Joseph Lanzetta,04M096,"$3,123,180","$3,123,180",$0,100.00%,"$338,081","$874,924","$4,336,186","$4,336,186",$0,"$9,148,984",47.40%,"$4,812,798"
310400010102,P.S. 102 Jacques Cartier,04M102,"$1,311,212","$1,311,212",$0,100.00%,"$338,081","$403,351","$2,052,645","$2,052,645",$0,"$7,125,784",28.81%,"$5,073,140"
310400010108,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,04M108,"$3,256,593","$3,256,593",$0,100.00%,"$338,081","$1,029,640","$4,624,314","$4,624,314",$0,"$10,398,040",44.47%,"$5,773,726"
310400010112,P.S. 112 Jose Celso Barbosa,04M112,"$1,432,426","$1,432,426",$0,100.00%,"$338,081","$484,237","$2,254,744","$2,254,744",$0,"$11,679,221",19.31%,"$9,424,477"
310400010146,P.S. 146 Ann M. Short,04M146,"$3,218,356","$3,218,356",$0,100.00%,"$338,081","$1,008,301","$4,564,737","$4,564,737",$0,"$11,187,616",40.80%,"$6,622,878"
310400010155,P.S. 155 William Paca,04M155,"$1,848,324","$1,848,324",$0,100.00%,"$338,081","$611,316","$2,797,721","$2,797,721",$0,"$6,861,112",40.78%,"$4,063,391"
310400010171,P.S. 171 Patrick Henry,04M171,"$5,757,179","$5,757,179",$0,100.00%,"$338,081","$1,720,446","$7,815,706","$7,815,706",$0,"$12,974,116",60.24%,"$5,158,410"
310400010182,The Bilingual Bicultural School,04M182,"$2,003,234","$2,003,234",$0,100.00%,"$338,081","$561,184","$2,902,499","$2,902,499",$0,"$6,085,073",47.70%,"$3,182,574"
310400010206,P.S. 206 Jose Celso Barbosa,04M206,"$4,588,223","$4,588,223",$0,100.00%,"$338,081","$1,162,260","$6,088,564","$6,088,564",$0,"$19,076,110",31.92%,"$12,987,546"
310400010224,M.S. 224 Manhattan East School for Arts & Academics,04M224,"$1,707,760","$1,707,760",$0,100.00%,"$338,081","$555,564","$2,601,405","$2,601,405",$0,"$4,643,557",56.02%,"$2,042,152"
310400010310,The Judith S. Kaye School,04M310,"$2,081,287","$2,081,287",$0,100.00%,"$338,081","$536,905","$2,956,273","$2,956,273",$0,"$5,556,657",53.20%,"$2,600,384"
310400010372,Esperanza Preparatory Academy,04M372,"$5,539,496","$5,539,496",$0,100.00%,"$338,081","$1,458,554","$7,336,131","$7,336,131",$0,"$12,818,562",57.23%,"$5,482,431"
310400010375,Mosaic Preparatory Academy,04M375,"$1,520,936","$1,520,936",$0,100.00%,"$338,081","$509,611","$2,368,628","$2,368,628",$0,"$6,750,668",35.09%,"$4,382,040"
310400010377,Renaissance School of the Arts,04M377,"$2,340,486","$2,340,486",$0,100.00%,"$338,081","$679,435","$3,358,002","$3,358,002",$0,"$4,974,338",67.51%,"$1,616,336"
310400011435,Manhattan Center for Science and Mathematics,04M435,"$12,824,821","$12,824,821",$0,100.00%,"$338,081","$3,592,734","$16,755,636","$16,755,636",$0,"$19,863,253",84.35%,"$3,107,617"
310400011495,Park East High School,04M495,"$3,549,807","$3,549,807",$0,100.00%,"$338,081","$1,131,173","$5,019,061","$5,019,061",$0,"$7,682,788",65.33%,"$2,663,726"
310400010497,Central Park East I,04M497,"$1,011,703","$1,011,703",$0,100.00%,"$338,081","$382,976","$1,732,760","$1,732,760",$0,"$3,472,956",49.89%,"$1,740,196"
310400011555,Central Park East High School,04M555,"$4,434,151","$4,434,151",$0,100.00%,"$338,081","$1,323,219","$6,095,452","$6,095,452",$0,"$7,921,436",76.95%,"$1,825,984"
310400011610,Young Women's Leadership School,04M610,"$3,890,307","$3,890,307",$0,100.00%,"$338,081","$1,189,942","$5,418,330","$5,418,330",$0,"$7,089,194",76.43%,"$1,670,864"
310400011680,"Heritage School, The",04M680,"$3,163,527","$3,163,527",$0,100.00%,"$338,081","$918,202","$4,419,809","$4,419,809",$0,"$6,162,028",71.73%,"$1,742,219"
310400010825,Isaac Newton Middle School for Math & Science,04M825,"$3,215,539","$3,215,539",$0,100.00%,"$338,081","$851,784","$4,405,405","$4,405,405",$0,"$6,459,045",68.21%,"$2,053,640"
310400010964,Central Park East II,04M964,"$3,688,689","$3,688,689",$0,100.00%,"$338,081","$1,146,325","$5,173,095","$5,173,095",$0,"$10,394,895",49.77%,"$5,221,801"
310500010030,P.S. 030 Hernandez/Hughes,05M030,"$1,846,372","$1,187,212",$0,155.52%,"$338,081","$609,020","$2,793,473","$1,949,656",$0,"$6,789,272",41.15%,"$3,995,799"
310500010036,P.S. 036 Margaret Douglas,05M036,"$2,429,692","$2,429,692",$0,100.00%,"$338,081","$782,448","$3,550,220","$3,550,220",$0,"$8,779,825",40.44%,"$5,229,605"
310500010046,P.S. 046 Arthur Tappan,05M046,"$4,381,079","$4,381,079",$0,100.00%,"$338,081","$1,227,311","$5,946,471","$5,946,471",$0,"$11,140,039",53.38%,"$5,193,568"
310500010092,P.S. 092 Mary McLeod Bethune,05M092,"$2,077,671","$1,727,301",$0,120.28%,"$338,081","$692,712","$3,108,465","$2,659,942",$0,"$5,752,769",54.03%,"$2,644,304"
310500010123,P.S. 123 Mahalia Jackson,05M123,"$3,370,532","$3,370,532",$0,100.00%,"$338,081","$948,394","$4,657,007","$4,657,007",$0,"$9,552,414",48.75%,"$4,895,406"
310500010125,P.S. 125 Ralph Bunche,05M125,"$1,730,804","$1,713,049",$0,101.04%,"$338,081","$545,530","$2,614,415","$2,591,686",$0,"$6,204,905",42.13%,"$3,590,491"
310500010129,P.S. 129 John H. Finley,05M129,"$1,556,602","$1,556,602",$0,100.00%,"$338,081","$520,859","$2,415,543","$2,415,543",$0,"$8,889,503",27.17%,"$6,473,961"
310500010133,P.S. 133 Fred R Moore,05M133,"$1,151,366","$1,151,366",$0,100.00%,"$338,081","$322,542","$1,811,989","$1,811,989",$0,"$8,377,895",21.63%,"$6,565,906"
310500011148,Eagle Academy for Young Men of Harlem,05M148,"$2,539,224","$2,539,224",$0,100.00%,"$338,081","$711,335","$3,588,640","$3,588,640",$0,"$6,197,426",57.91%,"$2,608,786"
310500010154,P.S. 154 Harriet Tubman,05M154,"$1,578,769","$1,578,769",$0,100.00%,"$338,081","$550,242","$2,467,092","$2,467,092",$0,"$6,856,600",35.98%,"$4,389,509"
310500011157,The Urban Assembly School for Global Commerce,05M157,"$1,776,224","$1,776,224",$0,100.00%,"$338,081","$580,599","$2,694,903","$2,694,903",$0,"$4,102,995",65.68%,"$1,408,091"
310500010161,P.S. 161 Pedro Albizu Campos,05M161,"$5,917,402","$5,917,402",$0,100.00%,"$338,081","$1,658,150","$7,913,633","$7,913,633",$0,"$13,661,192",57.93%,"$5,747,559"
310500010175,P.S. 175 Henry H Garnet,05M175,"$1,931,968","$1,931,968",$0,100.00%,"$338,081","$541,219","$2,811,268","$2,811,268",$0,"$6,808,604",41.29%,"$3,997,336"
310500010194,P.S. 194 Countee Cullen,05M194,"$1,477,820","$1,477,820",$0,100.00%,"$338,081","$454,356","$2,270,257","$2,270,257",$0,"$5,051,596",44.94%,"$2,781,339"
310500010197,P.S. 197 John B. Russwurm,05M197,"$1,752,077","$1,752,077",$0,100.00%,"$338,081","$587,813","$2,677,971","$2,677,971",$0,"$8,066,090",33.20%,"$5,388,119"
310500010200,P.S. 200- The James McCune Smith School,05M200,"$2,160,534","$2,160,534",$0,100.00%,"$338,081","$605,250","$3,103,865","$3,103,865",$0,"$8,650,688",35.88%,"$5,546,823"
310500011285,Harlem Renaissance High School,05M285,"$2,201,580","$2,201,580",$0,100.00%,"$338,081","$643,984","$3,183,645","$3,183,645",$0,"$4,657,692",68.35%,"$1,474,047"
310500010286,Urban Assembly Academy for Future Leaders,05M286,"$956,200","$956,200",$0,100.00%,"$338,081","$331,680","$1,625,961","$1,625,961",$0,"$5,419,670",30.00%,"$3,793,710"
310500011304,Mott Hall High School,05M304,"$1,794,255","$1,794,255",$0,100.00%,"$338,081","$520,979","$2,653,315","$2,653,315",$0,"$3,880,658",68.37%,"$1,227,343"
310500010318,Thurgood Marshall Academy Lower School,05M318,"$1,569,357","$1,569,357",$0,100.00%,"$338,081","$544,604","$2,452,042","$2,452,042",$0,"$4,329,016",56.64%,"$1,876,973"
310500011362,Columbia Secondary School,05M362,"$5,666,939","$5,666,939",$0,100.00%,"$338,081","$1,545,583","$7,550,603","$7,550,603",$0,"$10,010,375",75.43%,"$2,459,772"
310500011369,Urban Assembly School for the Performing Arts,05M369,"$2,764,671","$2,764,671",$0,100.00%,"$338,081","$794,514","$3,897,265","$3,897,265",$0,"$5,679,619",68.62%,"$1,782,354"
310500010371,School of Earth Exploration and Discovery Harlem (SEED Harlem),05M371,"$2,133,507","$2,133,507",$0,100.00%,"$338,081","$721,183","$3,192,771","$3,192,771",$0,"$5,172,421",61.73%,"$1,979,650"
310500011499,Frederick Douglass Academy,05M499,"$7,579,543","$7,579,543",$0,100.00%,"$338,081","$2,123,327","$10,040,951","$10,040,951",$0,"$15,019,439",66.85%,"$4,978,489"
310500010514,New Design Middle School,05M514,"$947,671","$947,671",$0,100.00%,"$338,081","$391,428","$1,677,181","$1,677,181",$0,"$4,807,093",34.89%,"$3,129,913"
310500010517,Teachers College Community School,05M517,"$2,808,594","$2,808,594",$0,100.00%,"$338,081","$866,710","$4,013,385","$4,013,385",$0,"$5,889,280",68.15%,"$1,875,895"
310500011670,Thurgood Marshall Academy for Learning and Social Change,05M670,"$5,302,528","$5,302,528",$0,100.00%,"$338,081","$1,500,357","$7,140,966","$7,140,966",$0,"$10,199,096",70.02%,"$3,058,130"
310500011692,"High School for Mathematics, Science and Engineering at City College",05M692,"$5,055,905","$4,661,386",$0,108.46%,"$338,081","$1,415,009","$6,808,995","$6,303,955",$0,"$7,724,078",88.15%,"$915,083"
310600010004,P.S. 004 Duke Ellington,06M004,"$3,518,629","$3,518,629",$0,100.00%,"$338,081","$1,061,555","$4,918,265","$4,918,265",$0,"$10,681,872",46.04%,"$5,763,607"
310600010005,P.S. 005 Ellen Lurie,06M005,"$3,650,368","$3,650,368",$0,100.00%,"$338,081","$1,038,588","$5,027,037","$5,027,037",$0,"$11,121,475",45.20%,"$6,094,437"
310600010008,P.S. 008 Luis Belliard,06M008,"$2,594,073","$2,594,073",$0,100.00%,"$338,081","$765,900","$3,698,054","$3,698,054",$0,"$8,070,781",45.82%,"$4,372,727"
310600010018,P.S. 018 Park Terrace,06M018,"$2,672,532","$2,672,532",$0,100.00%,"$338,081","$911,153","$3,921,766","$3,921,766",$0,"$6,121,364",64.07%,"$2,199,597"
310600010028,P.S. 028 Wright Brothers,06M028,"$3,613,611","$3,613,611",$0,100.00%,"$338,081","$1,130,096","$5,081,788","$5,081,788",$0,"$11,784,053",43.12%,"$6,702,265"
310600010048,P.S. 048 P.O. Michael J. Buczek,06M048,"$2,877,374","$2,877,374",$0,100.00%,"$338,081","$942,426","$4,157,881","$4,157,881",$0,"$9,644,766",43.11%,"$5,486,885"
310600010052,Harold O. Levy School,06M052,"$2,009,217","$2,009,217",$0,100.00%,"$338,081","$625,545","$2,972,843","$2,972,843",$0,"$6,125,396",48.53%,"$3,152,553"
310600010098,P.S. 098 Shorac Kappock,06M098,"$1,956,157","$1,956,157",$0,100.00%,"$338,081","$585,234","$2,879,472","$2,879,472",$0,"$8,446,537",34.09%,"$5,567,066"
310600010103,Dos Puentes Elementary School,06M103,"$3,655,869","$3,655,869",$0,100.00%,"$338,081","$1,110,575","$5,104,526","$5,104,526",$0,"$7,232,186",70.58%,"$2,127,661"
310600010115,P.S. 115 Alexander Humboldt,06M115,"$3,080,138","$3,080,138",$0,100.00%,"$338,081","$862,868","$4,281,086","$4,281,086",$0,"$8,709,779",49.15%,"$4,428,692"
