BEDS Code,School Name,Local School Code,Weighted Register Allocation,Weighted Register Allocation If Local Formula Fully Funded,Weighted Register Allocation Gap to 100%,% Funded,"Foundation 
(not included in the funding %)",Collective Bargaining for School Based Staff (not included in the funding %),Total FSF Allocation Including Foundation and Collective Bargaining Costs,Total FSF Allocation at 100% Including Foundation & Adjusted for Collective Bargaining Costs,Total FSF Allocation Gap to 100% Including Foundation & Adjusted for Collective Bargaining Costs,Total Funding (See Part C),Local Formula as % of Total Funding,Other Funding
310100010188,P.S. 188 The Island School,01M188,"$4,123,015.00","$4,123,015.00",$0.00,100.00%,"$338,081.00","$1,161,143.00","$5,622,240.00","$5,622,240.00",$0.00,"$10,327,650.00",54.44%,"$4,705,410.00"
310100011292,Orchard Collegiate Academy,01M292,"$2,995,242.00","$2,995,242.00",$0.00,100.00%,"$338,081.00","$751,220.00","$4,084,543.00","$4,084,543.00",$0.00,"$5,987,861.00",68.21%,"$1,903,317.00"
310100010315,The East Village Community School,01M315,"$2,953,253.00","$2,953,253.00",$0.00,100.00%,"$338,081.00","$896,135.00","$4,187,469.00","$4,187,469.00",$0.00,"$11,634,854.00",35.99%,"$7,447,385.00"
310100010332,University Neighborhood Middle School,01M332,"$2,381,930.00","$2,381,930.00",$0.00,100.00%,"$338,081.00","$641,554.00","$3,361,565.00","$3,361,565.00",$0.00,"$6,981,409.00",48.15%,"$3,619,844.00"
310100010361,The Children's Workshop School,01M361,"$2,126,206.00","$2,126,206.00",$0.00,100.00%,"$338,081.00","$678,621.00","$3,142,908.00","$3,142,908.00",$0.00,"$5,368,846.00",58.54%,"$2,225,939.00"
310100010363,Neighborhood School,01M363,"$1,862,351.00","$1,862,351.00",$0.00,100.00%,"$338,081.00","$580,387.00","$2,780,819.00","$2,780,819.00",$0.00,"$5,275,665.00",52.71%,"$2,494,846.00"
310100010364,Earth School,01M364,"$1,448,912.00","$1,448,912.00",$0.00,100.00%,"$338,081.00","$424,054.00","$2,211,047.00","$2,211,047.00",$0.00,"$6,522,988.00",33.90%,"$4,311,941.00"
310100010378,School for Global Leaders,01M378,"$1,806,916.00","$1,806,916.00",$0.00,100.00%,"$338,081.00","$506,188.00","$2,651,185.00","$2,651,185.00",$0.00,"$3,880,332.00",68.32%,"$1,229,147.00"
310100011448,University Neighborhood High School,01M448,"$5,055,841.00","$5,055,841.00",$0.00,100.00%,"$338,081.00","$1,122,031.00","$6,515,953.00","$6,515,953.00",$0.00,"$9,818,687.00",66.36%,"$3,302,734.00"
310100011450,East Side Community School,01M450,"$7,213,890.00","$7,213,890.00",$0.00,100.00%,"$338,081.00","$2,156,868.00","$9,708,838.00","$9,708,838.00",$0.00,"$13,015,377.00",74.60%,"$3,306,539.00"
310100011458,Forsyth Satellite Academy,01M458,"$1,723,995.00","$1,723,995.00",$0.00,100.00%,"$338,081.00","$541,469.00","$2,603,544.00","$2,603,544.00",$0.00,"$3,886,298.00",66.99%,"$1,282,754.00"
310100011515,Lower East Side Preparatory High School,01M515,"$5,442,616.00","$5,442,616.00",$0.00,100.00%,"$338,081.00","$1,362,456.00","$7,143,153.00","$7,143,153.00",$0.00,"$8,913,807.00",80.14%,"$1,770,653.00"
310100011539,"New Explorations into Science, Technology and Math High School",01M539,"$11,906,793.00","$11,906,793.00",$0.00,100.00%,"$338,081.00","$3,335,558.00","$15,580,432.00","$15,580,432.00",$0.00,"$19,257,470.00",80.91%,"$3,677,039.00"
310100011650,Cascades High School,01M650,"$1,768,562.00","$1,768,562.00",$0.00,100.00%,"$338,081.00","$558,222.00","$2,664,866.00","$2,664,866.00",$0.00,"$3,511,387.00",75.89%,"$846,521.00"
310100011696,Bard High School Early College,01M696,"$5,659,418.00","$5,659,418.00",$0.00,100.00%,"$338,081.00","$1,650,795.00","$7,648,294.00","$7,648,294.00",$0.00,"$8,717,088.00",87.74%,"$1,068,794.00"
310100010839,Tompkins Square Middle School,01M839,"$3,387,383.00","$3,387,383.00",$0.00,100.00%,"$338,081.00","$948,938.00","$4,674,402.00","$4,674,402.00",$0.00,"$6,655,577.00",70.23%,"$1,981,175.00"
310200010001,P.S. 001 Alfred E. Smith,02M001,"$1,607,181.00","$1,607,181.00",$0.00,100.00%,"$338,081.00","$450,235.00","$2,395,497.00","$2,395,497.00",$0.00,"$5,886,592.00",40.69%,"$3,491,095.00"
310200010002,P.S. 002 Meyer London,02M002,"$3,236,403.00","$3,236,403.00",$0.00,100.00%,"$338,081.00","$972,897.00","$4,547,381.00","$4,547,381.00",$0.00,"$9,633,470.00",47.20%,"$5,086,088.00"
