BEDS Code,School Name,Local School Code,Weighted Register Allocation,Weighted Register Allocation If Local Formula Fully Funded,Weighted Register Allocation Gap to 100%,% Funded,"Foundation 
(not included in the funding %)",Collective Bargaining for School Based Staff (not included in the funding %),Total FSF Allocation Including Foundation and Collective Bargaining Costs,Total FSF Allocation at 100% Including Foundation & Adjusted for Collective Bargaining Costs,Total FSF Allocation Gap to 100% Including Foundation & Adjusted for Collective Bargaining Costs,Total Funding (See Part C),Local Formula as % of Total Funding,Other Funding
320900010313,I.S. 313 School of Leadership Development,09X313,"$2,459,584.00","$2,459,584.00",$0.00,100.00%,"$338,081.00","$767,532.00","$3,565,197.00","$3,565,197.00",$0.00,"$6,131,559.00",58.15%,"$2,566,362.00"
320900010323,Bronx Writing Academy,09X323,"$3,486,650.00","$3,486,650.00",$0.00,100.00%,"$338,081.00","$1,083,951.00","$4,908,682.00","$4,908,682.00",$0.00,"$7,714,942.00",63.63%,"$2,806,260.00"
320900011324,Bronx Early College Academy for Teaching & Learning,09X324,"$4,297,876.00","$4,297,876.00",$0.00,100.00%,"$338,081.00","$876,204.00","$5,512,162.00","$5,512,162.00",$0.00,"$8,528,334.00",64.63%,"$3,016,172.00"
320900010327,Comprehensive Model School Project M.S. 327,09X327,"$6,695,453.00","$6,695,453.00",$0.00,100.00%,"$338,081.00","$1,766,698.00","$8,800,233.00","$8,800,233.00",$0.00,"$12,933,717.00",68.04%,"$4,133,484.00"
320900010328,New Millennium Bronx Academy of the Arts,09X328,"$2,086,757.00","$2,086,757.00",$0.00,100.00%,"$338,081.00","$617,152.00","$3,041,990.00","$3,041,990.00",$0.00,"$5,556,633.00",54.75%,"$2,514,643.00"
320900011329,Dreamyard Preparatory School,09X329,"$3,447,175.00","$3,447,175.00",$0.00,100.00%,"$338,081.00","$882,619.00","$4,667,875.00","$4,667,875.00",$0.00,"$6,356,845.00",73.43%,"$1,688,970.00"
320900010339,I.S. 339,09X339,"$1,843,382.00","$1,843,382.00",$0.00,100.00%,"$338,081.00","$645,312.00","$2,826,775.00","$2,826,775.00",$0.00,"$6,921,335.00",40.84%,"$4,094,561.00"
320900011350,New Directions Secondary School,09X350,"$1,673,149.00","$1,673,149.00",$0.00,100.00%,"$338,081.00","$493,617.00","$2,504,847.00","$2,504,847.00",$0.00,"$3,905,607.00",64.13%,"$1,400,760.00"
320900010361,The Highbridge Green School,09X361,"$4,232,997.00","$4,232,997.00",$0.00,100.00%,"$338,081.00","$1,244,579.00","$5,815,657.00","$5,815,657.00",$0.00,"$8,187,960.00",71.03%,"$2,372,303.00"
320900011365,Academy for Language and Technology,09X365,"$4,057,113.00","$4,057,113.00",$0.00,100.00%,"$338,081.00","$927,579.00","$5,322,773.00","$5,322,773.00",$0.00,"$6,530,627.00",81.50%,"$1,207,853.00"
320900011403,Bronx International High School,09X403,"$3,333,772.00","$3,333,772.00",$0.00,100.00%,"$338,081.00","$1,048,874.00","$4,720,727.00","$4,720,727.00",$0.00,"$7,081,850.00",66.66%,"$2,361,123.00"
320900011404,School for Excellence,09X404,"$1,091,195.00","$1,091,195.00",$0.00,100.00%,"$338,081.00","$345,146.00","$1,774,422.00","$1,774,422.00",$0.00,"$5,244,373.00",33.83%,"$3,469,951.00"
320900011412,Bronx High School of Business,09X412,"$4,410,904.00","$4,343,546.00",$0.00,101.55%,"$338,081.00","$1,241,573.00","$5,990,558.00","$5,904,331.00",$0.00,"$8,998,812.00",66.57%,"$3,008,253.00"
320900011413,Bronx High School for Medical Science,09X413,"$5,000,894.00","$4,529,705.00",$0.00,110.40%,"$338,081.00","$1,352,453.00","$6,691,428.00","$6,088,241.00",$0.00,"$9,562,649.00",69.97%,"$2,871,221.00"
320900010443,The Family School,09X443,"$3,576,285.00","$3,576,285.00",$0.00,100.00%,"$338,081.00","$1,063,824.00","$4,978,191.00","$4,978,191.00",$0.00,"$9,232,129.00",53.92%,"$4,253,939.00"
320900010449,Grant Avenue Elementary School,09X449,"$3,544,827.00","$3,544,827.00",$0.00,100.00%,"$338,081.00","$1,043,071.00","$4,925,978.00","$4,925,978.00",$0.00,"$8,352,437.00",58.98%,"$3,426,459.00"
320900010454,Science and Technology Academy: A Mott Hall School,09X454,"$3,880,409.00","$3,880,409.00",$0.00,100.00%,"$338,081.00","$1,063,276.00","$5,281,765.00","$5,281,765.00",$0.00,"$7,881,281.00",67.02%,"$2,599,516.00"
320900010457,Sheridan Academy for Young Leaders,09X457,"$3,752,766.00","$3,752,766.00",$0.00,100.00%,"$338,081.00","$1,128,621.00","$5,219,468.00","$5,219,468.00",$0.00,"$10,324,767.00",50.55%,"$5,105,299.00"
320900011505,"Bronx School for Law, Government and Justice",09X505,"$6,926,600.00","$6,926,600.00",$0.00,100.00%,"$338,081.00","$1,940,412.00","$9,205,093.00","$9,205,093.00",$0.00,"$11,919,593.00",77.23%,"$2,714,499.00"
320900011517,Frederick Douglass Academy III Secondary School,09X517,"$2,542,497.00","$2,542,497.00",$0.00,100.00%,"$338,081.00","$722,794.00","$3,603,372.00","$3,603,372.00",$0.00,"$6,074,746.00",59.32%,"$2,471,373.00"
320900011525,Bronx Leadership Academy High School,09X525,"$3,434,114.00","$3,434,114.00",$0.00,100.00%,"$338,081.00","$954,046.00","$4,726,241.00","$4,726,241.00",$0.00,"$7,578,169.00",62.37%,"$2,851,928.00"
320900011543,High School for Violin and Dance,09X543,"$1,725,452.00","$1,725,452.00",$0.00,100.00%,"$338,081.00","$485,410.00","$2,548,943.00","$2,548,943.00",$0.00,"$3,952,241.00",64.49%,"$1,403,298.00"
320900010555,Mount Eden Children's Academy,09X555,"$3,074,526.00","$3,074,526.00",$0.00,100.00%,"$338,081.00","$943,269.00","$4,355,876.00","$4,355,876.00",$0.00,"$6,902,624.00",63.10%,"$2,546,748.00"
320900011564,Claremont International HS,09X564,"$3,234,001.00","$3,234,001.00",$0.00,100.00%,"$338,081.00","$984,960.00","$4,557,042.00","$4,557,042.00",$0.00,"$6,261,345.00",72.78%,"$1,704,303.00"
320900010568,Young Women's Leadership School of the Bronx,09X568,"$4,832,065.00","$4,832,065.00",$0.00,100.00%,"$338,081.00","$1,322,318.00","$6,492,464.00","$6,492,464.00",$0.00,"$8,822,368.00",73.59%,"$2,329,904.00"
320900010593,South Bronx International Middle School,09X593,"$2,009,471.00","$2,009,471.00",$0.00,100.00%,"$338,081.00","$569,230.00","$2,916,782.00","$2,916,782.00",$0.00,"$4,010,909.00",72.72%,"$1,094,128.00"
320900010594,M.S. 594,09X594,"$2,043,659.00","$2,043,659.00",$0.00,100.00%,"$338,081.00","$572,509.00","$2,954,249.00","$2,954,249.00",$0.00,"$4,472,598.00",66.05%,"$1,518,349.00"
300000000009,Pre-K Center District 09,09XP09,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
321000010003,P.S. 3 Raul Julia Micro Society,10X003,"$2,541,144.00","$2,541,145.00",$0.00,100.00%,"$338,081.00","$682,391.00","$3,561,616.00","$3,561,617.00",$0.00,"$7,779,006.00",45.78%,"$4,217,390.00"
321000010007,Milton Fein School,10X007,"$3,231,112.00","$3,231,112.00",$0.00,100.00%,"$338,081.00","$1,045,632.00","$4,614,826.00","$4,614,826.00",$0.00,"$7,618,820.00",60.57%,"$3,003,995.00"
321000010008,P.S. 008 Isaac Varian,10X008,"$6,056,791.00","$6,056,791.00",$0.00,100.00%,"$338,081.00","$1,696,744.00","$8,091,616.00","$8,091,616.00",$0.00,"$14,663,096.00",55.18%,"$6,571,480.00"
321000010009,P.S. 9 Ryer Avenue Elementary School,10X009,"$5,690,380.00","$5,690,380.00",$0.00,100.00%,"$338,081.00","$1,594,098.00","$7,622,559.00","$7,622,559.00",$0.00,"$14,074,996.00",54.16%,"$6,452,437.00"
321000010015,P.S. X015 Institute for Environmental Learning,10X015,"$4,188,200.00","$4,188,200.00",$0.00,100.00%,"$338,081.00","$1,266,262.00","$5,792,543.00","$5,792,543.00",$0.00,"$9,065,398.00",63.90%,"$3,272,855.00"
321000010020,"PS/MS 20 P.O.George J. Werdann, III",10X020,"$7,354,410.00","$7,354,410.00",$0.00,100.00%,"$338,081.00","$2,060,258.00","$9,752,749.00","$9,752,749.00",$0.00,"$16,126,703.00",60.48%,"$6,373,954.00"
321000010023,P.S. 023 The New Children's School,10X023,"$3,194,632.00","$3,194,632.00",$0.00,100.00%,"$338,081.00","$783,674.00","$4,316,387.00","$4,316,387.00",$0.00,"$12,107,250.00",35.65%,"$7,790,863.00"
321000010024,P.S. 024 Spuyten Duyvil,10X024,"$5,387,949.00","$5,387,949.00",$0.00,100.00%,"$338,081.00","$1,570,033.00","$7,296,063.00","$7,296,063.00",$0.00,"$11,950,809.00",61.05%,"$4,654,745.00"
321000010032,P.S. 032 Belmont,10X032,"$5,575,143.00","$5,575,143.00",$0.00,100.00%,"$338,081.00","$1,710,272.00","$7,623,496.00","$7,623,496.00",$0.00,"$13,553,529.00",56.25%,"$5,930,033.00"
321000010033,P.S. 033 Timothy Dwight,10X033,"$6,263,561.00","$6,263,561.00",$0.00,100.00%,"$338,081.00","$1,790,606.00","$8,392,248.00","$8,392,248.00",$0.00,"$14,239,378.00",58.94%,"$5,847,130.00"
321000010037,P.S. X037 - Multiple Intelligence School,10X037,"$4,380,832.00","$4,380,832.00",$0.00,100.00%,"$338,081.00","$1,227,242.00","$5,946,155.00","$5,946,155.00",$0.00,"$10,226,323.00",58.15%,"$4,280,169.00"
321000010045,Thomas C. Giordano Middle School 45,10X045,"$4,972,305.00","$4,972,305.00",$0.00,100.00%,"$338,081.00","$1,392,937.00","$6,703,323.00","$6,703,323.00",$0.00,"$10,021,903.00",66.89%,"$3,318,580.00"
321000010046,P.S. 046 Edgar Allan Poe,10X046,"$5,971,645.00","$5,971,645.00",$0.00,100.00%,"$338,081.00","$1,704,514.00","$8,014,240.00","$8,014,240.00",$0.00,"$15,332,915.00",52.27%,"$7,318,675.00"
321000010051,The Bronx STEM and Arts Academy,10X051,"$896,409.00","$896,409.00",$0.00,100.00%,"$338,081.00","$278,458.00","$1,512,948.00","$1,512,948.00",$0.00,"$3,620,045.00",41.79%,"$2,107,097.00"
321000010054,P.S./I.S. 54,10X054,"$2,419,004.00","$2,419,004.00",$0.00,100.00%,"$338,081.00","$777,468.00","$3,534,554.00","$3,534,554.00",$0.00,"$7,725,398.00",45.75%,"$4,190,845.00"
321000010056,P.S. 056 Norwood Heights,10X056,"$5,897,063.00","$5,897,063.00",$0.00,100.00%,"$338,081.00","$1,678,121.00","$7,913,266.00","$7,913,266.00",$0.00,"$12,710,974.00",62.26%,"$4,797,709.00"
321000010059,P.S. 059 The Community School of Technology,10X059,"$3,683,918.00","$3,683,918.00",$0.00,100.00%,"$338,081.00","$1,172,640.00","$5,194,639.00","$5,194,639.00",$0.00,"$10,758,601.00",48.28%,"$5,563,962.00"
321000010077,Bedford Park Elementary School,10X077,"$4,546,181.00","$4,546,181.00",$0.00,100.00%,"$338,081.00","$1,254,958.00","$6,139,221.00","$6,139,221.00",$0.00,"$9,158,924.00",67.03%,"$3,019,703.00"
321000010080,J.H.S. 080 The Mosholu Parkway,10X080,"$6,618,757.00","$6,618,757.00",$0.00,100.00%,"$338,081.00","$1,397,438.00","$8,354,275.00","$8,354,275.00",$0.00,"$11,767,119.00",71.00%,"$3,412,843.00"
321000010081,P.S. 081 Robert J. Christen,10X081,"$5,318,267.00","$5,318,267.00",$0.00,100.00%,"$338,081.00","$1,491,160.00","$7,147,508.00","$7,147,508.00",$0.00,"$10,512,150.00",67.99%,"$3,364,642.00"
321000010085,P.S. 085 Great Expectations,10X085,"$6,037,420.00","$6,037,420.00",$0.00,100.00%,"$338,081.00","$1,798,894.00","$8,174,396.00","$8,174,396.00",$0.00,"$16,874,891.00",48.44%,"$8,700,495.00"
321000010086,P.S. 086 Kingsbridge Heights,10X086,"$11,446,684.00","$11,446,684.00",$0.00,100.00%,"$338,081.00","$3,206,664.00","$14,991,429.00","$14,991,429.00",$0.00,"$24,866,385.00",60.29%,"$9,874,956.00"
321000010091,P.S. 091 Bronx,10X091,"$4,343,906.00","$4,343,906.00",$0.00,100.00%,"$338,081.00","$1,259,896.00","$5,941,883.00","$5,941,883.00",$0.00,"$10,100,534.00",58.83%,"$4,158,651.00"
321000010094,P.S. 094 Kings College School,10X094,"$8,537,949.00","$8,537,949.00",$0.00,100.00%,"$338,081.00","$2,480,914.00","$11,356,944.00","$11,356,944.00",$0.00,"$19,881,251.00",57.12%,"$8,524,306.00"
321000010095,P.S. 095 Sheila Mencher,10X095,"$8,733,212.00","$8,733,212.00",$0.00,100.00%,"$338,081.00","$2,446,514.00","$11,517,807.00","$11,517,807.00",$0.00,"$17,572,713.00",65.54%,"$6,054,905.00"
321000010118,J.H.S. 118 William W. Niles,10X118,"$6,659,808.00","$6,659,808.00",$0.00,100.00%,"$338,081.00","$1,918,043.00","$8,915,932.00","$8,915,932.00",$0.00,"$14,141,710.00",63.05%,"$5,225,778.00"
321000011141,Riverdale / Kingsbridge Academy (Middle School / High School 141),10X141,"$12,692,298.00","$12,692,298.00",$0.00,100.00%,"$338,081.00","$3,494,696.00","$16,525,076.00","$16,525,076.00",$0.00,"$19,730,920.00",83.75%,"$3,205,844.00"
321000010159,P.S. 159 Luis Munoz Marin Biling,10X159,"$1,254,245.00","$1,254,245.00",$0.00,100.00%,"$338,081.00","$439,524.00","$2,031,851.00","$2,031,851.00",$0.00,"$3,908,953.00",51.98%,"$1,877,102.00"
321000010205,P.S. 205 Fiorello Laguardia,10X205,"$6,484,499.00","$6,484,499.00",$0.00,100.00%,"$338,081.00","$1,816,562.00","$8,639,141.00","$8,639,141.00",$0.00,"$14,310,177.00",60.37%,"$5,671,036.00"
321000010206,I.S. 206 Ann Mersereau,10X206,"$2,782,246.00","$2,782,246.00",$0.00,100.00%,"$338,081.00","$865,450.00","$3,985,778.00","$3,985,778.00",$0.00,"$6,654,391.00",59.90%,"$2,668,613.00"
321000010207,P.S. 207,10X207,"$2,528,960.00","$2,528,960.00",$0.00,100.00%,"$338,081.00","$708,461.00","$3,575,501.00","$3,575,501.00",$0.00,"$7,016,998.00",50.95%,"$3,441,497.00"
321000010209,P.S. 209,10X209,"$1,616,523.00","$1,616,523.00",$0.00,100.00%,"$338,081.00","$479,110.00","$2,433,714.00","$2,433,714.00",$0.00,"$5,043,669.00",48.25%,"$2,609,955.00"
321000011213,Bronx Engineering and Technology Academy,10X213,"$3,979,737.00","$3,979,737.00",$0.00,100.00%,"$338,081.00","$1,134,376.00","$5,452,195.00","$5,452,195.00",$0.00,"$8,011,892.00",68.05%,"$2,559,697.00"
321000010225,Theatre Arts Production Company School,10X225,"$5,914,187.00","$5,914,187.00",$0.00,100.00%,"$338,081.00","$1,649,463.00","$7,901,731.00","$7,901,731.00",$0.00,"$12,223,911.00",64.64%,"$4,322,180.00"
321000010226,P.S. 226,10X226,"$2,847,069.00","$2,847,069.00",$0.00,100.00%,"$338,081.00","$868,453.00","$4,053,603.00","$4,053,603.00",$0.00,"$7,302,498.00",55.51%,"$3,248,894.00"
321000010228,Jonas Bronck Academy,10X228,"$2,564,740.00","$2,521,761.00",$0.00,101.70%,"$338,081.00","$827,419.00","$3,730,240.00","$3,675,220.00",$0.00,"$5,105,069.00",73.07%,"$1,374,830.00"
321000011237,"The Marie Curie School for Medicine, Nursing, and Health Professions",10X237,"$3,158,415.00","$3,158,415.00",$0.00,100.00%,"$338,081.00","$935,783.00","$4,432,279.00","$4,432,279.00",$0.00,"$6,238,187.00",71.05%,"$1,805,908.00"
321000011243,West Bronx Academy for the Future,10X243,"$7,039,411.00","$7,039,411.00",$0.00,100.00%,"$338,081.00","$2,031,805.00","$9,409,296.00","$9,409,296.00",$0.00,"$12,456,356.00",75.54%,"$3,047,059.00"
321000010244,The New School for Leadership and Journalism,10X244,"$6,756,807.00","$6,756,807.00",$0.00,100.00%,"$338,081.00","$1,773,026.00","$8,867,914.00","$8,867,914.00",$0.00,"$12,499,894.00",70.94%,"$3,631,980.00"
321000010246,P.S. 246 Poe Center,10X246,"$5,083,845.00","$5,083,845.00",$0.00,100.00%,"$338,081.00","$1,520,215.00","$6,942,141.00","$6,942,141.00",$0.00,"$11,643,352.00",59.62%,"$4,701,211.00"
321000010254,I.S. 254,10X254,"$5,294,212.00","$5,294,212.00",$0.00,100.00%,"$338,081.00","$1,467,434.00","$7,099,727.00","$7,099,727.00",$0.00,"$9,796,743.00",72.47%,"$2,697,016.00"
321000011264,Bronx Academy for Software Engineering (BASE),10X264,"$4,792,002.00","$4,792,002.00",$0.00,100.00%,"$338,081.00","$1,261,368.00","$6,391,452.00","$6,391,452.00",$0.00,"$8,605,989.00",74.27%,"$2,214,537.00"
321000011268,Kingsbridge International High School,10X268,"$2,454,113.00","$2,454,113.00",$0.00,100.00%,"$338,081.00","$749,373.00","$3,541,567.00","$3,541,567.00",$0.00,"$5,488,045.00",64.53%,"$1,946,478.00"
321000010279,"P.S. 279 Captain Manuel Rivera, Jr.",10X279,"$7,433,102.00","$7,433,102.00",$0.00,100.00%,"$338,081.00","$2,185,251.00","$9,956,435.00","$9,956,435.00",$0.00,"$15,205,905.00",65.48%,"$5,249,470.00"
321000010280,P.S./M.S. 280 Mosholu Parkway,10X280,"$7,293,265.00","$7,293,265.00",$0.00,100.00%,"$338,081.00","$1,912,500.00","$9,543,846.00","$9,543,846.00",$0.00,"$13,843,084.00",68.94%,"$4,299,238.00"
321000011284,Bronx School of Law and Finance,10X284,"$2,945,363.00","$2,945,363.00",$0.00,100.00%,"$338,081.00","$909,653.00","$4,193,097.00","$4,193,097.00",$0.00,"$6,723,535.00",62.36%,"$2,530,438.00"
321000010291,P.S. 291,10X291,"$3,793,617.00","$3,793,617.00",$0.00,100.00%,"$338,081.00","$1,062,741.00","$5,194,439.00","$5,194,439.00",$0.00,"$8,498,906.00",61.12%,"$3,304,467.00"
321000010306,P.S. 306,10X306,"$3,901,240.00","$3,901,240.00",$0.00,100.00%,"$338,081.00","$1,197,108.00","$5,436,429.00","$5,436,429.00",$0.00,"$9,691,149.00",56.10%,"$4,254,721.00"
321000010307,Luisa Pineiro Fuentes School of Science and Discovery,10X307,"$2,369,459.00","$2,369,459.00",$0.00,100.00%,"$338,081.00","$780,733.00","$3,488,273.00","$3,488,273.00",$0.00,"$6,101,993.00",57.17%,"$2,613,720.00"
321000010308,Bronx Dance Academy School,10X308,"$2,632,032.00","$2,632,032.00",$0.00,100.00%,"$338,081.00","$787,594.00","$3,757,707.00","$3,757,707.00",$0.00,"$4,929,243.00",76.23%,"$1,171,536.00"
321000010310,P.S. 310 Marble Hill,10X310,"$3,872,178.00","$3,872,178.00",$0.00,100.00%,"$338,081.00","$1,084,749.00","$5,295,008.00","$5,295,008.00",$0.00,"$10,111,086.00",52.37%,"$4,816,078.00"
321000010315,P.S. 315 Lab School,10X315,"$1,647,031.00","$1,647,031.00",$0.00,100.00%,"$338,081.00","$548,215.00","$2,533,327.00","$2,533,327.00",$0.00,"$4,345,973.00",58.29%,"$1,812,645.00"
321000011319,Providing Urban Learners Success in Education High School,10X319,"$2,090,441.00","$2,090,441.00",$0.00,100.00%,"$338,081.00","$642,540.00","$3,071,062.00","$3,071,062.00",$0.00,"$4,241,535.00",72.40%,"$1,170,473.00"
321000010331,The Bronx School of Young Leaders,10X331,"$4,041,902.00","$4,041,902.00",$0.00,100.00%,"$338,081.00","$1,132,295.00","$5,512,278.00","$5,512,278.00",$0.00,"$8,694,502.00",63.40%,"$3,182,225.00"
321000010340,P.S. 340,10X340,"$4,133,492.00","$4,133,492.00",$0.00,100.00%,"$338,081.00","$1,292,759.00","$5,764,332.00","$5,764,332.00",$0.00,"$10,183,613.00",56.60%,"$4,419,281.00"
321000011342,International School for Liberal Arts,10X342,"$5,985,964.00","$5,985,964.00",$0.00,100.00%,"$338,081.00","$1,568,927.00","$7,892,972.00","$7,892,972.00",$0.00,"$10,825,910.00",72.91%,"$2,932,938.00"
321000010344,Ampark Neighborhood,10X344,"$2,559,102.00","$2,559,102.00",$0.00,100.00%,"$338,081.00","$757,425.00","$3,654,608.00","$3,654,608.00",$0.00,"$6,381,137.00",57.27%,"$2,726,528.00"
321000011351,Bronx Collaborative High School,10X351,"$4,690,782.00","$4,690,782.00",$0.00,100.00%,"$338,081.00","$1,314,072.00","$6,342,934.00","$6,342,934.00",$0.00,"$8,532,162.00",74.34%,"$2,189,227.00"
321000011353,World View High School,10X353,"$6,039,237.00","$6,039,237.00",$0.00,100.00%,"$338,081.00","$1,710,875.00","$8,088,193.00","$8,088,193.00",$0.00,"$10,243,147.00",78.96%,"$2,154,954.00"
321000010360,P.S. 360,10X360,"$2,626,540.00","$2,626,540.00",$0.00,100.00%,"$338,081.00","$836,766.00","$3,801,387.00","$3,801,387.00",$0.00,"$7,492,588.00",50.74%,"$3,691,200.00"
321000010363,Academy for Personal Leadership and Excellence,10X363,"$8,070,973.00","$8,070,973.00",$0.00,100.00%,"$338,081.00","$1,912,692.00","$10,321,746.00","$10,321,746.00",$0.00,"$18,268,071.00",56.50%,"$7,946,325.00"
321000010368,In-Tech Academy (M.S. / High School 368),10X368,"$9,335,357.00","$9,335,357.00",$0.00,100.00%,"$338,081.00","$2,558,764.00","$12,232,203.00","$12,232,203.00",$0.00,"$16,891,029.00",72.42%,"$4,658,827.00"
321000011374,Knowledge and Power Preparatory Academy International High School (KAPPA),10X374,"$3,650,401.00","$3,650,401.00",$0.00,100.00%,"$338,081.00","$1,036,252.00","$5,024,734.00","$5,024,734.00",$0.00,"$6,561,944.00",76.57%,"$1,537,210.00"
321000010382,"Elementary School for Math, Science, and Technology",10X382,"$2,152,812.00","$2,152,812.00",$0.00,100.00%,"$338,081.00","$657,367.00","$3,148,260.00","$3,148,260.00",$0.00,"$4,949,917.00",63.60%,"$1,801,657.00"
321000010386,School for Environmental Citizenship,10X386,"$3,054,697.00","$3,054,697.00",$0.00,100.00%,"$338,081.00","$921,166.00","$4,313,945.00","$4,313,945.00",$0.00,"$8,870,035.00",48.64%,"$4,556,090.00"
321000010390,M.S. 390,10X390,"$4,317,240.00","$4,317,240.00",$0.00,100.00%,"$338,081.00","$1,209,427.00","$5,864,749.00","$5,864,749.00",$0.00,"$9,242,566.00",63.45%,"$3,377,817.00"
321000010391,The Angelo Patri Middle School,10X391,"$3,906,704.00","$3,906,704.00",$0.00,100.00%,"$338,081.00","$1,138,022.00","$5,382,807.00","$5,382,807.00",$0.00,"$9,210,991.00",58.44%,"$3,828,184.00"
321000010396,P.S. 396,10X396,"$1,842,561.00","$1,842,560.00",$0.00,100.00%,"$338,081.00","$516,173.00","$2,696,814.00","$2,696,814.00",$0.00,"$10,878,262.00",24.79%,"$8,181,448.00"
321000011397,English Language Learners and International Support Preparatory Academy (ELLIS),10X397,"$3,182,862.00","$3,182,862.00",$0.00,100.00%,"$338,081.00","$1,015,785.00","$4,536,728.00","$4,536,728.00",$0.00,"$6,210,325.00",73.05%,"$1,673,597.00"
321000011433,High School for Teaching and the Professions,10X433,"$4,287,605.00","$4,287,605.00",$0.00,100.00%,"$338,081.00","$1,087,479.00","$5,713,165.00","$5,713,165.00",$0.00,"$9,192,529.00",62.15%,"$3,479,363.00"
321000011434,Belmont Preparatory High School,10X434,"$3,636,233.00","$3,574,096.00",$0.00,101.74%,"$338,081.00","$1,071,049.00","$5,045,363.00","$4,965,819.00",$0.00,"$6,993,546.00",72.14%,"$1,948,183.00"
321000011437,Fordham High School for the Arts,10X437,"$3,426,045.00","$3,426,045.00",$0.00,100.00%,"$338,081.00","$837,530.00","$4,601,655.00","$4,601,655.00",$0.00,"$6,863,106.00",67.05%,"$2,261,451.00"
321000011438,Fordham Leadership Academy,10X438,"$4,074,186.00","$4,074,186.00",$0.00,100.00%,"$338,081.00","$1,028,024.00","$5,440,290.00","$5,440,290.00",$0.00,"$7,583,495.00",71.74%,"$2,143,205.00"
321000011439,Bronx High School for Law and Community Service,10X439,"$4,220,357.00","$4,220,357.00",$0.00,100.00%,"$338,081.00","$1,174,578.00","$5,733,016.00","$5,733,016.00",$0.00,"$8,188,436.00",70.01%,"$2,455,420.00"
321000011440,Dewitt Clinton High School,10X440,"$10,171,817.00","$10,171,817.00",$0.00,100.00%,"$338,081.00","$2,292,988.00","$12,802,886.00","$12,802,886.00",$0.00,"$19,567,283.00",65.43%,"$6,764,397.00"
321000011442,"Celia Cruz Bronx High School of Music, The",10X442,"$4,485,224.00","$4,485,224.00",$0.00,100.00%,"$338,081.00","$1,256,487.00","$6,079,792.00","$6,079,792.00",$0.00,"$7,845,357.00",77.50%,"$1,765,565.00"
321000011445,The Bronx High School of Science,10X445,"$24,279,103.00","$24,279,103.00",$0.00,100.00%,"$338,081.00","$5,877,486.00","$30,494,670.00","$30,494,670.00",$0.00,"$32,183,261.00",94.75%,"$1,688,591.00"
321000010447,Creston Academy,10X447,"$5,335,086.00","$5,335,086.00",$0.00,100.00%,"$338,081.00","$1,477,132.00","$7,150,299.00","$7,150,299.00",$0.00,"$9,431,382.00",75.81%,"$2,281,083.00"
321000011477,Marble Hill High School for International Studies,10X477,"$3,940,336.00","$3,940,336.00",$0.00,100.00%,"$338,081.00","$1,140,872.00","$5,419,289.00","$5,419,289.00",$0.00,"$7,623,818.00",71.08%,"$2,204,529.00"
321000011524,Crotona International High School,10X524,"$3,716,458.00","$3,716,458.00",$0.00,100.00%,"$338,081.00","$875,346.00","$4,929,886.00","$4,929,886.00",$0.00,"$5,921,916.00",83.25%,"$992,030.00"
321000011546,Bronx Theatre High School,10X546,"$2,802,786.00","$2,802,786.00",$0.00,100.00%,"$338,081.00","$856,211.00","$3,997,078.00","$3,997,078.00",$0.00,"$6,101,594.00",65.51%,"$2,104,516.00"
321000011549,Discovery High School,10X549,"$4,328,646.00","$4,328,646.00",$0.00,100.00%,"$338,081.00","$913,755.00","$5,580,482.00","$5,580,482.00",$0.00,"$8,154,698.00",68.43%,"$2,574,216.00"
321000011565,High School for Energy and Technology,10X565,"$4,947,216.00","$4,947,216.00",$0.00,100.00%,"$338,081.00","$1,184,723.00","$6,470,021.00","$6,470,021.00",$0.00,"$8,401,650.00",77.01%,"$1,931,630.00"
321000011696,High School of American Studies at Lehman College,10X696,"$3,674,634.00","$3,278,310.00",$0.00,112.09%,"$338,081.00","$1,150,474.00","$5,163,188.00","$4,655,839.00",$0.00,"$6,494,583.00",79.50%,"$1,331,394.00"
300000000010,Pre-K Center District 10,10XP10,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
321100010016,P.S. 016 Wakefield,11X016,"$2,051,131.00","$2,051,131.00",$0.00,100.00%,"$338,081.00","$634,323.00","$3,023,536.00","$3,023,536.00",$0.00,"$6,620,552.00",45.67%,"$3,597,016.00"
321100010019,P.S. 019 Judith K. Weiss,11X019,"$5,524,479.00","$5,524,479.00",$0.00,100.00%,"$338,081.00","$1,568,204.00","$7,430,764.00","$7,430,764.00",$0.00,"$10,171,405.00",73.06%,"$2,740,641.00"
321100010021,P.S. 021 Philip H. Sheridan,11X021,"$4,014,971.00","$4,014,971.00",$0.00,100.00%,"$338,081.00","$1,179,264.00","$5,532,316.00","$5,532,316.00",$0.00,"$9,877,361.00",56.01%,"$4,345,045.00"
321100010041,P.S. 041 Gun Hill Road,11X041,"$5,594,008.00","$5,594,008.00",$0.00,100.00%,"$338,081.00","$1,564,173.00","$7,496,262.00","$7,496,262.00",$0.00,"$12,135,671.00",61.77%,"$4,639,409.00"
