Number Tested,Mean Scale Score
35195,406.6657381615599
48892,433.4908675799087
24553,428.2850122850123
10758,399.04609929078015
31006,418.8490566037736
113632,421.1031055900621
16954,418.81232492997196
29951,444.9964476021314
20738,431.6783042394015
10867,407.38770053475935
41282,400.73389355742296
22963,443.84517766497464
85056,417.33519553072625
14383,393.60689655172416
27857,406.5380434782609
38150,441.326139088729
43706,415.7511415525114
85560,413.1555834378921
23016,402.09090909090907
36803,421.34013605442175
27648,408.00773195876286
34647,415.01946472019466
12546,394.8167330677291
16637,411.9822485207101
39167,410.5456989247312
8362,405.5189393939394
12945,406.22222222222223
7532,395.26267281105993
16754,425.4423076923077
53932,401.94505494505495
58289,409.4789473684211
58220,422.8452914798206
81255,416.48191214470285
52375,422.6723684210526
11064,431.0146627565982
23890,398.1651865008881
44670,415.2583518930958
31007,416.69789227166274
30421,421.44761904761907
17865,392.3719512195122
8001,449.9432624113475
50129,417.19089759797725
42671,423.6862068965517
42981,424.0414746543779
24095,408.6913946587537
32042,436.2653562653563
23742,430.59619952494063
44160,436.6221198156682
82378,425.072972972973
9238,399.6043165467626
63751,433.9086859688196
47679,407.9449541284404
29086,411.77329974811084
55297,411.65726681127984
47739,402.7792642140468
77631,427.0997566909976
17678,396.9028213166144
50494,418.94978165938863
19791,402.4220779220779
21101,437.1437125748503
42060,424.33257403189066
31765,394.17098445595855
68712,429.8381374722838
22221,419.6801007556675
38479,425.6767441860465
35781,416.52640545144806
28313,405.03438395415475
12139,416.6521739130435
16104,503.63425925925924
14245,429.3342696629214
14114,424.4590163934426
15158,409.32764505119457
19871,394.1307847082495
15821,396.0329457364341
27089,401.4438040345821
14637,396.4124087591241
18824,411.5860349127182
27984,430.21149425287354
22105,403.39823008849555
17738,404.979797979798
45413,419.0406091370558
19796,396.20461095100865
25692,422.5940366972477
42160,420.65042372881356
21114,416.1462686567164
25321,420.2493827160494
13992,404.18461538461537
43904,425.546365914787
15970,433.52930402930406
36795,429.76978417266184
41659,414.8874680306905
75442,447.85850340136057
27809,422.28900255754473
26228,400.1693989071038
28621,413.5571428571429
83927,426.17062937062934
9884,413.23460410557186
33605,438.57608695652175
4593,434.7753303964758
23274,404.8728813559322
48357,430.508356545961
80038,414.0859375
25180,423.57808857808857
20013,406.87987012987014
18101,415.3121951219512
54680,433.95799676898224
20470,386.0258064516129
51575,428.61147902869754
8853,469.28225806451616
19277,395.9431137724551
43254,441.004914004914
28471,430.073732718894
42022,427.5913043478261
43732,425.02830188679246
17832,395.41492537313434
18724,384.7068965517241
12965,426.2145328719723
25589,436.85215053763443
6876,395.1434262948207
21973,437.92676767676767
17442,445.7345132743363
22366,404.5776397515528
10789,404.69871794871796
17883,412.811797752809
25748,417.0419161676647
22286,433.2950310559006
32247,409.33984375
33360,410.456
43918,417.1155462184874
35301,427.06904231625833
15848,395.996632996633
20164,395.11560693641616
9592,384.25396825396825
84005,403.622009569378
34147,431.51650943396226
26879,398.65625
13457,402.93659942363115
11952,402.7905405405405
11944,411.63295880149815
38525,422.2859424920128
7015,425.12355212355214
40191,415.6024691358025
64603,419.65903890160183
26368,412.4183976261128
12316,394.8568281938326
5233,443.23275862068965
34509,401.5891891891892
6454,385.18823529411765
53546,432.4104882459313
10719,394.3235294117647
15243,409.5
21857,402.5496894409938
39546,409.22926829268295
53350,421.5109649122807
26412,402.27733333333333
31028,429.3229166666667
21238,424.0857142857143
65095,425.8100558659218
9512,413.7808219178082
14509,412.7986348122867
30338,420.0592105263158
19655,431.3053221288515
10324,392.32758620689657
15118,382.85530546623795
30715,397.49117647058824
24606,409.16766467065867
28271,445.1246819338422
21986,411.2268656716418
29696,435.6520737327189
37122,418.487414187643
6714,394.896265560166
14545,408.0124223602484
27319,412.9537712895377
56783,424.78504672897196
28467,426.16389548693587
16044,403.064308681672
52580,403.0610687022901
16567,410.4507936507936
34350,435.34731934731934
24801,425.6209476309227
19517,404.6181818181818
37728,426.5712290502793
30954,431.0673076923077
24068,425.05515587529976
36246,430.22381635581064
30893,427.8426724137931
12655,341.74631268436576
33443,385.1900684931507
51729,428.21398305084745
26667,439.7360774818402
15864,427.1907356948229
68052,418.41330166270785
43453,435.5181102362205
19973,412.0330578512397
20247,443.9208443271768
22323,397.53333333333336
46812,435.30512249443206
29461,433.4680365296804
18032,420.6747663551402
12457,406.3771626297578
33030,424.43446601941747
32928,433.34090909090907
71557,430.4886363636364
42191,423.40235294117645
20160,409.187134502924
16253,397.4384236453202
11872,402.89966555183946
37820,412.50334075723833
23209,414.53199268738575
12865,414.19344262295084
46321,410.2662440570523
39656,420.4581280788177
37561,412.4043062200957
28041,396.5989492119089
23717,440.693094629156
23930,435.85353535353534
21659,400.63617463617464
38634,445.63774733637746
33127,429.4430693069307
13170,438.1206434316354
46897,428.42657342657344
29036,452.39622641509436
18874,403.24362606232296
24777,400.0907473309609
35702,403.8051575931232
64415,425.47305389221555
4779,405.6388888888889
16051,426.71232876712327
4327,404.07103825136613
34248,421.65406162464984
10428,417.8131868131868
22719,430.10858585858585
36272,418.9436325678497
6465,394.47528517110266
19733,413.1088082901554
38959,401.8295165394402
16985,435.6845637583893
24828,411.41640378548897
40293,404.84328358208955
36521,440.9757281553398
10149,404.2218181818182
28902,424.314606741573
10338,404.44404332129966
19150,411.39940828402365
17511,412.1639871382637
19113,426.9682151589242
20612,425.69928400954655
36235,444.1097256857855
42538,426.6493827160494
29052,408.94586894586894
61338,421.8805309734513
16471,393.3395061728395
17579,419.0966057441253
19504,378.69850746268656
31640,420.4974226804124
41512,449.0068181818182
26892,420.4864864864865
55736,431.34331797235023
11993,442.3323943661972
49574,427.7435294117647
45706,417.3
38415,411.2143950995406
92334,429.074213836478
24222,417.5736961451247
3802,520.8279569892474
72568,430.24078947368423
39417,421.43230016313214
16099,408.13666666666666
28517,433.7604938271605
36801,424.27437325905294
18424,416.04896907216494
26814,401.07068607068607
35894,431.60663507109007
28245,417.87224669603523
12900,438.76553672316385
10854,382.6968503937008
15665,436.8264462809917
65381,406.7017804154303
24549,423.7869249394673
36365,412.8938679245283
39475,432.44419642857144
27548,426.00224215246635
51250,423.19522776572666
20292,413.13988095238096
36117,420.20027063599457
31082,417.6853448275862
29182,435.9187817258883
12760,394.453125
38615,435.86830357142856
23031,412.0848806366048
17747,388.3887043189369
17618,402.84012539184954
54804,424.524699599466
74243,435.4866310160428
67186,421.3802521008403
53363,429.39467849223945
64193,430.3966480446927
16491,404.4981549815498
24190,422.5011600928074
27338,429.32361516034985
64587,436.1360153256705
10748,411.0120481927711
25627,437.92457420924575
29875,417.92927864214994
25026,409.9616368286445
21312,408.9651898734177
4709,386.5208333333333
6674,428.010101010101
7467,400.5349794238683
23862,424.2083333333333
10626,422.08304498269894
30316,398.4831168831169
37686,435.20142180094786
33803,445.3575
25506,403.0283505154639
20395,410.7426900584795
9809,454.3595041322314
38978,433.0740740740741
27099,421.80047505938245
31179,437.8812351543943
42724,422.4112554112554
8205,411.30044843049325
24487,424.6722222222222
17320,418.9685714285714
14602,363.51147540983607
15537,458.71556886227546
14346,406.6441947565543
2840,378.0124223602484
17430,405.6044303797468
9333,454.13709677419354
14039,402.1986301369863
14106,388.3382899628253
27789,411.2785515320334
16096,411.33012820512823
18986,437.5869565217391
63805,407.6392694063927
18352,410.0479233226837
37114,406.4943820224719
4734,389.8557692307692
27638,403.3467889908257
15563,408.168284789644
20955,410.17534246575343
26245,440.7263157894737
25304,418.1246105919003
16588,423.32216494845363
8878,394.92907801418437
7204,390.4864864864865
9160,401.7732342007435
14480,415.91898148148147
22561,429.52785145888595
32513,400.4347826086956
20852,347.32987012987013
10748,406.9932432432432
17620,383.67713004484307
6216,389.4298245614035
27468,404.83425414364643
37578,429.0622009569378
13552,417.9950495049505
13570,445.0443686006826
48573,435.97037037037035
20702,356.9
10452,386.5066225165563
15886,405.60771704180064
33690,435.98425196850394
9629,393.9469696969697
25553,404.9234693877551
26780,407.7608142493639
23907,407.01424501424503
17172,449.2944444444444
20194,419.4916864608076
6386,546.4634146341464
16350,399.41641337386017
28320,442.281179138322
2783,509.0
16615,352.5734597156398
7935,397.5163636363636
22217,425.6406685236769
24801,418.6830985915493
11749,405.5424836601307
9496,405.19028340080973
9454,400.40551181102364
16332,408.3914590747331
8802,472.82442748091603
35695,413.4846292947559
43021,418.81885856079407
32420,409.7244094488189
8442,524.5144230769231
14098,409.78930817610063
28778,436.01960784313724
52081,425.6030245746692
1900,511.203125
1754,506.91525423728814
30520,420.656
22303,420.2536231884058
17957,427.86578947368423
47682,421.52491103202846
38612,421.70866141732284
11177,417.1480263157895
20630,456.3953488372093
23601,408.1702702702703
14815,447.5472972972973
5912,450.1674008810573
24136,422.3754266211604
24095,441.9945652173913
38650,414.1575
2209,507.4605263157895
14173,451.6330275229358
92267,424.17176470588237
35696,403.8849104859335
23345,419.3920187793427
37269,427.8132387706856
24937,430.1191011235955
59862,417.28036175710594
31435,416.1011235955056
91277,416.8406862745098
39004,422.30337078651684
28385,425.7416879795396
30393,419.66898954703834
37811,411.83676703645006
2779,379.6875
32983,395.35752688172045
24105,394.1580459770115
18968,403.0021186440678
31459,430.96190476190475
35286,409.019801980198
30033,426.88197767145135
85368,428.5169902912621
60587,429.9852289512555
40759,419.6444780635401
80349,453.99343185550083
10255,398.92897727272725
23014,395.20284697508896
46871,425.8683431952663
46285,423.3512658227848
20585,421.574
23656,436.2104430379747
59291,418.6125186289121
26090,398.41616766467064
34727,426.52566096423016
36781,426.31534090909093
29169,423.368992248062
50676,451.80887372013655
26744,406.49196787148594
16609,405.75399361022363
24558,451.1695804195804
34403,393.09714285714284
24136,410.34851485148516
44734,405.72032520325206
37259,407.71941272430666
31255,431.5
41155,429.21417797888387
47214,406.65415986949426
32891,414.0185873605948
89321,415.95959595959596
27706,423.3018867924528
52677,410.2197962154294
12165,424.14606741573033
43233,413.85091743119267
20305,429.5895061728395
31260,429.3003246753247
29256,415.25274725274727
37952,418.9845360824742
41895,412.24444444444447
4583,514.1304347826087
15929,426.4144736842105
4615,441.62745098039215
8573,440.3076923076923
21366,409.7289719626168
58046,409.16596931659694
23313,441.7922077922078
24177,427.40419947506564
35703,425.49394673123487
23248,429.02403846153845
5574,561.1176470588235
25056,452.485254691689
22717,420.2608695652174
14173,434.4124513618677
20334,415.3514851485148
47834,423.97241379310344
5271,389.44871794871796
17481,462.0647482014389
12881,400.8974358974359
7440,385.7056451612903
6339,419.4255319148936
68524,421.96311475409834
5256,455.93854748603354
6520,443.3480392156863
11605,448.04334365325076
10533,406.9032258064516
2573,553.1011235955057
67000,454.63824884792626
18930,401.86392405063293
19955,410.133676092545
2125,501.85
10918,442.89122807017543
25983,393.8333333333333
35518,413.8937644341801
9307,433.55555555555554
24717,434.3860465116279
38099,418.6919315403423
15014,435.6263736263736
22304,393.4016620498615
3009,565.9306930693069
32519,407.6472081218274
25407,398.10364145658264
2023,505.13235294117646
23597,416.8348909657321
36004,425.5802752293578
5067,458.75986842105266
15565,421.6457564575646
18826,476.2533632286995
54854,428.47638326585695
3034,422.90055248618785
6546,523.7869822485208
46624,419.24418604651163
31757,458.71194762684127
8765,499.7420494699647
14851,526.6984126984127
2129,435.18243243243245
4354,465.747311827957
13911,440.3411764705882
6990,449.0537634408602
30084,461.9802761341223
44782,402.4673366834171
33594,433.16584158415844
43730,425.79918032786884
11306,424.64944649446494
21908,423.75584415584416
20087,406.36036036036035
35108,409.61654135338347
6263,402.55555555555554
3398,529.1888888888889
3165,382.7826086956522
7527,555.3128834355829
7709,421.05379746835445
90132,456.72361809045225
23143,439.22888283378745
40511,412.20357941834453
13215,461.8577235772358
7603,425.4078014184397
24957,435.25479452054793
35429,430.4769503546099
19596,405.36389684813753
4430,406.53846153846155
41791,420.12698412698415
23598,366.94170403587447
4898,527.4093567251462
628,453.5833333333333
24938,431.7027972027972
31107,440.57244655581945
19111,419.5847176079734
4955,547.1808510638298
26900,421.27522935779814
28562,427.5090180360721
2898,546.8602150537635
19064,394.3086053412463
152488,433.2026431718062
40912,441.95454545454544
2426,532.3733333333333
3498,553.7642276422764
58396,424.4901960784314
15855,406.3828382838284
25589,430.8793565683646
16346,447.1297071129707
65866,411.9765258215962
7335,519.7171717171717
27759,442.4397905759162
7149,535.6269841269841
22695,410.8342696629214
5263,549.4860335195531
22451,415.7250859106529
16533,451.1331168831169
40137,428.2148148148148
236,506.125
20201,422.9845679012346
24338,403.65204678362574
37960,417.0572207084469
76094,423.2015503875969
3917,420.80930232558137
2236,548.4761904761905
33496,430.05764966740577
20987,402.1466275659824
12010,411.359477124183
9889,464.3333333333333
4946,424.73251028806584
20532,431.6798941798942
5139,543.9826086956522
580,436.25
17019,410.88793103448273
63353,408.0869565217391
13707,423.8907284768212
7681,414.5242290748899
28666,424.8689655172414
10978,418.4858934169279
13130,385.47648902821317
11539,407.9493670886076
22040,408.7406340057637
14261,426.71290322580643
31926,424.53995157384986
10906,405.20905923344947
21050,419.673835125448
31289,405.0736040609137
29564,441.4794117647059
2773,406.7310344827586
19087,427.6259351620948
25901,441.31724137931036
19821,423.46633416458855
18715,414.44
16032,457.14864864864865
23573,410.96378830083563
16823,515.4567901234568
15191,411.1437125748503
12546,399.53956834532374
22982,433.9767441860465
25236,431.92051282051284
19152,430.56368563685635
13275,483.72592592592594
7699,404.7432950191571
6170,539.1543209876543
11155,421.9580152671756
8264,421.7586206896552
16387,437.0485074626866
23136,436.76880222841226
19868,447.2893890675241
