School Name,Number Tested,Mean Scale Score
MADIBA PREP MIDDLE SCHOOL,13733,414.0204081632653
"MAGNET SCHOOL OF MATH, SCIENCE AND DESIGN TECHNOLO",38231,439.83529411764704
MANHATTAN CHARTER SCHOOL,1598,395.5357142857143
MANHATTAN CHARTER SCHOOL II,734,445.2352941176471
MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED,102697,450.2155963302752
MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,41196,429.0746987951807
MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,10854,437.7132867132867
MERRICK ACADEMY - QUEENS PUBLIC CHARTER SCHOOL,3478,374.8709677419355
METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,24672,406.78024691358024
METROPOLITAN LIGHTHOUSE CHARTER SCHOOL,3312,406.7692307692308
MIDDLE SCHOOL 322,31016,402.56473829201104
MIDDLE SCHOOL FOR ART AND PHILOSOPHY,19167,399.3503184713376
MIDDLE VILLAGE PREP CHARTER SCHOOL,2806,423.6470588235294
MILTON FEIN SCHOOL,41309,426.41309255079005
MOSAIC PREPARATORY ACADEMY,9389,391.27464788732397
MOTT HALL BRIDGES ACADEMY,15316,402.452296819788
MOTT HALL CHARTER SCHOOL,2832,387.12
MOTT HALL COMMUNITY SCHOOL,26635,413.5773955773956
MOTT HALL II,25712,422.55172413793105
MOTT HALL III,31631,423.02168021680217
MOTT HALL IV,8822,388.8168316831683
MOTT HALL V,24528,389.80054644808746
MOTT HAVEN ACADEMY CHARTER SCHOOL,2179,419.4
MOUNT EDEN CHILDREN'S ACADEMY,10329,476.4144144144144
MS 936 ARTS OFF 3RD,8066,521.7011494252873
MUSCOTA,9757,436.5496894409938
NAPLES STREET ELEMENTARY SCHOOL,6039,547.6220930232558
NEIGHBORHOOD CHARTER SCHOOL OF HARLEM,1900,486.9
NEIGHBORHOOD SCHOOL,2885,377.25748502994014
NEW 2021 D.24 MS IN BUILDING Q419,2204,434.72727272727275
NEW AMERICAN ACADEMY CHARTER SCHOOL,1052,476.0
NEW BRIDGES ELEMENTARY,9847,465.6578947368421
NEW DESIGN MIDDLE SCHOOL,14211,380.6735395189003
"NEW EXPLORATIONS INTO SCIENCE, TECHNOLOGY AND MATH",50876,462.83556405353727
NEW HEIGHTS ACADEMY CHARTER SCHOOL,5334,379.9714285714286
NEW HEIGHTS MIDDLE SCHOOL,21598,412.99380804953563
NEW MILLENNIUM BRONX ACADEMY OF THE ARTS,18680,396.62330623306235
NEW PATHWAYS ACADEMY,5524,539.9107142857143
NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,39991,430.51908396946567
NEW WORLD PREPARATORY CHARTER SCHOOL,4950,395.2068965517241
NEW YORK CITY ACADEMY FOR DISCOVERY,18438,416.8081841432225
NEW YORK CITY CHARTER SCHOOL OF THE ARTS,932,532.3333333333334
NEW YORK CITY LAB MIDDLE SCHOOL FOR COLLABORATIVE,40710,451.3655352480418
NEW YORK CITY MONTESSORI CHARTER SCHOOL,1296,399.2857142857143
NEW YORK FRENCH AMERICAN CHARTER SCHOOL,1566,399.82142857142856
NORMA ADAMS CLEMONS ACADEMY,32377,410.70976253298153
NORTH BRONX SCHOOL OF EMPOWERMENT,32426,406.4858611825193
OCEAN HILL COLLEGIATE CHARTER SCHOOL,3288,398.0344827586207
ONE WORLD MIDDLE SCHOOL AT EDENWALD,29645,405.95652173913044
OUR WORLD NEIGHBORHOOD CHARTER SCHOOL,6274,398.57142857142856
P. S. 62 - CHESTER PARK SCHOOL,44103,425.8348416289593
P.S. /I.S. 384 FRANCES E. CARTER,28191,394.1177536231884
P.S. 001 ALFRED E. SMITH,15928,420.1717948717949
P.S. 001 COURTLANDT SCHOOL,24639,396.0029761904762
P.S. 001 THE BERGEN,51158,417.58133971291863
P.S. 001 TOTTENVILLE,22388,423.7983651226158
P.S. 002 ALFRED ZIMBERG,30665,430.57142857142856
P.S. 002 MEYER LONDON,27160,432.24661246612465
P.S. 003 CHARRETTE SCHOOL,28575,440.2083333333333
P.S. 003 THE BEDFORD VILLAGE,15073,391.2668810289389
P.S. 003 THE MARGARET GIOIOSA SCHOOL,43473,434.6840731070496
P.S. 004 DUKE ELLINGTON,26027,406.8368983957219
P.S. 004 MAURICE WOLLIN,34692,431.550505050505
P.S. 005 DR. RONALD MCNAIR,6403,394.3130841121495
P.S. 005 ELLEN LURIE,25603,400.4739726027397
P.S. 005 HUGUENOT,9800,458.98490566037736
P.S. 006 LILLIE D. BLAKE,29203,452.0157068062827
P.S. 006 WEST FARMS,20711,401.8673139158576
P.S. 007 ABRAHAM LINCOLN,42020,408.5612009237875
P.S. 007 LOUIS F. SIMEONE,38820,461.919298245614
P.S. 007 SAMUEL STERN,17290,402.74110671936756
P.S. 008 ISAAC VARIAN,49519,413.41834451901565
P.S. 008 LUIS BELLIARD,19325,410.97712418300654
P.S. 009 SARAH ANDERSON,27199,443.990171990172
P.S. 011 HIGHBRIDGE,29096,400.5777777777778
P.S. 011 KATHRYN PHELAN,65423,428.4339963833635
P.S. 011 PURVIS J. BEHAN,30820,436.74184782608694
P.S. 011: THE SARAH J. GARNET ELEMENTARY SCHOOL,39987,438.2860411899313
P.S. 012 JAMES B. COLGATE,61018,433.6285046728972
P.S. 013 CLEMENT C. MOORE,73914,428.02207505518766
P.S. 013 M. L. LINDEMEYER,42198,425.1163793103448
P.S. 013 ROBERTO CLEMENTE,16644,396.11803278688524
P.S. 014 FAIRVIEW,89659,410.29464285714283
P.S. 015 JACKIE ROBINSON,17672,423.07540983606555
P.S. 015 PATRICK F. DALY,11837,418.1194029850746
P.S. 015 ROBERTO CLEMENTE,5046,407.1386554621849
P.S. 016 JOHN J. DRISCOLL,27426,388.2205128205128
P.S. 016 LEONARD DUNKLY,7644,393.90458015267177
P.S. 016 WAKEFIELD,18550,405.3841642228739
P.S. 017 HENRY D. WOODWORTH,12022,413.580547112462
P.S. 017 HENRY DAVID THOREAU,24015,415.2324561403509
P.S. 018 EDWARD BUSH,5444,409.0779220779221
P.S. 018 JOHN G. WHITTIER,22878,410.4719101123595
P.S. 018 JOHN PETER ZENGER,23336,405.64102564102564
P.S. 018 PARK TERRACE,18777,375.01354401805867
P.S. 018 WINCHESTER,25362,441.19642857142856
P.S. 019 JUDITH K. WEISS,33354,427.9865067466267
P.S. 019 MARINO JEANTET,94854,420.5880893300248
P.S. 019 THE CURTIS SCHOOL,26551,412.2543209876543
P.S. 020 ANNA SILVER,19191,408.22454308093995
P.S. 020 CLINTON HILL,14659,431.5743440233236
P.S. 020 JOHN BOWNE,63339,434.0286975717439
P.S. 020 PORT RICHMOND,21485,398.01149425287355
P.S. 021 CRISPUS ATTUCKS,22111,425.19344262295084
P.S. 021 EDWARD HART,65470,436.8473451327434
P.S. 021 PHILIP H. SHERIDAN,32933,402.831550802139
P.S. 022 GRANITEVILLE,48761,415.3784355179704
P.S. 022 THOMAS JEFFERSON,40385,441.1545667447307
P.S. 023 CARTER G. WOODSON,8912,409.7972027972028
P.S. 023 RICHMONDTOWN,24954,440.57372654155495
P.S. 023 THE NEW CHILDREN'S SCHOOL,20068,389.091743119266
P.S. 024,27704,403.7067039106145
P.S. 024 ANDREW JACKSON,56956,441.1452380952381
P.S. 024 SPUYTEN DUYVIL,38593,431.58992805755395
P.S. 025 BILINGUAL SCHOOL,15079,409.3789808917197
P.S. 025 EUBIE BLAKE SCHOOL,3587,379.03389830508473
P.S. 026 JESSE OWENS,7692,422.39299610894943
P.S. 026 RUFUS KING,30565,439.36511627906975
P.S. 026 THE CARTERET SCHOOL,9153,439.514367816092
P.S. 028 MOUNT HOPE,28001,413.34897360703815
P.S. 028 WRIGHT BROTHERS,29641,408.69973890339423
P.S. 029 BARDWELL,33923,427.0420560747664
P.S. 029 JOHN M. HARRIGAN,30703,438.2762148337596
P.S. 029 QUEENS,35203,423.04587155963304
P.S. 030 HERNANDEZ/HUGHES,8433,386.3085501858736
P.S. 030 WESTERLEIGH,37748,432.1626794258373
P.S. 030 WILTON,22849,401.0762711864407
P.S. 031 BAYSIDE,23101,438.07744874715263
P.S. 031 SAMUEL F. DUPONT,20255,438.6058201058201
P.S. 031 WILLIAM T. DAVIS,17710,390.95061728395063
P.S. 032 BELMONT,33405,410.32311977715875
P.S. 032 SAMUEL MILLS SPROLE,15821,435.6373056994819
P.S. 032 STATE STREET,46297,441.7550561797753
P.S. 032 THE GIFFORD SCHOOL,33093,432.22251308900525
P.S. 033 CHELSEA PREP,25783,440.349537037037
P.S. 033 EDWARD M. FUNK,47319,420.5162601626016
P.S. 033 TIMOTHY DWIGHT,44550,407.3421052631579
P.S. 034 FRANKLIN D. ROOSEVELT,17424,393.60084925690023
P.S. 034 JOHN HARVARD,26667,423.454094292804
P.S. 034 OLIVER H. PERRY,16658,433.61607142857144
P.S. 035 FRANZ SIEGEL,28799,406.0989010989011
P.S. 035 NATHANIEL WOODHULL,30348,414.7920353982301
P.S. 036 J. C. DRUMGOOLE,38401,435.97340425531917
P.S. 036 MARGARET DOUGLAS,13898,403.3365079365079
P.S. 036 SAINT ALBANS SCHOOL,18945,415.89506172839504
P.S. 036 UNIONPORT,33186,426.82142857142856
P.S. 038 GEORGE CROMWELL,16616,430.48148148148147
P.S. 038 ROSEDALE,9098,429.71535580524346
P.S. 038 THE PACIFIC,18714,434.01237623762376
P.S. 039 HENRY BRISTOW,13611,436.73993808049534
P.S. 040 AUGUSTUS SAINT-GAUDENS,26721,446.78350515463916
P.S. 040 GEORGE W. CARVER,11564,419.2922077922078
P.S. 040 SAMUEL HUNTINGTON,19974,407.55649717514126
P.S. 041 CROCHERON,24885,446.9671717171717
P.S. 041 FRANCIS WHITE,22930,388.0043956043956
P.S. 041 GREENWICH VILLAGE,29820,445.112
P.S. 041 GUN HILL ROAD,39977,406.2055555555556
P.S. 042 BENJAMIN ALTMAN,31317,447.4418604651163
P.S. 042 CLAREMONT,15377,396.6857142857143
P.S. 042 ELTINGVILLE,47849,436.0289855072464
P.S. 043,47174,393.11764705882354
P.S. 043 JONAS BRONCK,16591,413.7147766323024
P.S. 044 DAVID C. FARRAGUT,9204,399.1358490566038
P.S. 044 MARCUS GARVEY,5284,392.79234972677597
P.S. 044 THOMAS C. BROWN,34124,397.08376963350787
P.S. 045 CLARENCE WITHERSPOON,12673,393.3545454545455
P.S. 045 JOHN TYLER,42320,417.8333333333333
P.S. 046 ALBERT V. MANISCALCO,12280,399.6972972972973
P.S. 046 ALLEY POND,26127,442.2237762237762
P.S. 046 ARTHUR TAPPAN,36493,384.58875219683654
P.S. 046 EDGAR ALLAN POE,50939,399.3048780487805
P.S. 046 EDWARD C. BLUM,10711,406.51535836177476
P.S. 047 CHRIS GALAS,9120,428.5079365079365
P.S. 047 JOHN RANDOLPH,50170,401.99313501144167
P.S. 048 JOSEPH R. DRAKE,29541,389.30812324929974
P.S. 048 MAPLETON,27990,427.41037735849056
P.S. 048 P.O. MICHAEL J. BUCZEK,21078,406.6369230769231
P.S. 048 WILLIAM G. WILCOX,52602,440.5184
P.S. 049 DOROTHY BONAWIT KOLE,72208,432.962962962963
P.S. 049 WILLIS AVENUE,25101,412.40672782874617
P.S. 050 FRANK HANKINSON,38749,444.79468599033817
P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL,34870,424.45995423340963
P.S. 051 ELIAS HOWE,14300,426.3012987012987
P.S. 052 JOHN C. THOMPSON,24814,427.76555023923447
P.S. 052 QUEENS,18496,408.4634920634921
P.S. 052 SHEEPSHEAD BAY,37471,424.97033898305085
P.S. 053 BASHEER QUISIM,53014,420.80445544554453
P.S. 054 CHARLES W. LENG,37797,433.5132158590308
P.S. 054 HILLSIDE,25885,415.53956834532374
P.S. 054 SAMUEL C. BARNES,5336,383.01913875598086
P.S. 055 BENJAMIN FRANKLIN,24850,387.5828220858896
P.S. 055 HENRY M. BOEHM,28398,430.73389355742296
P.S. 055 MAURE,20351,420.66582914572865
P.S. 056 HARRY EICHLER,28617,422.8021739130435
P.S. 056 LEWIS H. LATIMER,7883,419.64528301886793
P.S. 056 NORWOOD HEIGHTS,34647,421.6168831168831
P.S. 057 CRESCENT,20731,394.58092485549133
P.S. 057 HUBERT H. HUMPHREY,28285,403.7243243243243
P.S. 058,18260,396.3101449275362
P.S. 058 THE CARROLL,37037,437.5889423076923
P.S. 059 BEEKMAN HILL INTERNATIONAL,25856,443.0635294117647
P.S. 059 THE COMMUNITY SCHOOL OF TECHNOLOGY,22339,394.5135135135135
P.S. 059 WILLIAM FLOYD,11335,391.961937716263
P.S. 060 ALICE AUSTEN,42277,419.6621315192744
P.S. 060 WOODHAVEN,55636,432.80257510729615
P.S. 061 FRANCISCO OLLER,12925,398.208904109589
P.S. 062 INOCENSIO CASANOVA,26930,410.8548895899054
P.S. 063 AUTHOR'S ACADEMY,19736,413.37931034482756
P.S. 063 OLD SOUTH,62182,428.41614906832297
P.S. 064 JOSEPH P. ADDABBO,30631,422.1411764705882
P.S. 064 ROBERT SIMON,8487,397.63028169014086
P.S. 065,31564,427.3990147783251
P.S. 065 MOTHER HALE ACADEMY,13654,405.4668989547038
P.S. 066 JACQUELINE KENNEDY ONASSIS,22418,434.6247086247086
P.S. 066 SCHOOL OF HIGHER EXPECTATIONS,25648,404.5263157894737
P.S. 067 CHARLES A. DORSEY,8015,385.4761904761905
P.S. 067 MOHEGAN SCHOOL,23794,405.4408284023669
P.S. 068 BRONX,32082,409.51488095238096
P.S. 068 CAMBRIDGE,30749,413.19154228855723
P.S. 069 DANIEL D. TOMPKINS,47474,423.0282608695652
P.S. 069 JACKSON HEIGHTS,57910,432.4318181818182
P.S. 069 JOURNEY PREP SCHOOL,23565,429.743661971831
P.S. 070,42571,425.96724890829694
P.S. 070 MAX SCHOENFELD,55651,404.79234972677597
P.S. 071 FOREST,37899,424.27906976744185
P.S. 071 ROSE E. SCALA,109456,425.77027027027026
P.S. 072 DR. WILLIAM DORNEY,33601,410.7118226600985
P.S. 073 BRONX,27973,384.58484848484846
P.S. 075 EMILY DICKINSON,23609,421.863309352518
P.S. 075 MAYDA CORTIELLA,16946,392.83076923076925
P.S. 076 A. PHILIP RANDOLPH,19277,400.7937219730942
P.S. 076 THE BENNINGTON SCHOOL,48331,409.48729792147805
P.S. 076 WILLIAM HALLET,18960,406.26732673267327
P.S. 078 ANNE HUTCHINSON,36268,404.8119891008174
P.S. 079 FRANCIS LEWIS,49335,439.43636363636364
P.S. 081 ROBERT J. CHRISTEN,24668,429.1601941747573
P.S. 081 THADDEUS STEVENS,11309,400.36301369863014
P.S. 082 HAMMOND,32553,413.125
P.S. 083 DONALD HERTZ,113879,423.2773631840796
P.S. 083 LUIS MUNOZ RIVERA,16947,419.9522471910112
P.S. 084 JOSE DE DIEGO,28747,438.29814814814813
P.S. 084 LILLIAN WEBER,21380,431.0320197044335
P.S. 084 STEINWAY,11253,407.008
P.S. 085 GREAT EXPECTATIONS,42445,397.88022284122565
P.S. 085 JUDGE CHARLES VALLONE,23822,444.47869674185466
P.S. 086 KINGSBRIDGE HEIGHTS,89119,422.73713235294116
P.S. 086 THE IRVINGTON,14927,397.1326530612245
P.S. 087 BRONX,27951,405.0860215053763
P.S. 087 WILLIAM SHERMAN,37488,440.99520383693044
P.S. 088 SENECA,44637,418.0228310502283
P.S. 089 BRONX,83050,412.4234122042341
P.S. 089 CYPRESS HILLS,24760,401.9154929577465
P.S. 090 HORACE MANN,37752,425.1791383219955
P.S. 091 BRONX,28583,408.92287917737787
P.S. 091 RICHARD ARKWRIGHT,35359,415.81310679611653
P.S. 091 THE ALBANY AVENUE SCHOOL,13019,389.078125
P.S. 092 ADRIAN HEGEMAN,17444,408.5029069767442
P.S. 092 HARRY T. STEWART SR.,41636,411.95767195767195
P.S. 092 MARY MCLEOD BETHUNE,8378,402.07984790874525
P.S. 093 ALBERT G. OLIVER,13409,408.8317757009346
P.S. 093 WILLIAM H. PRESCOTT,7942,392.3930131004367
P.S. 094 DAVID D. PORTER,17020,432.77111716621255
P.S. 094 KINGS COLLEGE SCHOOL,55668,399.1523178807947
P.S. 094 THE HENRY LONGFELLOW,61106,419.80263157894734
P.S. 095 EASTWOOD,59917,419.96860986547085
P.S. 095 SHEILA MENCHER,78571,410.9778645833333
P.S. 095 THE GRAVESEND,53355,431.4928664072633
P.S. 096,11259,436.27405247813414
P.S. 096 JOSEPH LANZETTA,25279,392.3344827586207
P.S. 096 RICHARD RODGERS,46513,420.2489082969432
P.S. 097 BRONX,31583,415.4626168224299
P.S. 097 FOREST PARK,31212,424.65714285714284
P.S. 098 SHORAC KAPPOCK,18892,393.47747747747746
P.S. 098 THE DOUGLASTON SCHOOL,8508,454.97966101694914
P.S. 099 ISAAC ASIMOV,49826,418.51015228426394
P.S. 099 KEW GARDENS,43191,431.265306122449
P.S. 100 GLEN MORRIS,43562,434.9678899082569
P.S. 100 ISAAC CLASON,24960,404.2973760932945
P.S. 100 THE CONEY ISLAND SCHOOL,33210,434.48926014319807
P.S. 101 SCHOOL IN THE GARDENS,24920,438.32265446224255
P.S. 101 THE VERRAZANO,46324,441.6407322654462
P.S. 102 BAYVIEW,83344,431.68533333333335
P.S. 102 JACQUES CARTIER,9354,395.1067615658363
P.S. 102 THE BAYVIEW,65217,436.7594654788419
P.S. 103 HECTOR FONTANEZ,48659,401.7775229357798
P.S. 104 THE BAYS WATER,29647,412.33417085427135
P.S. 105 SEN ABRAHAM BERNSTEIN,57338,413.5356371490281
P.S. 105 THE BAY SCHOOL,45790,398.39209225700165
P.S. 105 THE BLYTHEBOURNE,81397,444.0309523809524
P.S. 106 EDWARD EVERETT HALE,18571,400.3217665615142
P.S. 106 PARKCHESTER,52920,421.0824295010846
P.S. 107,20165,399.3621794871795
P.S. 107 JOHN W. KIMBALL,20903,437.4725609756098
P.S. 107 THOMAS A DOOLEY,43383,428.79498861047836
P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL C,32179,391.19343696027636
P.S. 108 CAPTAIN VINCENT G. FOWLER,69601,433.57894736842104
P.S. 108 PHILIP J. ABINANTI,23151,423.56188118811883
P.S. 108 SAL ABBRACCIAMENTO,40459,426.1284403669725
P.S. 109,34532,409.9591141396934
P.S. 109 SEDGWICK,29256,402.31267605633803
P.S. 11 THOMAS DONGAN SCHOOL,12272,417.17857142857144
P.S. 110,17235,510.2037037037037
P.S. 110 FLORENCE NIGHTINGALE,14439,435.8631284916201
P.S. 110 THE MONITOR,14157,416.88440860215053
P.S. 110 THEODORE SCHOENFELD,15716,406.8980263157895
P.S. 111 ADOLPH S. OCHS,21083,392.57256461232606
P.S. 111 JACOB BLACKWELL,16572,392.35795454545456
P.S. 111 SETON FALLS,27576,397.83094555873924
P.S. 112 BRONXWOOD,14437,396.6789667896679
P.S. 112 DUTCH KILLS,20583,412.06971153846155
P.S. 112 LEFFERTS PARK,29135,432.10091743119267
P.S. 114 RYDER ELEMENTARY,23407,401.5594202898551
P.S. 115 ALEXANDER HUMBOLDT,19199,409.93333333333334
P.S. 115 DANIEL MUCATEL SCHOOL,47106,417.9248120300752
P.S. 116 ELIZABETH L FARRELL,21280,406.45961002785515
P.S. 116 MARY LINDLEY MURRAY,26550,421.9708520179372
P.S. 117 J. KELD / BRIARWOOD SCHOOL,43780,425.68277310924367
P.S. 118 LORRAINE HANSBERRY,21564,408.2046783625731
P.S. 119 AMERSFORT,26294,415.122009569378
P.S. 120 CARLOS TAPIA,14550,410.01197604790417
P.S. 120 QUEENS,47035,436.7238805970149
P.S. 121 NELSON A. ROCKEFELLER,16840,432.38392857142856
P.S. 121 QUEENS,37028,434.24465558194777
P.S. 121 THROOP,42997,416.4307304785894
P.S. 122 MAMIE FAY,71078,453.41285714285715
P.S. 123,28020,424.77120822622106
P.S. 123 MAHALIA JACKSON,26394,391.8378378378378
P.S. 123 SUYDAM,29509,413.1214689265537
P.S. 124 OSMOND A CHURCH,80719,422.79362880886424
P.S. 124 SILAS B. DUTCHER,10558,416.1218130311615
P.S. 124 YUNG WING,34455,446.57866666666666
P.S. 125 RALPH BUNCHE,4827,437.6779661016949
P.S. 126 DR MARJORIE H DUNBAR,24278,399.343661971831
P.S. 126 JACOB AUGUST RIIS,38192,433.6834415584416
P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL,82265,411.8855263157895
P.S. 127 MCKINLEY PARK,25977,429.06466512702076
P.S. 128 AUDUBON,20963,409.60064935064935
P.S. 128 BENSONHURST,19224,422.35380835380835
"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMEN",52150,432.36597110754417
P.S. 129 JOHN H. FINLEY,20834,379.3818565400844
P.S. 129 PATRICIA LARKIN,53482,436.1934065934066
P.S. 130,8798,478.96356275303646
P.S. 130 ABRAM STEVENS HEWITT,19925,400.22089552238805
P.S. 130 HERNANDO DE SOTO,44764,447.47115384615387
P.S. 130 THE PARKSIDE,29031,428.6528735632184
P.S. 131 ABIGAIL ADAMS,43169,431.7217391304348
P.S. 131 BROOKLYN,45227,427.78688524590166
P.S. 132 GARRET A. MORGAN,18316,388.9047619047619
P.S. 132 JUAN PABLO DUARTE,20478,387.5813953488372
P.S. 132 RALPH BUNCHE,12827,426.50522648083626
P.S. 132 THE CONSELYEA SCHOOL,25668,436.5768194070081
P.S. 133 FRED R MOORE,7088,394.30859375
P.S. 133 QUEENS,22011,442.3725
P.S. 133 WILLIAM A. BUTLER,17949,436.92241379310343
P.S. 134 GEORGE F. BRISTOW,22654,397.90712074303406
P.S. 134 HENRIETTA SZOLD,11119,404.2145110410095
P.S. 134 HOLLIS,18403,404.8066298342541
P.S. 135 SHELDON A. BROOKNER,26942,412.2651296829971
P.S. 136 ROY WILKINS,23037,424.09969788519635
P.S. 138 BROOKLYN,32953,409.2634615384615
P.S. 138 SAMUEL RANDALL,33962,409.38120104438644
P.S. 139 ALEXINE A. FENTY,44573,416.6392405063291
P.S. 139 REGO PARK,36414,433.6622516556291
P.S. 140 EDWARD K ELLINGTON,15240,385.63732394366195
P.S. 140 NATHAN STRAUS,20630,392.25612052730696
P.S. 142 AMALIA CASTRO,9284,378.285140562249
P.S. 143 LOUIS ARMSTRONG,88252,407.3603818615752
P.S. 144 COL JEROMUS REMSEN,35016,438.35498839907194
P.S. 145 ANDREW JACKSON,27913,398.07648725212465
"P.S. 145, THE BLOOMINGDALE SCHOOL",14524,400.3258426966292
P.S. 146 ANN M. SHORT,12244,401.86138613861385
P.S. 146 EDWARD COLLINS,12339,410.2
P.S. 146 HOWARD BEACH,36343,414.97118644067797
P.S. 147 ISAAC REMSEN,6886,418.5632183908046
P.S. 148 QUEENS,42578,418.80541871921184
P.S. 149 CHRISTA MCAULIFFE,68057,422.125
P.S. 149 DANNY KAYE,26649,414.976401179941
P.S. 149 SOJOURNER TRUTH,12865,389.39168490153173
P.S. 150,5181,441.25
P.S. 150 CHARLES JAMES FOX,35118,403.3709677419355
P.S. 150 CHRISTOPHER,6496,386.6102362204724
P.S. 150 QUEENS,55148,437.95855855855854
P.S. 151 LYNDON B. JOHNSON,11308,395.86080586080584
P.S. 151 MARY D. CARTER,15700,412.0655270655271
P.S. 152 DYCKMAN VALLEY,23296,405.6276923076923
P.S. 152 EVERGREEN,40948,411.03365384615387
P.S. 152 GWENDOLINE N. ALLEYNE SCHOOL,55599,424.87772925764193
P.S. 153 ADAM CLAYTON POWELL,28959,400.1074168797954
P.S. 153 HELEN KELLER,30983,428.1182519280206
P.S. 153 HOMECREST,22710,428.91121495327104
P.S. 153 MASPETH ELEM,66460,430.62018348623855
P.S. 154 HARRIET TUBMAN,9551,409.0
P.S. 154 JONATHAN D. HYATT,14371,409.69204152249137
P.S. 154 QUEENS,31750,425.1760869565217
P.S. 155,20124,433.42857142857144
P.S. 155 WILLIAM PACA,10752,384.8904109589041
P.S. 156 LAURELTON,15854,379.5969230769231
P.S. 156 WAVERLY,31181,396.43023255813955
P.S. 157 GROVE HILL,25067,410.8358208955224
P.S. 158 BAYARD TAYLOR,30424,447.9466019417476
P.S. 158 WARWICK,22720,411.66472303206996
P.S. 159,30699,442.73755656108597
P.S. 159 ISAAC PITKIN,39031,417.92727272727274
P.S. 159 LUIS MUNOZ MARIN BILING,6773,393.24793388429754
P.S. 160 WALT DISNEY,14654,399.4471299093656
P.S. 160 WALTER FRANCIS BISHOP,28274,410.9178743961353
P.S. 160 WILLIAM T. SAMPSON,59584,434.98375870069606
P.S. 161 ARTHUR ASHE SCHOOL,29050,431.64203233256353
P.S. 161 JUAN PONCE DE LEON SCHOOL,16275,400.7395498392283
P.S. 161 PEDRO ALBIZU CAMPOS,53393,404.675799086758
P.S. 161 THE CROWN,17067,405.03184713375794
P.S. 162 JOHN GOLDEN,34983,446.12268518518516
P.S. 163 ALFRED E. SMITH,26463,434.3975903614458
P.S. 163 ARTHUR A. SCHOMBURG,20404,399.6234939759036
P.S. 163 BATH BEACH,38058,434.2728531855956
P.S. 163 FLUSHING HEIGHTS,32052,443.4519230769231
P.S. 164 CAESAR RODNEY,24668,430.9239904988124
P.S. 164 QUEENS VALLEY,31763,423.53625377643505
P.S. 165 EDITH K. BERGTRAUM,31146,433.3103448275862
P.S. 165 IDA POSNER,12840,334.11206896551727
P.S. 165 ROBERT E. SIMON,34402,384.4728813559322
P.S. 166 HENRY GRADSTEIN,52240,429.4470338983051
P.S. 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AN,27928,445.4265402843602
P.S. 169 BAY TERRACE,16394,434.1546666666667
P.S. 169 SUNSET PARK,72050,427.6775700934579
P.S. 171 PATRICK HENRY,43603,441.6954474097331
P.S. 171 PETER G. VAN ALST,20559,409.8879781420765
P.S. 172 BEACON SCHOOL OF EXCELLENCE,20157,455.89784946236557
P.S. 173,23386,401.1385041551247
P.S. 173 FRESH MEADOWS,48319,442.671772428884
P.S. 174 WILLIAM SIDNEY MOUNT,29785,434.61678004535145
P.S. 175 CITY ISLAND,18175,424.6988636363636
P.S. 175 HENRY H GARNET,13094,405.0436241610738
P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,33504,429.7990314769976
P.S. 176 CAMBRIA HEIGHTS,32744,429.38352272727275
P.S. 176 OVINGTON,73458,440.2517006802721
P.S. 177 THE MARLBORO,45001,426.6093023255814
P.S. 178 - DR. SELMAN WAKSMAN,20656,409.71802325581393
P.S. 178 SAINT CLAIR MCKELWAY,15709,395.46310432569976
P.S. 179,12006,399.7003367003367
P.S. 179 KENSINGTON,39891,414.96659242761694
P.S. 180 HUGO NEWMAN,23931,412.40506329113924
P.S. 181 BROOKFIELD,13244,403.91883116883116
P.S. 181 BROOKLYN,47887,403.84952978056424
P.S. 182,40052,419.9384236453202
P.S. 182 SAMANTHA SMITH,38407,409.33729216152017
P.S. 183 DR. RICHARD R. GREEN,27463,391.57218309859155
P.S. 183 ROBERT L. STEVENSON,25238,444.89460784313724
P.S. 184 FLUSHING MANOR,24135,442.305
P.S. 184 NEWPORT,21615,399.6680761099366
P.S. 184M SHUANG WEN,37811,456.2253086419753
P.S. 185 WALTER KASSENBROCK,33374,433.4852941176471
P.S. 186 CASTLEWOOD,12865,437.4850136239782
P.S. 186 DR. IRVING A GLADSTONE,50045,433.6620689655172
P.S. 188 KINGSBURY,29307,461.53929539295393
P.S. 188 MICHAEL E. BERDY,19503,401.4623955431755
P.S. 188 THE ISLAND SCHOOL,24121,395.0681399631676
P.S. 189,36942,402.4347826086956
P.S. 189 THE BILINGUAL CENTER,65824,431.23688155922036
P.S. 190 SHEFFIELD,4738,404.01675977653633
P.S. 191 MAYFLOWER,16255,429.7178082191781
P.S. 191 PAUL ROBESON,4539,410.0108108108108
P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE,34408,422.436797752809
