School Name,Number Tested,Mean Scale Score
P.S. 046 ALBERT V. MANISCALCO,11710,400.0054945054945
P.S. 046 ALLEY POND,25549,429.76428571428573
P.S. 046 ARTHUR TAPPAN,35736,390.5514184397163
P.S. 046 EDGAR ALLAN POE,47758,396.6234413965087
P.S. 046 EDWARD C. BLUM,10615,408.02768166089965
P.S. 047 CHRIS GALAS,9808,429.5482233502538
P.S. 047 JOHN RANDOLPH,47862,406.2962962962963
P.S. 048 JOSEPH R. DRAKE,27462,391.2442528735632
P.S. 048 MAPLETON,27209,421.01650943396226
P.S. 048 P.O. MICHAEL J. BUCZEK,20013,407.6273291925466
P.S. 048 WILLIAM G. WILCOX,56987,448.68609865470853
P.S. 049 DOROTHY BONAWIT KOLE,74789,427.9396433470508
P.S. 049 WILLIS AVENUE,24511,407.4
P.S. 050 FRANK HANKINSON,38731,439.17632850241546
P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL,33220,421.7321016166282
P.S. 051 ELIAS HOWE,14195,426.4621409921671
P.S. 052 JOHN C. THOMPSON,24573,425.2853717026379
P.S. 052 QUEENS,17734,412.9415584415584
P.S. 052 SHEEPSHEAD BAY,35672,420.54545454545456
P.S. 053 BASHEER QUISIM,49949,416.72222222222223
P.S. 054 CHARLES W. LENG,37194,426.57466063348414
P.S. 054 HILLSIDE,24746,415.43583535108957
P.S. 054 SAMUEL C. BARNES,5154,382.77941176470586
P.S. 055 BENJAMIN FRANKLIN,24316,388.4130434782609
P.S. 055 HENRY M. BOEHM,27855,428.91501416430594
P.S. 055 MAURE,19985,419.8506329113924
P.S. 056 HARRY EICHLER,27782,422.91323210412145
P.S. 056 LEWIS H. LATIMER,7867,423.0230769230769
P.S. 056 NORWOOD HEIGHTS,33744,419.2052401746725
P.S. 057 CRESCENT,19927,400.0676470588235
P.S. 057 HUBERT H. HUMPHREY,28110,407.7162162162162
P.S. 058,17311,395.46802325581393
P.S. 058 THE CARROLL,37074,436.42243436754177
P.S. 059 BEEKMAN HILL INTERNATIONAL,23702,433.19
P.S. 059 THE COMMUNITY SCHOOL OF TECHNOLOGY,21277,398.5479876160991
P.S. 059 WILLIAM FLOYD,11363,396.1620689655172
P.S. 060 ALICE AUSTEN,42143,421.9748858447489
P.S. 060 WOODHAVEN,53920,422.7225806451613
P.S. 061 FRANCISCO OLLER,12201,394.2384341637011
P.S. 062 INOCENSIO CASANOVA,25731,407.4108280254777
P.S. 063 AUTHOR'S ACADEMY,19459,417.51724137931035
P.S. 063 OLD SOUTH,60729,421.6041237113402
P.S. 064 JOSEPH P. ADDABBO,28834,423.8854415274463
P.S. 064 ROBERT SIMON,8232,400.96762589928056
P.S. 065,30067,424.4963144963145
P.S. 065 MOTHER HALE ACADEMY,13341,407.77351916376307
P.S. 066 JACQUELINE KENNEDY ONASSIS,21702,431.4672897196262
P.S. 066 SCHOOL OF HIGHER EXPECTATIONS,24719,406.0398936170213
P.S. 067 CHARLES A. DORSEY,7978,390.5036496350365
P.S. 067 MOHEGAN SCHOOL,22972,406.33432835820895
P.S. 068 BRONX,32303,412.25892857142856
P.S. 068 CAMBRIDGE,29266,413.87405541561714
P.S. 069 DANIEL D. TOMPKINS,46984,424.94444444444446
P.S. 069 JACKSON HEIGHTS,55055,433.1415525114155
P.S. 069 JOURNEY PREP SCHOOL,23594,426.7050561797753
P.S. 070,41410,425.84934497816596
P.S. 070 MAX SCHOENFELD,53176,402.7013698630137
P.S. 071 FOREST,36249,420.6047619047619
P.S. 071 ROSE E. SCALA,109058,421.31072749691737
P.S. 072 DR. WILLIAM DORNEY,33516,409.3407407407407
P.S. 073 BRONX,26537,393.5501519756839
P.S. 075 EMILY DICKINSON,23123,421.15625
P.S. 075 MAYDA CORTIELLA,16324,393.8850931677019
P.S. 076 A. PHILIP RANDOLPH,19028,407.59276018099547
P.S. 076 THE BENNINGTON SCHOOL,47242,410.6144859813084
P.S. 076 WILLIAM HALLET,18363,405.8490099009901
P.S. 078 ANNE HUTCHINSON,35195,406.6657381615599
P.S. 079 FRANCIS LEWIS,48892,433.4908675799087
P.S. 081 ROBERT J. CHRISTEN,24553,428.2850122850123
P.S. 081 THADDEUS STEVENS,10758,399.04609929078015
P.S. 082 HAMMOND,31006,418.8490566037736
P.S. 083 DONALD HERTZ,113632,421.1031055900621
P.S. 083 LUIS MUNOZ RIVERA,16954,418.81232492997196
P.S. 084 JOSE DE DIEGO,29951,444.9964476021314
P.S. 084 LILLIAN WEBER,20738,431.6783042394015
P.S. 084 STEINWAY,10867,407.38770053475935
P.S. 085 GREAT EXPECTATIONS,41282,400.73389355742296
P.S. 085 JUDGE CHARLES VALLONE,22963,443.84517766497464
P.S. 086 KINGSBRIDGE HEIGHTS,85056,417.33519553072625
P.S. 086 THE IRVINGTON,14383,393.60689655172416
P.S. 087 BRONX,27857,406.5380434782609
P.S. 087 WILLIAM SHERMAN,38150,441.326139088729
P.S. 088 SENECA,43706,415.7511415525114
P.S. 089 BRONX,85560,413.1555834378921
P.S. 089 CYPRESS HILLS,23016,402.09090909090907
P.S. 090 HORACE MANN,36803,421.34013605442175
P.S. 091 BRONX,27648,408.00773195876286
P.S. 091 RICHARD ARKWRIGHT,34647,415.01946472019466
P.S. 091 THE ALBANY AVENUE SCHOOL,12546,394.8167330677291
P.S. 092 ADRIAN HEGEMAN,16637,411.9822485207101
P.S. 092 HARRY T. STEWART SR.,39167,410.5456989247312
P.S. 092 MARY MCLEOD BETHUNE,8362,405.5189393939394
P.S. 093 ALBERT G. OLIVER,12945,406.22222222222223
P.S. 093 WILLIAM H. PRESCOTT,7532,395.26267281105993
P.S. 094 DAVID D. PORTER,16754,425.4423076923077
P.S. 094 KINGS COLLEGE SCHOOL,53932,401.94505494505495
P.S. 094 THE HENRY LONGFELLOW,58289,409.4789473684211
P.S. 095 EASTWOOD,58220,422.8452914798206
P.S. 095 SHEILA MENCHER,81255,416.48191214470285
P.S. 095 THE GRAVESEND,52375,422.6723684210526
P.S. 096,11064,431.0146627565982
P.S. 096 JOSEPH LANZETTA,23890,398.1651865008881
P.S. 096 RICHARD RODGERS,44670,415.2583518930958
P.S. 097 BRONX,31007,416.69789227166274
P.S. 097 FOREST PARK,30421,421.44761904761907
P.S. 098 SHORAC KAPPOCK,17865,392.3719512195122
P.S. 098 THE DOUGLASTON SCHOOL,8001,449.9432624113475
P.S. 099 ISAAC ASIMOV,50129,417.19089759797725
P.S. 099 KEW GARDENS,42671,423.6862068965517
P.S. 100 GLEN MORRIS,42981,424.0414746543779
P.S. 100 ISAAC CLASON,24095,408.6913946587537
P.S. 100 THE CONEY ISLAND SCHOOL,32042,436.2653562653563
P.S. 101 SCHOOL IN THE GARDENS,23742,430.59619952494063
P.S. 101 THE VERRAZANO,44160,436.6221198156682
P.S. 102 BAYVIEW,82378,425.072972972973
P.S. 102 JACQUES CARTIER,9238,399.6043165467626
P.S. 102 THE BAYVIEW,63751,433.9086859688196
P.S. 103 HECTOR FONTANEZ,47679,407.9449541284404
P.S. 104 THE BAYS WATER,29086,411.77329974811084
P.S. 105 SEN ABRAHAM BERNSTEIN,55297,411.65726681127984
P.S. 105 THE BAY SCHOOL,47739,402.7792642140468
P.S. 105 THE BLYTHEBOURNE,77631,427.0997566909976
P.S. 106 EDWARD EVERETT HALE,17678,396.9028213166144
P.S. 106 PARKCHESTER,50494,418.94978165938863
P.S. 107,19791,402.4220779220779
P.S. 107 JOHN W. KIMBALL,21101,437.1437125748503
P.S. 107 THOMAS A DOOLEY,42060,424.33257403189066
P.S. 108 ASSEMBLYMAN ANGELO DEL TORO EDUCATIONAL C,31765,394.17098445595855
P.S. 108 CAPTAIN VINCENT G. FOWLER,68712,429.8381374722838
P.S. 108 PHILIP J. ABINANTI,22221,419.6801007556675
P.S. 108 SAL ABBRACCIAMENTO,38479,425.6767441860465
P.S. 109,35781,416.52640545144806
P.S. 109 SEDGWICK,28313,405.03438395415475
P.S. 11 THOMAS DONGAN SCHOOL,12139,416.6521739130435
P.S. 110,16104,503.63425925925924
P.S. 110 FLORENCE NIGHTINGALE,14245,429.3342696629214
P.S. 110 THE MONITOR,14114,424.4590163934426
P.S. 110 THEODORE SCHOENFELD,15158,409.32764505119457
P.S. 111 ADOLPH S. OCHS,19871,394.1307847082495
P.S. 111 JACOB BLACKWELL,15821,396.0329457364341
P.S. 111 SETON FALLS,27089,401.4438040345821
P.S. 112 BRONXWOOD,14637,396.4124087591241
P.S. 112 DUTCH KILLS,18824,411.5860349127182
P.S. 112 LEFFERTS PARK,27984,430.21149425287354
P.S. 114 RYDER ELEMENTARY,22105,403.39823008849555
P.S. 115 ALEXANDER HUMBOLDT,17738,404.979797979798
P.S. 115 DANIEL MUCATEL SCHOOL,45413,419.0406091370558
P.S. 116 ELIZABETH L FARRELL,19796,396.20461095100865
P.S. 116 MARY LINDLEY MURRAY,25692,422.5940366972477
P.S. 117 J. KELD / BRIARWOOD SCHOOL,42160,420.65042372881356
P.S. 118 LORRAINE HANSBERRY,21114,416.1462686567164
P.S. 119 AMERSFORT,25321,420.2493827160494
P.S. 120 CARLOS TAPIA,13992,404.18461538461537
P.S. 120 QUEENS,43904,425.546365914787
P.S. 121 NELSON A. ROCKEFELLER,15970,433.52930402930406
P.S. 121 QUEENS,36795,429.76978417266184
P.S. 121 THROOP,41659,414.8874680306905
P.S. 122 MAMIE FAY,75442,447.85850340136057
P.S. 123,27809,422.28900255754473
P.S. 123 MAHALIA JACKSON,26228,400.1693989071038
P.S. 123 SUYDAM,28621,413.5571428571429
P.S. 124 OSMOND A CHURCH,83927,426.17062937062934
P.S. 124 SILAS B. DUTCHER,9884,413.23460410557186
P.S. 124 YUNG WING,33605,438.57608695652175
P.S. 125 RALPH BUNCHE,4593,434.7753303964758
P.S. 126 DR MARJORIE H DUNBAR,23274,404.8728813559322
P.S. 126 JACOB AUGUST RIIS,48357,430.508356545961
P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL,80038,414.0859375
P.S. 127 MCKINLEY PARK,25180,423.57808857808857
P.S. 128 AUDUBON,20013,406.87987012987014
P.S. 128 BENSONHURST,18101,415.3121951219512
"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMEN",54680,433.95799676898224
P.S. 129 JOHN H. FINLEY,20470,386.0258064516129
P.S. 129 PATRICIA LARKIN,51575,428.61147902869754
P.S. 130,8853,469.28225806451616
P.S. 130 ABRAM STEVENS HEWITT,19277,395.9431137724551
P.S. 130 HERNANDO DE SOTO,43254,441.004914004914
P.S. 130 THE PARKSIDE,28471,430.073732718894
P.S. 131 ABIGAIL ADAMS,42022,427.5913043478261
P.S. 131 BROOKLYN,43732,425.02830188679246
P.S. 132 GARRET A. MORGAN,17832,395.41492537313434
P.S. 132 JUAN PABLO DUARTE,18724,384.7068965517241
P.S. 132 RALPH BUNCHE,12965,426.2145328719723
P.S. 132 THE CONSELYEA SCHOOL,25589,436.85215053763443
P.S. 133 FRED R MOORE,6876,395.1434262948207
P.S. 133 QUEENS,21973,437.92676767676767
P.S. 133 WILLIAM A. BUTLER,17442,445.7345132743363
P.S. 134 GEORGE F. BRISTOW,22366,404.5776397515528
P.S. 134 HENRIETTA SZOLD,10789,404.69871794871796
P.S. 134 HOLLIS,17883,412.811797752809
P.S. 135 SHELDON A. BROOKNER,25748,417.0419161676647
P.S. 136 ROY WILKINS,22286,433.2950310559006
P.S. 138 BROOKLYN,32247,409.33984375
P.S. 138 SAMUEL RANDALL,33360,410.456
P.S. 139 ALEXINE A. FENTY,43918,417.1155462184874
P.S. 139 REGO PARK,35301,427.06904231625833
P.S. 140 EDWARD K ELLINGTON,15848,395.996632996633
P.S. 140 NATHAN STRAUS,20164,395.11560693641616
P.S. 142 AMALIA CASTRO,9592,384.25396825396825
P.S. 143 LOUIS ARMSTRONG,84005,403.622009569378
P.S. 144 COL JEROMUS REMSEN,34147,431.51650943396226
P.S. 145 ANDREW JACKSON,26879,398.65625
"P.S. 145, THE BLOOMINGDALE SCHOOL",13457,402.93659942363115
P.S. 146 ANN M. SHORT,11952,402.7905405405405
P.S. 146 EDWARD COLLINS,11944,411.63295880149815
P.S. 146 HOWARD BEACH,38525,422.2859424920128
P.S. 147 ISAAC REMSEN,7015,425.12355212355214
P.S. 148 QUEENS,40191,415.6024691358025
P.S. 149 CHRISTA MCAULIFFE,64603,419.65903890160183
P.S. 149 DANNY KAYE,26368,412.4183976261128
P.S. 149 SOJOURNER TRUTH,12316,394.8568281938326
P.S. 150,5233,443.23275862068965
P.S. 150 CHARLES JAMES FOX,34509,401.5891891891892
P.S. 150 CHRISTOPHER,6454,385.18823529411765
P.S. 150 QUEENS,53546,432.4104882459313
P.S. 151 LYNDON B. JOHNSON,10719,394.3235294117647
P.S. 151 MARY D. CARTER,15243,409.5
P.S. 152 DYCKMAN VALLEY,21857,402.5496894409938
P.S. 152 EVERGREEN,39546,409.22926829268295
P.S. 152 GWENDOLINE N. ALLEYNE SCHOOL,53350,421.5109649122807
P.S. 153 ADAM CLAYTON POWELL,26412,402.27733333333333
P.S. 153 HELEN KELLER,31028,429.3229166666667
P.S. 153 HOMECREST,21238,424.0857142857143
P.S. 153 MASPETH ELEM,65095,425.8100558659218
P.S. 154 HARRIET TUBMAN,9512,413.7808219178082
P.S. 154 JONATHAN D. HYATT,14509,412.7986348122867
P.S. 154 QUEENS,30338,420.0592105263158
P.S. 155,19655,431.3053221288515
P.S. 155 WILLIAM PACA,10324,392.32758620689657
P.S. 156 LAURELTON,15118,382.85530546623795
P.S. 156 WAVERLY,30715,397.49117647058824
P.S. 157 GROVE HILL,24606,409.16766467065867
P.S. 158 BAYARD TAYLOR,28271,445.1246819338422
P.S. 158 WARWICK,21986,411.2268656716418
P.S. 159,29696,435.6520737327189
P.S. 159 ISAAC PITKIN,37122,418.487414187643
P.S. 159 LUIS MUNOZ MARIN BILING,6714,394.896265560166
P.S. 160 WALT DISNEY,14545,408.0124223602484
P.S. 160 WALTER FRANCIS BISHOP,27319,412.9537712895377
P.S. 160 WILLIAM T. SAMPSON,56783,424.78504672897196
P.S. 161 ARTHUR ASHE SCHOOL,28467,426.16389548693587
P.S. 161 JUAN PONCE DE LEON SCHOOL,16044,403.064308681672
P.S. 161 PEDRO ALBIZU CAMPOS,52580,403.0610687022901
P.S. 161 THE CROWN,16567,410.4507936507936
P.S. 162 JOHN GOLDEN,34350,435.34731934731934
P.S. 163 ALFRED E. SMITH,24801,425.6209476309227
P.S. 163 ARTHUR A. SCHOMBURG,19517,404.6181818181818
P.S. 163 BATH BEACH,37728,426.5712290502793
P.S. 163 FLUSHING HEIGHTS,30954,431.0673076923077
P.S. 164 CAESAR RODNEY,24068,425.05515587529976
P.S. 164 QUEENS VALLEY,36246,430.22381635581064
P.S. 165 EDITH K. BERGTRAUM,30893,427.8426724137931
P.S. 165 IDA POSNER,12655,341.74631268436576
P.S. 165 ROBERT E. SIMON,33443,385.1900684931507
P.S. 166 HENRY GRADSTEIN,51729,428.21398305084745
P.S. 166 THE RICHARD RODGERS SCHOOL OF THE ARTS AN,26667,439.7360774818402
P.S. 169 BAY TERRACE,15864,427.1907356948229
P.S. 169 SUNSET PARK,68052,418.41330166270785
P.S. 171 PATRICK HENRY,43453,435.5181102362205
P.S. 171 PETER G. VAN ALST,19973,412.0330578512397
P.S. 172 BEACON SCHOOL OF EXCELLENCE,20247,443.9208443271768
P.S. 173,22323,397.53333333333336
P.S. 173 FRESH MEADOWS,46812,435.30512249443206
P.S. 174 WILLIAM SIDNEY MOUNT,29461,433.4680365296804
P.S. 175 CITY ISLAND,18032,420.6747663551402
P.S. 175 HENRY H GARNET,12457,406.3771626297578
P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,33030,424.43446601941747
P.S. 176 CAMBRIA HEIGHTS,32928,433.34090909090907
P.S. 176 OVINGTON,71557,430.4886363636364
P.S. 177 THE MARLBORO,42191,423.40235294117645
P.S. 178 - DR. SELMAN WAKSMAN,20160,409.187134502924
P.S. 178 SAINT CLAIR MCKELWAY,16253,397.4384236453202
P.S. 179,11872,402.89966555183946
P.S. 179 KENSINGTON,37820,412.50334075723833
P.S. 180 HUGO NEWMAN,23209,414.53199268738575
P.S. 181 BROOKFIELD,12865,414.19344262295084
P.S. 181 BROOKLYN,46321,410.2662440570523
P.S. 182,39656,420.4581280788177
P.S. 182 SAMANTHA SMITH,37561,412.4043062200957
P.S. 183 DR. RICHARD R. GREEN,28041,396.5989492119089
P.S. 183 ROBERT L. STEVENSON,23717,440.693094629156
P.S. 184 FLUSHING MANOR,23930,435.85353535353534
P.S. 184 NEWPORT,21659,400.63617463617464
P.S. 184M SHUANG WEN,38634,445.63774733637746
P.S. 185 WALTER KASSENBROCK,33127,429.4430693069307
P.S. 186 CASTLEWOOD,13170,438.1206434316354
P.S. 186 DR. IRVING A GLADSTONE,46897,428.42657342657344
P.S. 188 KINGSBURY,29036,452.39622641509436
P.S. 188 MICHAEL E. BERDY,18874,403.24362606232296
P.S. 188 THE ISLAND SCHOOL,24777,400.0907473309609
P.S. 189,35702,403.8051575931232
P.S. 189 THE BILINGUAL CENTER,64415,425.47305389221555
P.S. 190 SHEFFIELD,4779,405.6388888888889
P.S. 191 MAYFLOWER,16051,426.71232876712327
P.S. 191 PAUL ROBESON,4327,404.07103825136613
P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE,34248,421.65406162464984
P.S. 192 JACOB H. SCHIFF,10428,417.8131868131868
P.S. 193 ALFRED J. KENNEDY,22719,430.10858585858585
P.S. 193 GIL HODGES,36272,418.9436325678497
P.S. 194 COUNTEE CULLEN,6465,394.47528517110266
P.S. 194 RAOUL WALLENBERG,19733,413.1088082901554
P.S. 195,38959,401.8295165394402
P.S. 195 MANHATTAN BEACH,16985,435.6845637583893
P.S. 195 WILLIAM HABERLE,24828,411.41640378548897
P.S. 196,40293,404.84328358208955
P.S. 196 GRAND CENTRAL PARKWAY,36521,440.9757281553398
P.S. 196 TEN EYCK,10149,404.2218181818182
P.S. 197 - THE KINGS HIGHWAY ACADEMY,28902,424.314606741573
P.S. 197 JOHN B. RUSSWURM,10338,404.44404332129966
P.S. 197 THE OCEAN SCHOOL,19150,411.39940828402365
P.S. 198 BROOKLYN,17511,412.1639871382637
P.S. 198 ISADOR E. IDA STRAUS,19113,426.9682151589242
P.S. 199 FREDERICK WACHTEL,20612,425.69928400954655
P.S. 199 JESSIE ISADOR STRAUS,36235,444.1097256857855
P.S. 199 MAURICE A. FITZGERALD,42538,426.6493827160494
P.S. 199X - THE SHAKESPEARE SCHOOL,29052,408.94586894586894
P.S. 200 BENSON SCHOOL,61338,421.8805309734513
P.S. 200- THE JAMES MCCUNE SMITH SCHOOL,16471,393.3395061728395
P.S. 201 THE DISCOVERY SCHOOL FOR INQUIRY AND RESE,17579,419.0966057441253
P.S. 202 ERNEST S. JENKYNS,19504,378.69850746268656
P.S. 203 FLOYD BENNETT SCHOOL,31640,420.4974226804124
P.S. 203 OAKLAND GARDENS,41512,449.0068181818182
P.S. 204 MORRIS HEIGHTS,26892,420.4864864864865
P.S. 204 VINCE LOMBARDI,55736,431.34331797235023
P.S. 205 ALEXANDER GRAHAM BELL,11993,442.3323943661972
P.S. 205 CLARION,49574,427.7435294117647
P.S. 205 FIORELLO LAGUARDIA,45706,417.3
P.S. 206 JOSE CELSO BARBOSA,38415,411.2143950995406
P.S. 206 JOSEPH F LAMB,92334,429.074213836478
P.S. 206 THE HORACE HARDING SCHOOL,24222,417.5736961451247
P.S. 207,3802,520.8279569892474
P.S. 207 ELIZABETH G. LEARY,72568,430.24078947368423
P.S. 207 ROCKWOOD PARK,39417,421.43230016313214
P.S. 208 ELSA EBELING,16099,408.13666666666666
P.S. 209 CLEARVIEW GARDENS,28517,433.7604938271605
P.S. 209 MARGARET MEAD,36801,424.27437325905294
P.S. 21 MARGARET EMERY-ELM PARK,18424,416.04896907216494
P.S. 211,26814,401.07068607068607
P.S. 212,35894,431.60663507109007
P.S. 212 LADY DEBORAH MOODY,28245,417.87224669603523
P.S. 212 MIDTOWN WEST,12900,438.76553672316385
P.S. 213 NEW LOTS,10854,382.6968503937008
P.S. 213 THE CARL ULLMAN SCHOOL,15665,436.8264462809917
P.S. 214,65381,406.7017804154303
P.S. 214 CADWALLADER COLDEN,24549,423.7869249394673
P.S. 214 MICHAEL FRIEDSAM,36365,412.8938679245283
P.S. 215 MORRIS H. WEISS,39475,432.44419642857144
P.S. 216 ARTURO TOSCANINI,27548,426.00224215246635
P.S. 217 COLONEL DAVID MARCUS SCHOOL,51250,423.19522776572666
P.S. 219 KENNEDY-KING,20292,413.13988095238096
P.S. 219 PAUL KLAPPER,36117,420.20027063599457
P.S. 220 EDWARD MANDEL,31082,417.6853448275862
P.S. 221 THE NORTH HILLS SCHOOL,29182,435.9187817258883
P.S. 221 TOUSSAINT L'OUVERTURE,12760,394.453125
P.S. 222 KATHERINE R. SNYDER,38615,435.86830357142856
P.S. 223 LYNDON B. JOHNSON,23031,412.0848806366048
P.S. 224 HALE A. WOODRUFF,17747,388.3887043189369
P.S. 226,17618,402.84012539184954
P.S. 226 ALFRED DE B. MASON,54804,424.524699599466
P.S. 229 DYKER,74243,435.4866310160428
P.S. 229 EMANUEL KAPLAN,67186,421.3802521008403
P.S. 230 DORIS L. COHEN,53363,429.39467849223945
P.S. 232 LINDENWOOD,64193,430.3966480446927
P.S. 233 LANGSTON HUGHES,16491,404.4981549815498
P.S. 234,24190,422.5011600928074
P.S. 234 INDEPENDENCE SCHOOL,27338,429.32361516034985
P.S. 235 JANICE MARIE KNIGHT SCHOOL,64587,436.1360153256705
P.S. 236 LANGSTON HUGHES,10748,411.0120481927711
P.S. 236 MILL BASIN,25627,437.92457420924575
P.S. 238 ANNE SULLIVAN,29875,417.92927864214994
P.S. 239,25026,409.9616368286445
P.S. 241 EMMA L. JOHNSTON,21312,408.9651898734177
P.S. 242 - THE YOUNG DIPLOMATS MAGNET ACADEMY,4709,386.5208333333333
P.S. 242 LEONARD P. STAVISKY EARLY CHILDHOOD SCHOO,6674,428.010101010101
P.S. 243K- THE WEEKSVILLE SCHOOL,7467,400.5349794238683
P.S. 244 RICHARD R. GREEN,23862,424.2083333333333
P.S. 245,10626,422.08304498269894
P.S. 246 POE CENTER,30316,398.4831168831169
P.S. 247 BROOKLYN,37686,435.20142180094786
P.S. 249 THE CATON,33803,445.3575
P.S. 250 GEORGE H. LINDSAY,25506,403.0283505154639
P.S. 251 PAERDEGAT,20395,410.7426900584795
P.S. 251 QUEENS,9809,454.3595041322314
P.S. 253,38978,433.0740740740741
P.S. 254 - THE ROSA PARKS SCHOOL,27099,421.80047505938245
P.S. 254 DAG HAMMARSKJOLD,31179,437.8812351543943
P.S. 255 BARBARA REING SCHOOL,42724,422.4112554112554
P.S. 256 BENJAMIN BANNEKER,8205,411.30044843049325
P.S. 257 JOHN F. HYLAN,24487,424.6722222222222
P.S. 261 ZIPPORIAH MILLS,17320,418.9685714285714
P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOO,14602,363.51147540983607
P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,15537,458.71556886227546
P.S. 268 EMMA LAZARUS,14346,406.6441947565543
P.S. 270 JOHANN DEKALB,2840,378.0124223602484
P.S. 272 CURTIS ESTABROOK,17430,405.6044303797468
P.S. 273,9333,454.13709677419354
P.S. 273 WORTMAN,14039,402.1986301369863
P.S. 274 KOSCIUSKO,14106,388.3382899628253
P.S. 276 LOUIS MARSHALL,27789,411.2785515320334
P.S. 277,16096,411.33012820512823
P.S. 277 GERRITSEN BEACH,18986,437.5869565217391
"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",63805,407.6392694063927
P.S. 279 HERMAN SCHREIBER,18352,410.0479233226837
P.S. 282 PARK SLOPE,37114,406.4943820224719
P.S. 287 BAILEY K. ASHFORD,4734,389.8557692307692
P.S. 288 THE SHIRLEY TANYHILL,27638,403.3467889908257
P.S. 289 GEORGE V. BROWER,15563,408.168284789644
P.S. 290 JUAN MOREL CAMPOS,20955,410.17534246575343
P.S. 290 MANHATTAN NEW SCHOOL,26245,440.7263157894737
P.S. 291,25304,418.1246105919003
P.S. 295,16588,423.32216494845363
P.S. 297 ABRAHAM STOCKTON,8878,394.92907801418437
P.S. 298 DR. BETTY SHABAZZ,7204,390.4864864864865
P.S. 299 THOMAS WARREN FIELD,9160,401.7732342007435
P.S. 3 RAUL JULIA MICRO SOCIETY,14480,415.91898148148147
P.S. 304 EARLY CHILDHOOD SCHOOL,22561,429.52785145888595
P.S. 306,32513,400.4347826086956
P.S. 306 ETHAN ALLEN,20852,347.32987012987013
P.S. 307 DANIEL HALE WILLIAMS,10748,406.9932432432432
P.S. 308 CLARA CARDWELL,17620,383.67713004484307
P.S. 309 THE GEORGE E. WIBECAN PREPARATORY ACADEMY,6216,389.4298245614035
P.S. 310 MARBLE HILL,27468,404.83425414364643
P.S. 312 BERGEN BEACH,37578,429.0622009569378
P.S. 315 LAB SCHOOL,13552,417.9950495049505
P.S. 316 ELIJAH STROUD,13570,445.0443686006826
P.S. 321 WILLIAM PENN,48573,435.97037037037035
P.S. 327 DR. ROSE B. ENGLISH,20702,356.9
P.S. 328 PHYLLIS WHEATLEY,10452,386.5066225165563
P.S. 329 SURFSIDE,15886,405.60771704180064
P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,33690,435.98425196850394
P.S. 335 GRANVILLE T. WOODS,9629,393.9469696969697
P.S. 340,25553,404.9234693877551
P.S. 345 PATROLMAN ROBERT BOLDEN,26780,407.7608142493639
P.S. 346 ABE STARK,23907,407.01424501424503
P.S. 35 THE CLOVE VALLEY SCHOOL,17172,449.2944444444444
P.S. 360,20194,419.4916864608076
P.S. 361 EAST FLATBUSH EARLY CHILDHOOD SCHOOL,6386,546.4634146341464
P.S. 375 JACKIE ROBINSON SCHOOL,16350,399.41641337386017
P.S. 376,28320,442.281179138322
P.S. 377,2783,509.0
P.S. 377 ALEJANDRINA B. DE GAUTIER,16615,352.5734597156398
P.S. 38 ROBERTO CLEMENTE,7935,397.5163636363636
P.S. 380 JOHN WAYNE ELEMENTARY,22217,425.6406685236769
P.S. 39 FRANCIS J. MURPHY JR.,24801,418.6830985915493
P.S. 396,11749,405.5424836601307
P.S. 397 FOSTER-LAURIE,9496,405.19028340080973
P.S. 398 WALTER WEAVER,9454,400.40551181102364
P.S. 399 STANLEY EUGENE CLARK,16332,408.3914590747331
P.S. 452,8802,472.82442748091603
P.S. 5 PORT MORRIS,35695,413.4846292947559
P.S. 503: THE SCHOOL OF DISCOVERY,43021,418.81885856079407
P.S. 506: THE SCHOOL OF JOURNALISM & TECHNOLOGY,32420,409.7244094488189
P.S. 527 - EAST SIDE SCHOOL FOR SOCIAL ACTION,8442,524.5144230769231
P.S. 536,14098,409.78930817610063
P.S. 56 THE LOUIS DESARIO SCHOOL,28778,436.01960784313724
P.S. 58 - THE SCHOOL OF HEROES,52081,425.6030245746692
P.S. 583,1900,511.203125
P.S. 595,1754,506.91525423728814
P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,30520,420.656
P.S. 65 - THE RAYMOND YORK ELEMENTARY SCHOOL,22303,420.2536231884058
P.S. 65 THE ACADEMY OF INNOVATIVE LEARNING,17957,427.86578947368423
P.S. 66,47682,421.52491103202846
P.S. 69 VINCENT D. GRIPPO SCHOOL,38612,421.70866141732284
P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,11177,417.1480263157895
P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,20630,456.3953488372093
P.S. 75 SCHOOL OF RESEARCH AND DISCOVERY,23601,408.1702702702703
P.S. 77 LOWER LAB SCHOOL,14815,447.5472972972973
